,number,active_ingredients,inactive_ingredients,name,price,review number,5 stars,4 stars,3 stars,2 stars,1 star
425,190735756,[''],[],"2 Pack - Orajel Toddler Training Toothpaste, Fruity Fun, 1.50 oz",$9.54 ,206,1,0,0,0,0
426,125840471,[''],[],Sensodyne® Pronamel® Gentle Whitening Toothpaste Alpine Breeze® 4-6.5 oz. Box,$39.77 ,206,53,21,3,1,0
427,26971591,"['Calcium Cabonate', 'Sorbitol', 'Water', 'Hydrated Silica', 'Sodium Bicarbonate', 'Sodium Lauroyl Sarcosinate', 'Flavor', 'Carrageenan', 'Titanium Dioxide', 'Melaleuca Alternifolia (Tea Tree) Leaf Oil', 'Carum Petroselinum (Parsley) Seed Oil', 'Helianthus Annuus (Sunflower) Seed Oil.']",[],"Tea Tree Therapy Tea Tree Toothpaste With Baking Soda, 5 Oz",$7.08 ,206,22,5,0,0,2
428,36300480,"['Calcium Carbonate', 'Glycerin', 'Water (Aqua)', 'Gaultheria Procumbens (Wintergreen) Leaf Oil', 'Melaleuca Alternifolia (Tea Tree) Leaf Water', 'Carrageenan', 'Sodium Lauroyl Sarcosinate', 'Melaleuca Alternifolia (Tea Tree) Leaf Oil', 'Bambusa Arundinacea Stem Powder', 'Phyllostachis Bambusoides Juice', 'Zinc Citrate', 'Aloe Barbadensis Leaf Juice', 'Calcium Ascorbate (Vitamin C)', 'Equisetum Arvense Leaf Extract (Horsetail)', 'Sodium Bicarbonate', 'Sea Salt', 'Phytic Acid', 'Stevia Rebaudiana Leaf/Stem Powder.']",[],"Desert Essence Natural Tea Tree Oil Whitening Plus Fluoride-Free Toothpaste, Cool Mint, 6.25 Oz",$10.87 ,46,42,2,1,0,1
429,49430495,[' Sodium Fluoride 0.243% (w/w) (0.15% w/v Fluoride Ion)?Anticavity.'],"[' Glycerin', 'Hydrated Silica', 'Water', 'Sorbitol', 'Tetrapotassium Pyrophosphate', 'Flavor', 'Titanium Dioxide', 'Sodium Lauroyl Sarcosinate', 'Cellulose Gum', 'Lauryl Glucoside', 'PVP', 'Cocamidopropyl Betaine', 'gum xanthan', 'Sucralose', 'Sodium Saccharin.']","Rembrandt Intense Stain Mint Toothpaste, 3.5 oz",$5.97 ,34,82,13,1,4,5
430,38688244,"['Glycerin', 'propanediol', 'hydrated silica', 'water', 'xylitol', 'benzyl alcohol', 'carrageenan', 'natural flavor', 'citric acid.']",[],"Tom's of Maine Toddler Mild Fruit Training Toothpaste for Ages 3-24 Months, 1.75 oz",$1.30 ,206,23,3,1,2,2
431,45002949,[''],[],"Close-Up Fluoride Toothpaste, Freshening Red Gel 4 oz (Pack of 2)",$6.77 ,24,2,0,0,0,0
432,145453331,[''],[],6 Pack - AquaFresh Cool Mint Toothpaste Cavity Protection 5.6 Oz Each,$21.61 ,55,1,0,0,0,0
433,956580268,[''],[],"4 Pack - Hello Kids Fluoride Free Toothpaste, Natural Watermelon 4.20 oz",$24.32 ,11,557,101,31,10,13
434,360895363,[''],[],Smart Mouth Whitening Toothpaste with Fluoride Clean Mint 6 oz (Pack of 1),$11.29 ,109,1,0,0,0,0
435,182975538,[''],[],Viva Doria fluoride Free Natural Mineralizing Toothpaste - Peppermint (3 oz glass jar),$6.99 ,206,0,1,0,0,0
436,44591232,[''],[],Smart Mouth Whitening Toothpaste with Fluoride Fresh Mint 6 oz (Pack of 2),$19.58 ,13,1,0,0,0,0
437,40711221,"[' Stannous Fluoride 0.454% (0.16% W/V Fluoride Ion)', '']","[' Glycerin', 'Hydrated Silica', 'Sodium Hexametaphosphate', 'Propylene Glycol', 'PEG-6', 'Zinc Lactate', 'Water', 'Flavor', 'Trisodium Phosphate', 'Sodium Lauryl Sulfate', 'Sodium Gluconate', 'Carrageenan', 'Sodium Saccharin', 'gum xanthan', 'Blue 1.']","Crest Sensitivity Complete Protection Sensitive Toothpaste, 3.5 oz",$9.26 ,206,62,15,7,5,4
438,177574783,[' Sodium Fluoride 0.243% (0.15% W/V Fluoride Ion). '],"[' Sorbitol', 'Water', 'Hydrated Silica', 'Sodium Lauryl Sulfate', 'Trisodium Phosphate', 'Cellulose Gum', 'Flavor', 'Sodium Saccharin', 'Carbomer 956', 'Mica', 'Titanium Diozide', 'Blue 1.']","Crest Baking Soda and Peroxide Whitening with Tartar Protection Fresh Mint Toothpaste, 4.6 Ounce",UNKNOWN,107,112,27,5,3,3
439,20894378,[' Sodium fluoride 0.25% (0.15% w/v fluoride ion) - Anticavity; '],"[' water', 'hydrated silica', 'sorbitol', 'glycerin', 'PEG-8', 'sodium lauryl sulfate', 'flavor', 'gum xanthan', 'titanium dioxide', 'cocamidopropyl betaine', 'sodium citrate', 'sodium saccharin', 'zinc chloride', 'iron oxides', 'red 30', 'blue 1']","Aquafresh Extreme Clean Pure Breath Fluoride Toothpaste for Cavity Protection, 5.6 ounce",$3.37 ,24,18,4,1,0,0
440,178268826,[''],[],"4 Pack Sensodyne Pronamel Toothpaste Fresh Breath Protects from Acids, 4 oz Each",$33.09 ,147,72,32,13,4,3
441,988679376,[''],[],3 Pack - Aim Multi-Benefit Cavity Protection Cinna Mint Gel Toothpaste 5.5 oz,$11.01 ,206,2,0,0,0,0
442,177446546,[''],[],"5 Pack - Aquafresh, Extreme Clean Toothpaste Whitening Action - 5.6oz Each",$24.11 ,109,0,0,0,0,1
443,51297965,[''],[],"Listerine Essential Care Fluoride Anticavity Toothpaste Gel, Mint - 4.2 Oz, 3 Pack",$21.22 ,971,57,9,1,2,1
444,182862008,"['Vegetable Glycerin (from vegetable oils)', 'Xylitol (Himalayan birch wood)', 'Water (aqua)', 'Hydrated Silica', 'Calcium Carbonate', 'Lauryl Glucoside (from coconut oil &amp; sugar)', 'Sodium Cocoyl Glutamate', 'Disodium Cocoyl Glutamate (from amino acids and vegetable oil)', 'Stevia Rebaudiana (stevia) Extract', 'Natural Flavor (using essential oils and botanicals)', 'Potassium Sorbate (Sorbus Cashmiriana berries)', 'Menthol (from Peppermint leaves)*', 'Chondrus Crispus (carrageenan)', 'gum xanthan (Natural thickener)', 'Sodium Chloride (sea salt)', 'Thymol (from thyme leaf oil)', 'Azadirachta Indica (neem) Leaf Extract*', 'Punica Granatum (pomegranate) Fruit Extract*', 'Terminalia Chebula (chebulic myrobalan) Fruit Extract*', 'Terminalia Bellerica (belleric myrobalan) Fruit Extract*', 'Phyllanthus Emblica (amla) Fruit Extract*', 'Embelia Ribes (vidanga) Fruit Extract*', 'Acacia Nilotica (Indian gum arabic tree) Bark Extract**Organic']",[],Himalaya Botanique Travel Size Toothpaste - Neem & Pomegranate 0.74 oz Paste,$5.39 ,206,7,1,0,0,1
445,926391722,[''],[],2 Pack - Crest Plus Scope Toothpaste Liquid Gel Minty Fresh 4.60 oz,$11.42 ,206,118,29,6,5,14
446,26967658,"['Glycerin', 'Hydrated Silica', 'Water (Eau)', 'Sorbitol', 'Aloe Barbadensis Leaf Juice', 'Sodium Lauroyl Sarcosinate', 'Flavor (Aroma)*', 'Xylitol', 'Quillaja Saponaria (Soap Bark) Root Extract', 'Camellia Sinensis (White Tea) Leaf Extract', 'Punica Granatum (Pomegranate) Fruit Extract', 'Vaccinium Macrocarpon (Cranberry) Fruit Extract', 'Vitis Vinifera (Grape) Seed Extract', 'Zingiber Officinale (Ginger) Root Extract', 'Cellulose Gum', 'Calcium Glycerophosphate', 'Bisabolol', 'Menthol', 'Benzoic Acid.*Natural Flavor.']",[],"Fluoride-Free Toothpaste, Wintergreen, 5 Oz",$13.99 ,206,5,3,0,4,0
447,719435675,"['Glycerin', 'Calcium silica', 'Peg-8', 'Hydrated Silica', 'Trisodium Phosphate', 'Sodium Phosphate', 'Aqua', 'Peg-60', 'Sodium Lauryl Sulfate', 'Sodium Monofluorphosphate', 'Aroma', 'Synthetic Fluorphlogopite', 'Sodium Saccharin', 'Polyacrylic Acid', 'Tin Oxide', 'Limonene', 'CI 77891']",[],Regenerate Enamel Science Advanced Toothpaste (75ml),$24.99 ,206,0,0,1,0,0
448,21902986,[''],[],Squeezit Tube Squeezer,$7.98 ,79,5,0,0,0,2
449,217887059,[''],[],"Rembrandt Intense Stain Whitening Toothpaste with Fluoride Mint, 3.52 oz",$11.01 ,34,2,0,0,0,0
450,153727008,[''],[],"4 Pack - Polident Dentu-Creme Denture Toothpaste, 3.9 Oz Each",$20.61 ,128,4,1,0,0,1
451,455198827,[''],[],Dry Mouth Relief Mints and Premium Toothpaste for 24 Hour Bad Breath Prevention,$19.96 ,206,0,1,0,0,0
452,180617042,[''],[],3 Pack - AquaFresh Cool Mint Toothpaste Cavity Protection 5.6 Oz Each,$14.38 ,55,1,0,0,0,0
453,44631204,[''],[],Kank-A Soft Brush Tooth/Mouth Pain Gel Professional Strength 0.07 oz (Pack of 3),$18.65 ,109,1,0,0,0,0
454,175892133,[''],[],"2 Pack - Sensodyne Repair and Protect Toothpaste, 3.4 Oz Each",$18.40 ,172,30,5,1,0,4
455,113786622,"['Water', 'hydrated silica', 'glycerin', 'xylitol', 'calcium carbonate', 'dicalcium phosphate', 'magnolia acuminata bark extract', 'sodium phosphate', 'zinc citrate', 'aloe barbadensis leaf juice', 'stevia rebaudiana leaf/stem powder', 'melaleuca alternifolia (tea tree) leaf oil', 'lycium barbarum (goji berry) fruit extract', 'punica granatum (pomegranate) extract', 'ubiquinone (coenzyme Q10)', 'tocopherol (vitamin E', 'sunflower derived)', 'natural flavor', 'gum xanthan', 'sodium methyl cocoyl taurate', 'sodium benzoate.']",[],"Schmidt's Vanilla Chai Toothpaste, 4.7 oz",$5.33 ,217,13,1,0,0,2
456,426161436,[''],[],"Tom's of Maine Whole Care Toothpaste with Fluoride, Spearmint 4 oz",$9.99 ,20,25,1,1,0,1
457,260785496,[''],[],"6 Pack - Tom's of Maine Whole Care Natural Fluoride Toothpaste, Cinnamon Clove 4 oz",$37.55 ,344,37,2,0,1,3
458,46231863,[''],[],S.T.37 Solution 16 oz (Pack of 2),$31.19 ,167,2,0,0,0,0
459,196564887,[''],[],Family Washroom Bathroom Plastic Cosmetics Gels Toothpaste Tube Squeezers 3 PCS,$5.04 ,1,1,0,0,0,0
460,471457686,[''],[],"Rembrandt Whitening Toothpaste Intense Stain, Mint 3.52 oz",$10.66 ,78,73,12,1,3,6
461,614154192,[''],[],"3 Pack - Ultra brite Baking Soda & Peroxide Whitening Toothpaste, Cool Mint 6 oz",$10.90 ,194,1,1,0,0,0
462,48058842,[' Sodium Monofluorophosphate (0.15% w/v fluoride ion) '],"[' Sorbitol', 'Hydrated Silica (Combinations)', 'Glycerin', 'Water', 'PEG 32', 'PVM/MA Copolymer', 'Sodium Lauryl Sulfate', 'Trisodium Phosphate', 'Flavor', 'Cellulose Gum', 'Sodium Phosphate', 'Sodium Saccharin']","Plus White Coffee Drinkers' Toothpaste, 3.5 Oz",$4.31 ,5012,4,0,0,0,0
463,128907854,"['Vegetable Glycerin (from Vegetable Oils)', 'Xylitol', 'Water (Aqua)', 'Hydrated Silica', 'Calcium Carbonate', 'Lauryl Glucoside (from Coconut Oil)', 'Disodium Cocoyl Glutamate (from Amino Acids and Vegetable Oil)', 'Stevia Rebaudiana (Stevia) Extract', 'Flavor (from Essential Oils and Botanicals)', 'Potassium Sorbate', 'Menthol (from Peppermint Leaves) (Organic)', 'Chondrus Crispus (Carrageenan)', 'gum xanthan', 'Sodium Chloride (Sea Salt)', 'Thymol (from Thyme Leaf Oil)', 'Azadirachta Indica (Neem) Leaf Extract (Organic)', 'Punica Granatum (Pomegranate) Fruit Extract (Organic)', 'Phyllanthus Emblica (Amla) Fruit Extract (Organic)', 'Embella Ribes (Vidanga) Fruit Extract (Organic)', 'Acacia Arabica (Indian Gum Arabic Tree) Bark Extract (Organic).']",[],"Himalaya Botanique Fluoride-Free Toothpaste, Neem And Pomegranate, 5.29 Oz",$5.99 ,2,30,3,1,0,0
464,241009307,[''],[],"Sensodyne True White Toothpaste, Mint 3 oz (Pack of 2)",$16.95 ,76,29,11,2,0,0
465,625809195,[''],[],"2 Pack - Crest Gum & Enamel Repair Toothpaste for Gum Care Advanced Whitening, 4.1 oz",$17.31 ,133,1,0,0,0,0
466,366120034,[''],[],2 Pack - Hello Oral Care Activated Charcoal Fluoride Free Whitening Toothpaste 4  oz,$13.94 ,1744,1,0,0,0,0
467,52619095,[''],[],"Aim Multi-Benefit Cavity Protection Gel Toothpaste, Ultra Mint 5.50 oz (Pack of 3)",$9.99 ,109,1,0,0,0,0
468,231460442,[''],[],6 Pack - Plus White Xtra Whitening Toothpaste Gel Cool Mint 3.50 oz,$29.01 ,206,0,1,0,0,0
469,187908036,[''],[],2 Pack - AquaFresh Cool Mint Toothpaste Cavity Protection 5.6 Oz Each,$10.29 ,109,1,0,0,0,0
470,320983337,[''],[],"6 Pack - Crest Whitening Expressions Toothpaste, Extreme Herbal Mint 6 oz",$28.86 ,89,41,7,1,1,4
471,44590270,[''],[],Listerine Essential Care Toothpaste Gel 4.20 oz (Pack of 3),$20.04 ,971,71,13,1,2,1
472,629359298,[''],[],"3 Pack - Crest Gum & Enamel Repair Toothpaste For Gum Care Intensive Clean, 4.1 oz",$28.86 ,140,89,23,4,4,1
473,646133466,[''],[],Colgate Triple Action Toothpaste 8 oz (Pack of 3),$16.05 ,92,5,2,0,0,0
474,976239158,[''],[],Sensodyne Pronamel Toothpaste 4 oz,$9.99 ,147,45,12,7,4,4
475,48661737,[''],[],Stim-U-Dent Plaque Removers Mint 100 Each (Pack of 4),$8.99 ,7,1,0,0,0,0
476,48083398,[''],[],Crest 3D White Fluoride Anticavity Toothpaste 0.85 oz (Pack of 2),$5.05 ,6,0,0,0,0,1
477,865278212,[''],[],"Toms Of Maine Long Lasting Wicked Fresh Spearmint Ice Fluoride Toothpaste - 4.7 Oz, 6 Pack",$38.44 ,109,1,0,0,0,0
478,151368309,[''],[],"colgate total toothpaste, deep clean - 5.1 ounce (4 pack)",$31.61 ,206,40,12,2,3,5
479,948575055,[''],[],"Sensodyne ProNamel Toothpaste, Mint Essence, 4 Oz Each",$12.06 ,147,45,12,7,4,4
480,160104403,[''],[],"3 Pack - Cavity Protection Toothpaste, Regular, 8.2oz Each",$18.77 ,89,106,22,4,1,0
481,15103867,"['Propylene Glycol', 'Glycerin', 'Hydrated Silica', 'Sorbitol', 'Water', 'Poloxamer 407', 'Cellulose Gum', 'Sodium Saccharin', 'Citric Acid', 'Flavor.']",[],"Colgate My First Baby and Toddler Toothpaste, Fluoride Free - 1.75 oz",$9.29 ,206,6,6,1,1,1
482,47932068,"['Active Ingredient - Purpose. Sodium Fluoride (0.15% w/v Fluoride Ion) - Anticavity.Inactive Ingredients: Water', 'Hydrated Silica', 'Sorbitol', 'Glycerin', 'PEG-8', 'Sodium Lauryl Sulfate', 'gum xanthan', 'Flavor', 'Titanium Dioxide', 'Cocamidopropyl Betaine', 'Sodium Citrate', 'Sodium Saccharin', 'Zinc Chloride', 'Polyethylene', 'Red 30', 'Blue 1 Lake.']",[],"Aquafresh Whitening Multi Action Invigorating Mint Fluoride Toothpaste, 5.6 oz",$11.28 ,206,3,0,0,0,0
483,890472423,[''],[],Tom's Silly Strawberry Fluoride Free Kids Toothpaste - 4.2oz Each,$7.85 ,49,18,2,0,0,2
484,499579307,[' Stannous Fluoride 0.454% (0.14% W/V Fluoride Ion) '],"[' Water', 'Sorbitol', 'Hydrated Silica', 'Sodium Lauryl Sulfate', 'Carrageenan', 'Sodium Gluconate', 'Flavor', 'gum xanthan', 'Zinc Citrate', 'Stannous Chloride', 'Sodium Hydroxide', 'Sodium Saccharin', 'Sucralose', 'Titanium Dioxide', 'Blue 1']","(4 pack) Crest Pro-Health Clean Mint Toothpaste, 4.6 oz",$9.58 ,206,1,0,0,0,0
485,670597476,"['Water', 'Glycerin (Certified Organic)', 'Erythritol (Certified Organic)', 'Chamomilla Recutita (Chamomile) Flower Extract (Certified Organic)', 'Organic Flavors (Certified Organic)', 'Cyamopsis Tetragonoloba (Guar) Gum (Certified Organic)', 'Aloe Barbadensis (Aloe Vera) Leaf Juice (Certified Organic)', 'Melia Azadirachta (Neem) Leaf Extract (Certified Organic)', 'Coconut Water Concentrate (Certified Organic)', 'Tapioca Maltodextrin (Certified Organic)', 'Quillaja Saponaria Wood Extract (Certified Organic)', 'Citric Acid (Certified Organic)', 'Hibiscus Sabdariffa (Hibiscus) Flower Extract (Certified Organic)', 'Ocimum Sanctum (Holy Basil) Leaf Extract (Certified Organic)', 'Rosa Centifolia (Rose) Flower Extract (Certified Organic)', 'Raphanus Sativus (Radish) Root Extract', 'Maltodextrin', 'gum xanthan.']",[],Radius Organic Toothpaste for Kids - Dragon Fruit 3 oz Gel,$7.99 ,206,1,0,0,0,0
486,45025396,[''],[],Anbesol Gel Maximum Strength 0.33 oz (Pack of 3),$19.69 ,109,1,0,0,0,0
487,50652731,[''],[],"Crest Complete Multi-Benefit Fluoride Toothpaste, Whitening + Scope, Minty Fresh 0.85 oz (Pack of 2)",$5.03 ,109,118,29,6,5,14
488,565005124,[''],[],"2 Pack - Crest Sensitivity Complete Protection Toothpaste, Smooth Mint, 3.5 oz",$13.58 ,56,40,12,6,5,3
489,848731970,"['Perilla seed extract', 'grapefruit seed extract', 'bamboo powder', 'calcium carbonate', 'silica', 'oil of peppermint', 'glycerin', 'stevioside', 'carrageenan', 'sodium bicarbonate', 'sodium cocoyl glutamate and purified spring water.']",[],"Jason Power Smile Whitening Toothpaste, Powerful Peppermint 6 oz (Pack of 6)",$26.82 ,25,74,9,4,2,3
490,774834030,[''],[],"Jason Sea Fresh Antiplaque & Strengthening Toothpaste, Deep Sea Spearmint 6 oz",$6.89 ,51,43,6,0,0,1
491,47217448,[''],[],"(2 Pack) Sensodyne Pronamel Fresh Wave Fluoride Toothpaste to Strengthen and Protect Enamel, 8 ounces Twinpack (4 oz)",$19.66 ,1,163,45,14,5,5
492,174092706,[' Sodium Monofluorophosphate (0.76%) (0.13% w/v Fluoride Ion). Purpose: Anticavity. '],"[' Propylene Glycol', 'Calcium Pyrophosphate', 'Glycerin', 'PEG/PPG-116/66 Copolymer', 'PEG-12', 'PVP', 'Silica', 'Flavor', 'Sodium Lauryl Sulfate', 'Tetrasodium Pyrophosphate', 'Hydrogen Peroxide', 'disodium pytophosphate', 'Sodium Saccharin', 'Sucralose', 'BHT.']","Colgate Optic White Toothpaste, Sparkling Mint (5 oz., 5 pk.)",$24.69 ,31,6,1,0,1,1
493,113408232,"['Perilla seed extract', 'grapefruit seed extract', 'bamboo powder', 'calcium carbonate', 'silica', 'oil of peppermint', 'glycerin', 'stevioside', 'carrageenan', 'sodium bicarbonate', 'sodium cocoyl glutamate and purified spring water.']",[],"Jason Power Smile Whitening Toothpaste, Powerful Peppermint 6 oz",$7.99 ,10,73,9,4,2,3
494,45023523,[''],[],Listerine Ultraclean Antiseptic Fresh Citrus 1500 mL (Pack of 2),$27.73 ,206,8,1,0,0,0
495,44722157,[''],[],Crest Toothpaste Gel Cool Mint 8.20 oz (Pack of 6),$25.73 ,109,1,0,0,0,0
496,26971588,"['Dicalcium Phosphate Dihydrate', 'Sorbitol', 'Purified Water', 'Hydrated Silica', 'Glycerin', 'Dicalcium Phosphate', 'Natural Mint Flavor', 'Chondrus Crispus (Carrageenan)', 'Melaleuca alternifolia (Tea Tree) Leaf Oil 0.4%', 'Papain', 'Sodium Lauroyl Sarcosinate', 'Citric Acid', 'Zinc Oxide.']",[],"Tea Tree Therapy Natural Whitening Toothpaste With Tea Tree Oil, 3 Oz",$8.40 ,206,1,0,0,0,0
497,164692829,[''],[],"2 Pack - Sensodyne Repair & Protect Fluoride Toothpaste, Extra Fresh Toothpaste 3.4 oz",$15.96 ,53,7,2,0,0,0
498,384632200,[''],[],Colgate Sensitive Maximum Strength Whitening Toothpaste 6 oz (Pack of 2),$13.32 ,172,0,1,0,0,0
499,135273141,"['Calcium Carbonate', 'Sorbitol', 'Water', 'Activated Charcoal', 'Xylitol', 'Glycerin', 'Silica', 'Sodium Lauroyl Glutamate', 'Carrageenan', 'Mentha Piperita (Peppermint) Oil', 'Potassium Sorbate.']",[],Activated Charcoal Toothpaste Mint Heritage Store 5.1 oz Paste,$12.18 ,206,1,1,0,1,0
500,582662042,[''],[],Opalescence Whitening Toothpaste Sensitivity Relief 4.7oz (1),$11.47 ,206,1,0,0,0,0
501,44602489,[''],[],Smart Mouth Whitening Toothpaste with Fluoride Fresh Mint 6 oz (Pack of 3),$25.74 ,13,1,0,0,0,0
502,859799171,"['Aqua', 'Sorbitol', 'Hydrated Silica', 'PEG-32', 'Sodium Lauryl Sulfate', 'Aroma', 'Cellulose Gum', 'Sodium Saccharin', 'Sodium Fluoride', 'Chlorhexidine Digluconate', 'Allantoin', 'Panthenol', 'Hamamelis Virginiana Distillate', 'Betaine', 'Tocopheryl Acetate', 'Limonene', 'Benzyl Alcohol', 'Alcohol', 'CI 45430', 'CI 77891']",[],Sanogyl Rose Toothpaste for Irritated Gum Care 75 Ml,$13.99 ,533,1,0,0,0,0
503,817711773,[''],[],2 Pack Crest Multi-Benefit Whitening Fluoride Toothpaste Anticavity Cinnamon Gel,$16.44 ,1,0,0,0,0,1
504,45003251,[''],[],Gly-Oxide Liquid 0.50 oz (Pack of 2),$14.56 ,206,1,0,0,0,0
505,109642706,"['Glycerin', 'Aqua (Water) Hydrated silica', 'Calcium carbonate', 'Cellulose gum', 'Aroma (flavor)', 'Cyclomethicone', 'Sodium lauryl sulfate', 'Sodium Monofluorophosphate', 'Mica', 'CI 45430 (acid red 51)', 'Limonene', 'CI 75470 (Carmine)', 'Sodium methylparaben', 'CI 77491 (iron oxides)', 'Titanium dioxide', 'Sodium Propylparaben', 'Eugenol', 'Ammonium Hydroxide', 'Linallol.']",[],Email Diamant Red Toothpaste 75 ml,$14.95 ,206,1,0,0,0,0
506,941971409,[''],[],"Toms of Maine Fluoride-Free Natural Toddler Toothpaste, Mild Fruit, 2 Pack, 1.75 oz each",$11.91 ,818,2,0,0,0,0
507,104711980,[''],[],KABOER Cartoon Cute Multi-Function Automatic Toothpaste Machine Fun Animal Squeezing Toothpaste Cute Cartoon Toothpaste Squeezing Equipment Cleansing Cream Squeezer Roller,$7.57 ,206,0,0,0,0,1
508,470459427,[''],[],"Crest 3d White Whitening Therapy Charcoal Deep Clean Fluoride Toothpaste, Invigorating Mint 4 Count 4.1OZ Each",$34.99 ,206,0,0,0,0,1
509,37426203,"['Water&nbsp;(Aqua)', 'Glycerin,&nbsp;Silica', 'Xylitol', 'Erythritol', 'Lauryl Glucoside', 'Sodium Methyl Cocoyl Taurate', 'Zinc Citrate', 'Vaccinium Macrocarpon (Cranberry) Fruit Extract', 'Aloe Barbadensis Leaf Juice', 'gum xanthan', 'Cellulose Gum', 'Stevia Rebaudiana Leaf/Stem Powder', 'Flavor (Natural Cinnamon)', 'Sodium Benzoate', 'Titanium Dioxide']",[],Xlear Spry Xylitol and Aloe Toothpaste Fluoride Free - Cinnamon 5 oz Paste,$8.99 ,206,19,0,1,0,5
510,45020072,[''],[],Aquafresh Kids Toothpaste Bubble Mint Pump 4.60 oz (Pack of 2),$9.22 ,7,1,0,0,0,0
511,691986848,[''],[],"Product Of Crest Pro Health, Toothpaste, Count 1 - Tooth Paste / Grab Varieties & Flavors",$8.91 ,151,0,0,0,0,1
512,176991034,[''],[],Trader Joe's All Natural Anticavity Peppermint Toothpaste with Baking Soda and Fluoride 6oz (Pack of 2),$14.99 ,206,0,0,0,0,1
513,223440990,[''],[],2 Pack - Crest Whitening Plus Scope Toothpaste Minty Fresh Striped 2.70 oz,$9.58 ,89,121,30,7,5,15
514,898536402,[''],[],Viva Doria Fluoride Free Natural Mineralizing Toothpaste - Cinnamon (3 oz glass jar),$6.99 ,206,2,0,0,0,1
515,48656808,[''],[],GUM Dual-Action Tongue Cleaner 1 Each (Pack of 4),$9.81 ,206,2,0,0,0,0
516,179352395,[''],[],5 Pack Ultra Brite Advanced Whitening All in One Mint Toothpaste 6.0 Oz Each,$14.76 ,158,1,0,0,0,0
517,125376804,[''],[],Pet King Brands Retail-Oratene Antiseptic Gel 1 Oz,$13.98 ,89,1,0,0,0,0
518,456249386,[''],[],Crest Complete Extra Whitening w/ Scope Toothpaste 5 pack 8.2oz New In Box!!,$200.00 ,248,0,0,1,0,0
519,429877253,"['coconut activated charcoal', 'calcium bentonite clay', 'coconut oil', 'essential oil']",[],All Natural Activated Charcoal Toothpaste and Teeth Whitening with Coconut Charcoal and Essential Oil,$9.99 ,206,12,3,1,0,2
520,675068431,[''],[],"Tom's of Maine Tartar Control Plus Whitening Paste, Spearmint 5.5oz Each",$9.38 ,109,22,2,0,0,1
521,48088843,[''],[],"GUM Proxabrush Go-Betweens Cleaners, Ultra Tight 8 ea (Pack of 3)",$13.54 ,206,1,0,0,0,0
522,809004106,[''],[],"Jason Power Smile Whitening Toothpaste, Powerful Peppermint 6 oz (Pack of 4)",$20.58 ,206,72,9,4,2,3
523,45103542,[' Sodium fluoride 0.243% (0.15% w/v fluoride ion). '],"[' Water', 'Sorbitol', 'Hydrated Silica', 'disodium pytophosphate', 'Xylitol', 'Flavor', 'Sodium Hydroxide', 'Cellulose Gum', 'Cocamidopropyl Betaine', 'Sodium Laureth-2 Phosphate', 'Sodium Saccharin', 'gum xanthan', 'Carbomer', 'Sucralose', 'PEG-20M or PEG-23M', 'Polyethylene', 'Mica', 'Titanium Dioxide', 'Blue 1 Lake', 'Yellow 10 Lake', 'Iron Oxides']","Crest 3D White Brilliance Advanced Whitening Technology Toothpaste, Mesmerizing Mint, 4.1 oz",$5.99 ,132,33,15,1,0,1
524,586699229,[''],[],2 Pack - Orajel Toddler Training Toothpaste Fruit Splash 1.50 oz,$10.31 ,206,0,0,0,0,1
525,119776798,"['Water', 'solum diatomeae (diatomaceous earth)', 'xylitol', 'bentonite', 'organic cocos nucifera (coconut) oil*', 'gaultheria procumbens (wintergreen) leaf oil*', 'charcoal powder (activated coconut shell charcoal)', 'citric acid', 'vanilla planifolia fruit extract*', 'melaleuca alternifolia (tea tree) leaf oil*', 'citrus sinensis (orange) oil*', 'stevia rebaudiana extract*', 'rosmarinus officinalis (rosemary) leaf oil', 'citrus grandis (grapefruit) seed extract', 'potassium sorbate', 'xanthan gum', 'Certified organic ingredients.']",[],"My Magic Mud Activated Charcoal Fluoride Free Whitening Toothpaste, Wintergreen, 4 Oz",$12.34 ,206,604,271,94,32,10
526,26960935,"['Calcium Carbonate', 'Glycerin (Vegetable Derived)', 'Purified Water (Aqua)', 'Melaleuca Alternifolia (Tea Tree) Leaf Water', 'Sodium Lauroyl Sarcosinate', 'Carrageenan (Plant Derived)', 'Gaultheria Procumbens (Wintergreen) Leaf Oil', 'Sodium Bicarbonate', 'Eco-Harvest Melaleuca Alternifolia (Tea Tree) Leaf Oil', 'Melia Azadirachta Extract (Neem)', 'Sea Salt.']",[],"Desert Essence Natural Tea Tree Oil And Neem Fluoride-Free Toothpaste, Wintergreen, 6.25 Oz",$12.44 ,206,212,22,4,1,1
527,136245777,[''],[],"3 Pack Sensodyne Pronamel Toothpaste Fresh Breath Protects from Acids, 4 oz Each",$24.93 ,232,72,32,13,4,3
528,117455625,[''],[],"Crest 3D White Vivid Fluoride Anticavity Toothpaste, Radiant Mint  0.85 oz",$5.59 ,252,189,34,16,7,12
529,940485291,[''],[],"Sensodyne Pronamel Toothpaste Fresh Breath , Protects from Acids - 4 oz",$10.75 ,232,72,32,13,4,3
