,number,active_ingredients,inactive_ingredients,name,price,review number,5 stars,4 stars,3 stars,2 stars,1 star
112,45098523,"['Active Ingredient - Purpose', 'Sodium Fluoride 0', '24% (0.15% w/v Fluoride Ion) - Anticavity', 'Inactive Ingredients: Sorbitol', 'Water', 'Hydrated Silica', 'PEG-12', 'Cellulose Gum', 'Sodium Lauryl Sulfate', 'Flavor', 'Sodium Saccharin', 'Mica', 'Titanium Dioxide', 'D&C Yellow No', '10', 'FD&C Blue No', '1']",[],"Colgate Kids Toothpaste with Anticavity Fluoride, Minions™, 4.6 ounces",$2.96 - $5.92,206,22,7,4,1,0
113,895353,"['Active Ingredients ... Purpose.Potassium Nitrate (5%)* ... Antihypersensitivity', 'Sodium Fluoride (0.15% w/v Fluoride Ion) ... Anticavity.Inactive Ingredients:', 'Water', 'Hydrated Silica', 'Sorbitol', 'Glycerin', 'Sodium Lauryl Sulfate', 'Flavor', 'Titanium Dioxide', 'gum xanthan', 'Sodium Hydroxide', 'Sodium Saccharin', 'Sodium Benzoate', 'Blue 1 Lake', 'Red 30 Lake.']",[],Aquafresh Maximum Strength* Sensitive Smooth Mint Toothpaste 5.6 oz. Box,$2.77 - $14.96,262,71,7,3,3,3
114,49081522,[' Sodium Monofluorophosphate (0.76% (0.12% w/v Fluoride Ion)). Purpose: Anticavity. '],"[' Propylene Glycol', 'Calcium Pyrophosphate', 'PVP', 'PEG/PPG-116/66 Copolymer', 'PEG-12', 'Glycerin', 'Flavor', 'Hydrogen Peroxide', 'Sodium Lauryl Sulfate', 'Silica', 'Tetrasodium Pyrophosphate', 'Sodium Saccharin', 'disodium pytophosphate', 'Sucralose', 'Phosphoric Acid', 'BHT', 'Water']",Colgate Optic White High Impact White Whitening Toothpaste - 3 ounce,$4.96 ,41,378,195,73,35,29
115,36073552,"['Propylene Glycol', 'Glycerin', 'Hydrated Silica', 'Sorbitol', 'Water', 'Poloxamer 407', 'Cellulose Gum', 'Sodium Saccharin', 'Citric Acid', 'Flavor']",[],"Colgate My First Baby and Toddler Toothpaste, Fluoride Free, 1.75 ounces",$2.94 ,262,2,1,1,0,1
116,151528591,"[' Sodium Fluoride (0.24%) (0.15% w/v Fluoride Ion)', 'Purpose: Anticavity', '']","[' Sorbitol', 'Water', 'Hydrated Silica', 'PEG-12', 'Cellulose Gum', 'Sodium Lauryl Sulfate', 'Flavor', 'Sodium Saccharin', 'Mica', 'Titanium Dioxide', 'FD&C Red 40', 'D&C Red 33']","Colgate Kids Toothpaste with Anticavity Fluoride, Trolls™, 4.6 ounces",$2.96 - $5.92,206,2,1,0,0,0
117,246337796,"[' Sodium Fluoride (0.15% w/v fluoride ion) (0.243 %). Purpose: Anticavity Toothpaste. ', '']","[' Sorbitol', 'Water', 'Hydrated Silica', 'Sodium Lauryl Sulfate', 'Trisodium Phosphate', 'Sodium Phosphate', 'Cellulose Gum', 'Flavor', 'Sodium Saccharin', 'Carbomer', 'Red 40.']","Crest Kid's Anticavity Cavity Protection Fluoride Toothpaste, Strawberry Rush, 4.2 oz",$6.32 ,262,982,117,22,6,12
118,49463634,[' Sodium fluoride 0.243% (0.15% w/v fluoride ion)\\n'],"['water', 'sorbitol', 'hydrated silica', 'disodium pytophosphate', 'sodium lauryl sulfate', 'flavor', 'cellulose gum', 'sodium hydroxide', 'sodium saccharin', 'carbomer', 'mica', 'titanium dioxide', 'blue 1']","Crest 3D White Arctic Fresh Whitening Toothpaste, Icy Cool Mint, 3.5 oz",$2.82 ,262,535,161,34,6,5
119,415627932,"[' Stannous Fluoride (0.454%) (0.15% w/v Fluoride Ion). Purposes: Anticavity', 'Antigingivitis', 'Antisensitivity. ']","[' Water', 'Sorbitol', 'Hydrated Silica', 'Glycerin', 'PEG-12', 'Tetrasodium Pyrophosphate', 'Sodium Lauryl Sulfate', 'Microcrystalline Cellulose', 'Sodium Citrate', 'Zinc Phosphate', 'Flavor', 'Cellulose Gum', 'Sodium Saccharin', 'Cocamidopropyl Betaine', 'gum xanthan', 'Citric Acid', 'Sucralose', 'Titanium Dioxide.']","Colgate Total Toothpaste, Clean Mint, 4.8 oz. - Paste",$2.96 ,262,217,69,18,9,177
120,20657311,"['Active ingredient - Purpose.Sodium Fluoride 0.2% (0.15% w/v fluoride ion) - Anticavity.Inactive Ingredients: Sorbitol', 'Water', 'Hydrated Silica', 'PEG-12', 'Cellulose Gum', 'Sodium Lauryl Sulfate', 'Flavor', 'Sodium Saccharin', 'Mica', 'Titanium Dioxide', 'D&C Yellow No. 10', 'FD&C Blue No. 1.']",[],"Colgate Kids Toothpaste Cavity Protection, Bubble Fruit, 2.7 Ounces",$0.94 ,262,1,0,1,0,0
121,633172740,"[' Stannous Fluoride (0.454%) (0.15% w/v Fluoride Ion). Purposes: Anticavity', 'Antigingivitis', 'Antisensitivity. ']","[' Water', 'Sorbitol', 'Hydrated Silica', 'Glycerin', 'PEG-12', 'Tetrasodium Pyrophosphate', 'Sodium Lauryl Sulfate', 'Flavor', 'Microcrystalline Cellulose', 'Sodium Citrate', 'Zinc Phosphate', 'Cellulose Gum', 'Sodium Saccharin', 'Cocamidopropyl Betaine', 'Propylene Glycol', 'gum xanthan', 'Citric Acid', 'Sucralose', 'Mica', 'Titanium Dioxide', 'Blue 1.']","Colgate Total Whitening Toothpaste Gel, 4.8 oz.",$2.96 ,262,110,36,7,2,24
122,283597388,"['Glycerin', 'Water', 'Hydrated Silica', 'Sodium Cocoyl Glutamate', 'Flavor', 'gum xanthan', 'Carrageenan', 'Stevia Rebaudiana Extract', 'Titanium Dioxide.']",[],"Burt's Bees Kids Toothpaste, Fluoride Free, Fruit Fusion, 4.2 oz",$2.97 - $5.94,262,101,28,5,3,2
123,49714963,"['Active Ingredient - Purpose.Sodium Fluoride 0.24% (0.15% w/v Fluoride Ion) - Anticavity.Inactive Ingredients:Sorbitol', 'Water', 'Hydrated Silica', 'Sodium Lauryl Sulfate', 'Flavor', 'PEG-12', 'Tetrasodium Pyrophosphate', 'Cocamidopropyl Betaine', 'Cellulose Gum', 'Sodium Saccharin', 'gum xanthan', 'Titanium Dioxide', 'FD&C Blue No. 1', 'FD&C Yellow No. 5.']",[],"Colgate Triple Action Fluoride Toothpaste Original Mint, 6.0 Oz",$1.67 ,262,6,3,0,0,0
124,391004320,[' Sodium Fluoride 0.243% (0.15% w/v Fluoride Ion) '],"[' Sorbitol', 'Water', 'Hydrated Silica', 'Sodium Lauryl Sulfate', 'Trisodium Phosphate', 'Sodium Phosphate', 'Cellulose Gum', 'Flavor', 'Sodium Saccharin', 'Carbomer', 'Red 40']","Crest Kid's Toothpaste with Fluoride and Cavity Protection, Bubblegum Rush, 4.2 oz",$2.36 ,163,47,3,1,0,0
125,49463631,"['Active Ingredient - Purpose. Sodium Fluoride 0.243% (0.15% w/v Fluoride Ion) - Anticavity Toothpaste.Inactive Ingredients: Water', 'Sorbitol', 'Hydrated Silica', 'disodium pytophosphate', 'Sodium Lauryl Sulfate', 'Flavor', 'Cellulose Gum', 'Sodium Hydroxide', 'Sodium Saccharin', 'Carbomer', 'Mica', 'Titanium Dioxide', 'Blue 1.']",[],"Crest 3D White Whitening Toothpaste, Radiant Mint, 3.5 oz",$2.97 ,262,22,3,2,0,1
126,529826900,"['Sorbitol (Humectant)', 'Hydrated Silica (Polishes and Cleans Teeth)', 'Vegetable Glycerin (Soothes and Moisturizes)', 'Xylitol (Sweetener)', 'Purified Water', 'Charcoal Powder (Whitens', 'Polishes and Cleans Teeth/Freshens Breath)', 'Flavor (Freshens Breath)', 'gum xanthan (Thickener)', 'Titanium Dioxide (Mineral)', 'Cocamidopropyl Betaine (Cleanser)', 'Sodium Cocoyl Glutamate (Cleanser)', 'Coconut Oil (Soothes and Moisturizes)', 'Potassium Sorbate (Maintains Stability) and Stevia Rebaudiana Leaf Extract* (Sweetener). *Certified Organic.']",[],"Hello Activated Charcoal Fluoride Free Whitening Toothpaste, Vegan & SLS Free, 4.0oz",$4.82 - $13.55,262,1145,314,117,69,99
127,689397126,[' Sodium Fluoride (0.24%) (0.15% w/v Fluoride Ion). Purpose: Anticavity. '],"[' Sorbitol', 'Water', 'Hydrated Silica', 'PEG-12', 'Flavor', 'Sodium Lauryl Sulfate', 'Cellulose Gum', 'Sodium Saccharin', 'Tetrasodium Pyrophosphate', 'Cocamidopropyl', 'Betaine', 'Methylcellulose', 'Titanium Dioxide', 'FD&C Blue 1.']",Colgate MaxFresh KnockOut Toothpaste Mint Fusion - 6.0 Ounce (3 Pack),$5.96 ,36,28,3,0,1,1
128,881603334,"[' Stannous Fluoride (0.454 %). Purpose: Anticavity', 'Antigingivitis', 'Antisensitivity. ']","[' Water', 'Sorbitol', 'Hydrated Silica', 'Glycerin', 'PEG-12', 'Tetrasodium Pyrophosphate', 'Sodium Lauryl Sulfate', 'Microcrystalline Cellulose', 'Sodium Citrate', 'Zinc Phosphate', 'Flavor', 'Cellulose Gum', 'Sodium Saccharin', 'Cocamidopropyl Betaine', 'gum xanthan', 'Citric Acid', 'Sucralose', 'Mica', 'Titanium Dioxide', 'Blue 1', 'Yellow 10.']","Colgate Total Toothpaste, Fresh Mint Stripe Gel, 4.8 oz.",$2.96 ,262,8,9,1,2,7
129,231730593,[' sodium monofluorophosphate 0.76% (0.15% w/v fluoride ion) '],"[' sorbitol', 'purified water', 'hydrated silica', 'glycerin', 'xylitol', 'calcium carbonate', 'gum xanthan', 'flavor', 'titanium dioxide', 'coconut oil', 'cocamidopropyl betaine', 'sodium cocoyl glutamate', 'stevia rebaudiana extract and tea tree oil']","Hello Naturally Whitening Fluoride Toothpaste, Farm Grown Mint With Tea Tree Oil & Coconut Oil, Vegan & SLS Free, 4.7oz",$3.97 ,262,122,33,10,4,5
130,959192244,[''],[],"Crest Gum Detoxify Deep Clean Toothpaste, 4.1 oz (Pack of 2)",$11.44 ,36,50,6,1,0,1
131,128228395,"['Active Ingredient - Purpose.Sodium Monofluorophosphate 0.76% (0.14% w/v Fluoride Ion) - Anticavity.Inactive Ingredients:Glycerin', 'Hydrated Silica', 'Water', 'Sodium Bicarbonate', 'PEG-12', 'Sodium Lauryl Sulfate', 'Flavor', 'Sodium Hydroxide', 'Cellulose Gum', 'Carrageenan', 'Sodium Saccharin', 'Calcium Peroxide', 'Titanium Dioxide.']",[],"Colgate Baking Soda and Peroxide Whitening Toothpaste, Brisk Mint - 6 Ounce",$10.02 ,262,7,3,0,1,0
132,10402656,"['Active Ingredient ... Purpose.Sodium Monofluorophosphate 0.76% (0.14% w/v Fluoride Ion) ... Anticavity.Inactive Ingredients: Glycerin', 'Hydrated Silica', 'Water', 'Sodium Bicarbonate', 'PEG-12', 'Sodium Lauryl Sulfate', 'Flavor', 'Sodium Hydroxide', 'Cellulose Gum', 'Carrageenan', 'Sodium Saccharin', 'Calcium Peroxide', 'Titanium Dioxide.']",[],"Ultra Brite Baking Soda and Peroxide Whitening Toothpaste, Clean Mint - 6 oz",$1.62 ,24,2,0,0,0,0
133,267980256,[' Sodium Fluoride (0.243%) (0.15% w/v Fluoride Ion). Purpose: Anticavity Toothpaste. '],"[' Water', 'Sorbitol', 'Hydrated Silica', 'disodium pytophosphate', 'Sodium Lauryl Sulfate', 'Flavor', 'Sodium Hydroxide', 'Cellulose Gum', 'Sodium Saccharin', 'Carbomer', 'Polysorbate 80', 'Mica', 'Titanium Dioxide', 'Blue 1.']","Crest 3D White, Whitening Toothpaste Arctic Fresh, 4.1 oz, Pack of 3",$9.97 ,471,14,2,0,0,0
134,611870390,"[' Stannous Fluoride (0.454%) (0.15% w/v Fluoride Ion). Purposes: Anticavity', 'Antigingivitis', 'Antisensitivity. ']","[' Water', 'Sorbitol', 'Hydrated Silica', 'Glycerin', 'PEG-12', 'Tetrasodium Pyrophosphate', 'Sodium Lauryl Sulfate', 'Flavor', 'Microcrystalline Cellulose', 'Sodium Citrate', 'Zinc Phosphate', 'Cellulose Gum', 'Sodium Saccharin', 'Cocamidopropyl Betaine', 'Propylene Glycol', 'gum xanthan', 'Citric Acid', 'Sucralose', 'Titanium Dioxide', 'Blue 1', 'Yellow 10.']","Colgate Total Whitening Toothpaste, Advanced Fresh + Whitening Gel, 5.1 oz. 2-pack",$6.96 ,206,209,87,19,6,79
135,200107110,[' Sodium Monofluorophosphate '],"[' Propylene glycol', 'calcium pyrophosphate', 'PVP', 'PEG/PPG-116/66 copolymer', 'PEG-12', 'glycerin', 'flavor', 'hydrogen peroxide', 'sodium lauryl sulfate', 'silica', 'tetrasodium pyrophosphate', 'sodium saccharin', 'disodium pytophosphate', 'sucralose', 'phosphoric acid', 'BHT', 'water']",Colgate Optic White High Impact White Whitening Toothpaste - 3 ounce (2 pack),$2.00 ,471,42,43,10,1,4
136,549076728,"[' Stannous Fluoride (0.454%) (0.14% w/v Fluoride Ion). Purposes: Anticavity', 'Antigingivitis Toothpaste. ']","[' Water', 'Sorbitol', 'Hydrated Silica', 'Sodium Lauryl Sulfate', 'Sodium Gluconate', 'Carrageenan', 'Flavor', 'gum xanthan', 'Zinc Citrate', 'Stannous Chloride', 'Sodium Saccharin', 'Sodium Hydroxide', 'Sucralose', 'Titanium Dioxide.']","Crest Gum & Enamel Repair Toothpaste, Advanced Whitening, 4.1oz",$6.97 ,262,97,25,4,5,2
137,35764256,[' Sodium Monofluorophosphate (0.76%) (0.13% w/v Fluoride Ion). Purpose: Anticavity. '],"[' Propylene Glycol', 'Calcium Pyrophosphate', 'Glycerin', 'PEG/PPG-116/66 Copolymer', 'PEG-12', 'PVP', 'Silica', 'Flavor', 'Sodium Lauryl Sulfate', 'Tetrasodium Pyrophosphate', 'Hydrogen Peroxide', 'disodium pytophosphate', 'Sodium Saccharin', 'Sucralose', 'BHT.']","Colgate Optic White Whitening Toothpaste, Icy Fresh - 3.5 ounce",$3.96 ,471,43,12,5,1,2
138,594023750,[' Sodium Fluoride 0.243% (0.15% W/V Fluoride Ion) '],"[' Sorbitol', 'Water', 'Hydrated Silica', 'PEG-6', 'Sodium Lauryl Sulfate', 'Flavor', 'Zinc Citrate', 'Cellulose Gum', 'Carrageenan', 'Sodium Saccharin', 'Hydroxyethylcellulose', 'Sodium Citrate', 'Stannous Chloride', 'Mica', 'Titanium Dioxide', 'Blue 1']","Crest + Deep Clean Complete Whitening Toothpaste, Effervescent Mint, 5.4 oz, Pack of 2",$4.82 ,54,14,1,0,0,2
139,852711120,[' Sodium Monofluorophosphate (0.76%) (0.13 w/v Fluoride Ion). Purpose: Anticavity. '],"[' Propylene Glycol', 'Calcium Pyrophosphate', 'Glycerin', 'PEG/PPG-116/66 Copolymer', 'PEG-12', 'PVP', 'Silica', 'Flavor', 'Sodium Lauryl Sulfate', 'Tetrasodium Pyrophosphate', 'Hydrogen Peroxide', 'disodium pytophosphate', 'Sodium Saccharin', 'Sucralose', 'BHT.']","Colgate Optic White Whitening Toothpaste, Icy Fresh - 5.0 Ounce (2 Pack)",$4.00 ,471,37,10,3,1,1
140,318769264,"[' Stannous Fluoride (0.454%) (0.14% w/v Fluoride Ion). Purpose: Anticavity', 'Antigingivitis Toothpaste. ']","[' Water', 'Sorbitol', 'Hydrated Silica', 'Sodium Lauryl Sulfate', 'Sodium Gluconate', 'Carrageenan', 'Flavor', 'gum xanthan', 'Zinc Citrate', 'Stannous Chloride', 'Sodium Saccharin', 'Sodium Hydroxide', 'Sucralose', 'Titanium Dioxide.']","Crest Gum & Enamel Repair Toothpaste, Intensive Clean, 4.1oz",$6.97 ,262,103,25,7,4,1
141,183868527,"['Active Ingredient Sodium Fluoride 0.243% (0.16% W/V Fluoride Ion) Inactive Ingredients Glycerin', 'Hydrated Silica', 'Sodium Hexametaphosphate', 'Water', 'PEG-6', 'Flavor', 'Trisodium Phosphate', 'Sodium Lauryl Sulfate', 'Carrageenan', 'Cocamidopropyl Betaine', 'Sodium Saccharin', 'gum xanthan', 'Sucralose', 'Mica', 'Titanium Dioxide.']",[],"Crest 3D White Whitening Therapy Enamel Care Fluoride Toothpaste, 4.1 oz",$5.00 ,471,68,22,1,3,2
142,724146429,"['Active Ingredient ', '.', 'Purpose', 'Sodium Fluoride 0', '24% (0.14% w/v Fluoride Iron) ', '.', 'Anticavity', 'Inactive Ingredients: Sorbitol', 'Water', 'HYdrated Silica', 'PEG-12 Cellulose Gum', 'Sodium Lauryl Sulfate', 'Flavor', 'Sodium Saccharin', 'Mica', 'Titanium Dioxide', 'D&C Yellow No', '10', 'FD&C Blue No', '1']",[],"Colgate Maxiumum Cavity Protection Kids Toothpaste Pump, Batman, 4.4 ounces",$3.96 ,262,6,0,0,0,0
143,715478462,"[' Stannous Fluoride (0.454%) (0.16% w/v Fluoride Ion). Purposes: Anticavity', 'Antigingivitis', 'Antisensitivity Toothpaste. ']","[' Glycerin', 'Hydrated Silica', 'Sodium Hexametaphosphate', 'Propylene Glycol', 'PEG-6', 'Water', 'Zinc Lactate', 'Trisodium Phosphate', 'Flavor', 'Sodium Lauryl Sulfate', 'Sodium Gluconate', 'Carrageenan', 'Sodium Saccharin', 'gum xanthan', 'Blue 1.']","Crest Pro-Health Advanced Deep Clean Mint Toothpaste, 5.1 oz, Pack of 2",$6.97 ,36,4,0,1,0,0
144,45103551,[' Stannous Fluoride 0.454% (0.15% w/v Fluoride Ion) '],"[' Glycerin', 'Hydrated Silica', 'Water', 'Zinc Lactate', 'Sodium Lauryl Sulfate', 'Trisodium Phosphate', 'Flavor', 'Sodium Gluconate', 'Sodium Saccharin', 'gum xanthan', 'Cellulose Gum', 'Sodium Hydroxide', 'Mica', 'Titanium Dioxide Whitening Finisher: Water', 'Glycerin', 'Hydrogen Peroxide', 'Carbomer', 'disodium pytophosphate', 'Flavor', 'Sucralose', 'Sodium Hydroxide']","Crest 3D White Brilliance + Whitening Two-step Toothpaste, 4.0 oz and 2.3 oz",$12.96 ,471,2267,1726,672,235,112
145,784892394,"[' Stannous Fluoride 0.454% (0.15% w/v Fluoride Ion). Purposes: Anticavity', 'Antigingivitis', 'Antisensitivity. ']","[' Water', 'Sorbitol', 'Hydrated Silica', 'Glycerin', 'PEG-12', 'Tetrasodium Pyrophosphate', 'Sodium Lauryl Sulfate', 'Flavor', 'Microcrystalline Cellulose', 'Sodium Citrate', 'Zinc Phosphate', 'Cellulose Gum', 'Sodium Saccharin', 'Cocamidopropyl Betaine', 'Propylene Glycol', 'gum xanthan', 'Citric Acid', 'Sucralose', 'Titanium Dioxide', 'Blue 1.']","Colgate Total Whitening Toothpaste, 4.8 oz. 3-pack",$7.27 ,36,223,81,22,10,124
146,55322901,"['Active Ingredient ... Purpose:Sodium Monofluorophosphate 0.76% (0.13% w/v Fluoride Ion) ... Anticavity.Inactive ingredients: Propylene Glycol', 'Calcium Pyrophosphate', 'Glycerin', 'PEG/PPG-116/66 Copolymer; PEG-12', 'PVP', 'Silica', 'Flavor', 'Sodium Lauryl Sulfate', 'Tetrasodium Pyrophosphate', 'Hydrogen Peroxide', 'disodium pytophosphate', 'Sodium Saccharin', 'Sucralose', 'BHT.']",[],"Colgate Optic White Travel Size Whitening Toothpaste, Sparkling Mint - 1.7 oz",$1.97 ,262,34,9,3,1,1
147,461865283,[' Potassium nitrate 5% - Antihypersensitivity Sodium fluoride 0.15% w/v fluoride ion - Anticavity; '],"[' water', 'sorbitol', 'hydrated silica', 'glycerin', 'PEG-8', 'cocamidopropyl betaine', 'flavor', 'gum xanthan', 'sodium saccharin', 'titanium dioxide', 'sodium hydroxide']","Sensodyne Pronamel Mint Essence Fluoride Toothpaste to Strengthen and Protect Enamel, 4 ounces Twinpack",$10.24 ,36,95,32,12,4,4
148,913848860,"['Glycerin', 'Water', 'Hydrated Silica', 'Sodium Cocoyl Glutamate', 'Flavor', 'gum xanthan', 'Carrageenan', 'Stevia Rebaudiana Extract', 'Titanium Dioxide']",[],"Burt's Bees Toothpaste, Fluoride Free, Purely White, Zen Peppermint, 4.7 oz",$4.97 ,471,111,28,4,3,3
149,791833595,[''],[],"Colgate Total Whitening Toothpaste, Advanced Fresh + Whitening Gel, 5.1 oz.",$3.96 ,262,45,19,6,1,10
150,178605039,"[' Potassium nitrate 5% - Antihypersensitivity', 'Sodium fluoride 0.25% (0.15% w/v fluoride ion) - Anticavity; ']","[' Water', 'hydrated silica', 'sorbitol', 'glycerin', 'PEG-8', 'flavor', 'cocamidopropyl betaine', 'titanium dioxide', 'gum xanthan', 'sodium saccharin', 'sodium hydroxide.']","Sensodyne Pronamel Strong & Bright Extra Fresh Fluoride Toothpaste to Strengthen and Protect Enamel, 3 ounce",$4.65 ,36,34,5,5,5,3
151,26968875,"['Active Ingredient Purpose Sodium Fluoride 0 24 0 15 w v fluoride ion Anticavity Inactive Ingredients Glycerin', 'water', 'sorbitol', 'hydrated silica', 'xylitol', 'Aloe barbadensis leaf juice', 'cocmidopropyl betaine', 'sodium cocoyl glycinate', 'cellulose gum', 'flavor', 'gum xanthan', 'Citrus grandis grapefruit seed extract', 'mica', 'Stevia rebaudiana extract', 'titanium dioxide']",[],"Cavity Zapper Fluoride Toothpaste, Not Yucky Grape, 5 Oz Tube",$5.36 ,38,7,1,0,0,0
152,633442710,[' Sodium Fluoride 0.243% (0.15% w/v Fluoride Ion) '],"[' Water', 'Sorbitol', 'Hydrated Silica', 'disodium pytophosphate', 'Sodium Lauryl Sulfate', 'Flavor', 'Sodium Hydroxide', 'Cellulose Gum', 'Sodium Saccharin', 'Carbomer', 'Polysorbate 80', 'Mica', 'Titanium Dioxide', 'Blue 1']","Crest 3D White Stain Eraser, Whitening Toothpaste Icy Clean Mint, 3.5 oz, Pack of 2",$4.97 ,54,44,10,3,1,0
153,281243942,[''],[],"Colgate Essentials Charcoal Teeth Whitening Toothpaste, 4.6 oz (2 Pack)",$4.96 - $13.59,36,33,10,0,2,0
154,15754345,[' Potassium nitrate 5% - Antihypersensitivity Sodium fluoride 0.15% w/v fluoride ion - Anticavity; '],"[' water', 'sorbitol', 'hydrated silica', 'glycerin', 'PEG-8', 'cocamidopropyl betaine', 'flavor', 'titanium dioxide', 'gum xanthan', 'sodium saccharin', 'sodium hydroxide']","Sensodyne Pronamel Gentle Whitening Fluoride Toothpaste to Strengthen and Protect Enamel, 0.8 ounces Trial Size",$5.88 - $7.45,262,63,21,3,1,2
155,438390992,[' Sodium Fluoride (0.243%) (0.16% w/v Fluoride Ion). Purpose: Anticavity Toothpaste. '],"[' Glycerin', 'Hydrated Silica', 'Sodium Hexametaphosphate', 'Water', 'PEG-6', 'Flavor', 'Trisodium Phosphate', 'Sodium Lauryl Sulfate', 'Carrageenan', 'Cocamidopropyl Betaine', 'Sodium Saccharin', 'PEG-20M or PEG-23M', 'gum xanthan', 'Sucralose', 'Mica', 'Titanium Dioxide.']","Crest 3D White Brilliance Vibrant Peppermint Toothpaste, 4.1 oz, Pack of 3",$13.74 ,471,102,19,6,3,2
156,49714960,"['Active Ingredient - Purpose:Sodium Fluoride 0.24% (0.15% w/v Fluoride Ion) - Anticavity.Inactive Ingredients:Sorbitol', 'Water', 'Hydrated Silica', 'PEG-12', 'Sodium Lauryl Sulfate', 'Flavor', 'Cellulose Gum', 'Tetrasodium Pyrophosphate', 'Cocamidopropyl Betaine', 'Sodium Saccharin', 'Mica', 'Titanium Dioxide', 'FD&C Red No. 40.']",[],"Colgate Sparkling White Whitening Toothpaste, Cinnamint - 6.0 Ounce",$1.67 ,471,1,0,0,0,0
157,49081526,"['Active Ingredient Purpose', 'Sodium Monofluorophosphate 0', '76% (0.14% W/V Fluoride Ion) - Anticavity', 'Inactive Ingredients', 'Glycerin', 'Hydrated Silica', 'Water', 'Sodium Bicarbonate', 'PEG-12', 'Sodium Lauryl Sulfate', 'Flavor', 'Sodium Hydroxide', 'Cellulose Gum', 'Carrageenan', 'Sodium Saccharin', 'Calcium Peroxide', 'Titanium Dioxide']",[],"Colgate Baking Soda and Peroxide Whitening Toothpaste, Brisk Mint - 8 Ounce (3 Pack)",$3.96 - $7.68,36,90,7,3,1,1
158,957605400,[' Sodium Fluoride (0.243%) (0.16% w/v Fluoride Ion). Purpose: Anticavity Toothpaste. '],"[' Glycerin', 'Hydrated Silica', 'Sodium Hexametaphosphate', 'Water', 'PEG-6', 'Flavor', 'Trisodium Phosphate', 'Sodium Lauryl Sulfate', 'Cocamidopropyl Betaine', 'Sodium Saccharin', 'Carrageenan', 'PEG-20M or PEG-23 M', 'gum xanthan', 'Sucralose', 'Mica', 'Titanium Dioxide.']","Crest 3D White Brilliance Blast Whitening Toothpaste, Energizing Mint, 4.1 oz",$6.97 - $10.97,262,34,3,6,0,2
159,35764257,"['Active Ingredients ... Purpose.Sodium Monofluorophosphate 0.76% (0.13% W/V Fluoride Ion) ... Anticavity.Inactive Ingredients: Propylene Glycol', 'Calcium Pyrophosphate', 'Glycerin', 'PEG/PPG-116/66 Copolymer', 'PEG-12', 'PVP', 'Silica', 'Flavor', 'Sodium Lauryl Sulfate', 'Tetrasodium Pyrophosphate', 'Hydrogen Peroxide', 'disodium pytophosphate', 'Sodium Saccharin', 'Sucralose', 'BHT.']",[],"Colgate Optic White Whitening Toothpaste, Sparkling White - 3.5 ounce (2 pack)",$6.96 ,329,66,15,4,2,5
160,147235639,[' Stannous Fluoride 0.454% (0.16% W/V Fluoride Ion) '],"[' Glycerin', 'Hydrated Silica', 'Sodium Hexametaphosphate', 'Propylene Glycol', 'PEG-6', 'Water', 'Zinc Lactate', 'Flavor', 'Trisodium Phosphate', 'Sodium Gluconate', 'Sodium Lauryl Sulfate', 'Carrageenan', 'Sodium Saccharin', 'Stannous Chloride', 'gum xanthan', 'Titanium Dioxide', 'Mica', 'Blue 1']","Crest Pro-Health Advanced Gum Protection Toothpaste, 3.5 oz, Pack of 2",$2.97 ,206,101,33,16,5,9
161,19407650,"['Water', 'sorbitol', 'propylene glycol', 'glycerin', 'cellulose gum', 'poloxamer 407', 'flavor', 'simithicone', 'potassium sorbate', 'sodium saccharin', 'citric acid.']",[],"Orajel Daniel Tigers Neighborhood Fluoride-Free Training Toothpaste & Toothbrush Combo Pack, Fruity Stripes, 1.0oz",$3.97 ,53,17,1,2,0,0
162,183243777,"[' Stannous Fluoride (0.454%) (0.15% w/v Fluoride Ion). Purposes: Anticavity', 'Antigingivitis', 'Antisensitivity. ']","[' Water', 'Sorbitol', 'Hydrated Silica', 'Glycerin', 'PEG-12', 'Tetrasodium Pyrophosphate', 'Sodium Lauryl Sulfate', 'Flavor', 'Microcrystalline Cellulose', 'Sodium Citrate', 'Zinc Phosphate', 'Cellulose Gum', 'Sodium Saccharin', 'Cocamidopropyl Betaine', 'Propylene Glycol', 'gum xanthan', 'Citric Acid', 'Sucralose', 'Mica', 'Titanium Dioxide', 'Blue 1.']","Colgate Total Whitening Toothpaste Gel, 4.8 oz. 2-pack",$4.96 ,36,110,36,7,2,24
163,120895154,"['Active ingredient - Purpose:Sodium Monofluorophosphate 0.76% (0.14% W/V Fluoride Ion) - Anticavity.Inactive ingredients:Sorbitol', 'Glycerin', 'Calcium Pyrophosphate', 'Water', 'Hydrated Silica', 'Xylitol', 'Silica', 'Hydroxyethylcellulose', 'Isoceteth-20', 'Cellulose Gum', 'Flavor', 'Sodium Benzoate', 'Calcium Lactate.']",[],Biotne Gentle Formula Gentle Mint Toothpaste 4.3 Oz Box,$6.33 ,262,13,2,1,0,16
