number,name,price,review number,5 stars,4 stars,3 stars,2 stars,1 star
578682174,"Crest Pro-Health Gum and Sensitivity, Sensitive Toothpaste, Gentle Cleaning, 4.1 oz",$6.97,262,41,5,0,0,0
233446673,"Crest Gum Detoxify Deep Clean Toothpaste, 4.1 oz., Pack of 3",$14.49,45,209,43,10,1,7
216576682,"Colgate Sensitive Toothpaste, Whitening - Fresh Mint Gel Formula (6 ounce, Pack of 3)",$24.54,1,96,22,7,0,1
104484308,"Dr. Bronner's Peppermint Toothpaste, 5 oz",$5.89,13,16,3,0,1,0
873805585,(4 Pack) Crest Tartar Control Fresh Mint Flavor Liquid Gel Toothpaste 6.4 Oz,$7.84,36,16,2,0,0,1
640110645,"Crest 3D White Whitening Therapy Gentle Care Coconut Oil Fluoride Toothpaste, Smooth Mint, 4.1 ounce",$3.50,262,44,10,1,0,1
26965332,Tom's of Maine Anitplaque & Whitening Toothpaste - Spearmint 5.5 oz Paste,$8.47,262,35,3,0,0,1
191716396,"Colgate Total Toothpaste, Daily Repair, 5.1 oz. - Paste",$11.40,262,18,4,2,1,1
612619186,"Schmidt's Wondermint Toothpaste, 4.7 Oz",$2.50,262,14,1,1,0,1
903148236,"(2 pack) Crest Complete Multi-Benefit Whitening Minty Fresh Flavor Liquid Gel Toothpaste, 4.6 oz",$4.98,206,128,34,7,5,14
49913789,CloSYS Fluoride Toothpaste 3.4 Oz,$6.83,262,10,1,0,0,1
454084630,"Colgate Essentials with Coconut Oil Toothpaste, 4.6 ounce",$2.50,206,18,9,1,0,0
950120140,"(2 pack) Crest Complete Multi-Benefit Whitening + Cinnamon Expressions Toothpaste, Cinnamon Rush, 6.0 ounce",$5.16,206,1,0,0,0,0
428615658,Tom's Of Maine Silly Strawberry Fluoride Free Toothpaste 3 Pack,$9.67,54,9,0,0,0,1
26965410,Tom's of Maine Children's Outrageous Orange Mango 4.2oz,$12.99,262,23,7,3,1,4
49527313,"Hello Kids Fluoride Toothpaste, Blue Raspberry, Vegan & SLS Free, 4.2oz",$7.98,262,39,1,1,1,0
257683159,"Crest 3D White Stain Eraser, Whitening Toothpaste Icy Clean Mint, 3.5 oz",$2.97,262,39,9,1,1,0
520994821,(4 pack) ARM & HAMMER PeroxiCare Toothpaste,$10.44,36,9,2,0,0,0
553788780,"Rembrandt Deeply White + Peroxide Whitening Toothpaste, Fresh Mint Flavor, 3.5 oz",$5.97,262,40,15,5,2,13
133774200,"Crest Complete Whitening + Scope Toothpaste, Minty Fresh, 6.2 oz Pack of 3",$6.52,89,2106,584,126,37,34
590580992,"Colgate Max Clean with Whitening Foaming Toothpaste, Effervescent Mint - 6 Ounce (4 Count)",$35.59,36,16,4,0,0,1
554769200,"Burt's Bees Toothpaste with Fluoride, Extra White, Zen Peppermint, 4.7 oz",$6.47,329,41,8,1,0,0
41737125,"Crest HD Sensitive + Whitening Two-Step Toothpaste, 4.0 oz and 2.3 oz Tubes",$12.96,262,4891,4028,1812,561,272
34967580,"Crest Sensitivity Plus Scope Whitening Sensitive Toothpaste, 4.1 oz",$9.84,471,126,26,7,6,8
49932571,"Sunstar GUM Crayola Squeeze-A-Color Tropical Twist Anti-cavity Fluoride Toothpaste, 4.2 oz",$7.32,471,7,3,4,5,21
301427834,Dental Expert Activated Charcoal Teeth Whitening Toothpaste [Coconut Oil] Kids & Adults - Destroys Bad Breath - Natural Vegan Black Tooth Paste Whitener [FREE Charcoal Toothbrush & Tongue Cleaner],$22.32,471,20,6,2,0,1
50650935,"Crest + Scope Complete Whitening Toothpaste, Minty Fresh, .85 oz",$3.94,89,122,30,7,5,24
26965371,"Tom's Of Maine Cavity Protection Fluoride Toothpaste Spearmint, 5.5 OZ",$4.31,6,5,1,0,0,0
639255122,"(2 pack) Colgate Kids 2-in-1 Toothpaste and Mouthwash, Strawberry - 4.6 oz",$6.89,206,13,2,1,3,0
809999926,"Firefly Shopkins Kids Toothbrushes, Toothpaste and Mouthwash Oral Care Holiday Gift Set",$9.88,56,1,0,0,0,0
26965305,"Tom's of Maine Natural Fluoride-Free Antiplaque & Whitening Fennel Toothpaste, 5.5 oz",$4.93,26,19,2,0,0,3
420115636,"The Natural Dentist Charcoal Whitening Fluoride-Free Toothpaste, Cocomint, 5 Oz Tube",$2.52,471,7,1,3,0,1
49714959,"Colgate Tartar Protection Toothpaste with Whitening, Crisp Mint - 6.0 Ounce",$2.49,167,3,0,0,0,0
43888290,"ARM & HAMMER Rejuvenating Truly Radiant Toothpaste, 4.3 oz.",$15.70,206,2201,527,77,25,15
16627499,Tom's of Maine Wicked Fresh Toothpaste Cool Peppermint - 4.7 oz,$4.88,26,2,1,1,0,0
26965593,"Tom's Of Maine Propolis & Myrrh Toothpaste Fluoride-Free Cinnamint, 5.5 OZ",$9.05,206,9,1,0,0,0
733565366,"Schmidt's Coconut Lime Toothpaste, 4.7 oz",$2.50,206,13,7,1,1,0
26965594,"Tom's of Maine Propolis & Myrrh Toothpaste with Fluoride Fennel, 5.5 OZ",$4.89 - $8.57,206,8,2,1,0,0
43190597,"Philips Sonicare BreathRx Antibacterial Mouth Rinse, 16 Oz",$9.87,206,22,0,0,0,0
149725206,Colgate Optic White High Impact White Whitening Toothpaste - 3 ounce (3 pack),$30.44,1,16,9,2,0,4
848546286,"Colgate Total Whitening Toothpaste, 4.8oz 4pk",$30.48,206,223,81,22,10,124
182203681,CloSYS Fluoride Free Toothpaste 3.4 Oz,$6.83,206,5,0,1,0,0
317420047,"Pepsodent Complete Care Anticavity Fluoride Toothpaste, Original, 5.5 oz each, 6 Count- pack of 6",$5.58,206,1,0,1,0,3
336602611,"Tom's of Maine Charcoal Fluoride Free Toothpaste, 4.7oz",$5.79 - $12.88,206,65,10,0,0,1
26965654,"Tom's of Maine Fluoride Toothpaste Natural Simply White Sweet Mint Gel, 4.7 OZ",$4.79,447,7,3,0,0,0
16627498,NEW Simply White-Clean Mint Tom's Of Maine 4.7 oz Gel,$4.93,447,84,60,12,16,20
43771085,"Tom's of Maine Enamel Strength Toothpaste, Peppermint, 4oz",$4.93,26,3,1,0,0,0
14284564,"Crest Complete Multi-Benefit Whitening + Scope Outlast, Mint Toothpaste, 5.8 Oz",$2.58,206,68,13,2,0,1
606348637,"(2 pack) Sensodyne Fresh Mint Sensitivity Toothpaste for Sensitive Teeth and Fresh Breath, 4 Ounce",$10.98,206,212,67,6,3,3
192732266,"Dr. Bronner's Cinnamon Toothpaste, 5 oz",$5.89,206,8,3,1,1,0
43711290,"Sensodyne Pronamel Gentle Whitening Fluoride Toothpaste to Strengthen and Protect Enamel, 2.7 ounces",$5.30,139,55,21,3,1,1
848109636,"Colgate Optic White Platinum Stain-Less White Toothpaste - 3.0 ounce, Pack of 2",$7.96,31,8,6,0,0,0
748785969,"Parodontax Whitening Toothpaste for Bleeding Gums, 3.4 Ounce (Pack of 3)",$33.98,206,8,3,0,0,1
236454511,(2 Pack) Tom's of Maine Simply White Toothpaste Clean Mint - 4.7 oz,$8.70,206,278,113,17,19,20
34880939,"Luster Power White Pro Deep Stain Eraser Anticavity Fluoride, Enamel-Safe & Effective Professional Teeth Whitening Toothpaste, Mint, 4 oz",$8.99,115,15,3,1,0,2
920752897,Colgate Total Advanced Whitening Toothpaste 8oz 226g 4-pack,$24.21,206,7,0,1,1,1
381696151,"Crest Kid's Cavity Protection Toothpaste Pump featuring Disney's Frozen, Blue Bubblegum, 4.2 oz, Ages 3+",$6.94,94,42,6,0,1,2
138381804,"Hello Sensitivity Relief SLS Free Toothpaste with Fluoride, Soothing Mint with Coconut Oil, Vegan & SLS Free, 4oz",$3.42 - $6.76,206,117,24,15,13,11
669953247,"Colgate Sensitive Toothpaste, Prevent & Repair - Gentle Mint Paste Formula (6 ounce, Pack of 3)",$32.99,1,42,19,5,3,1
778890116,"Tom's of Maine Charcoal Anticavity Toothpaste, 4.7oz",$10.27,206,32,2,0,0,0
10794704,Baby Orajel Gel & Finger Toothbrush Mixed Fruit Tooth & Gum Cleanser .7 Oz Peg,$7.40,206,330,43,10,0,2
26965278,"Tom's of Maine Wicked Fresh! Fluoride Toothpaste, Spearmint Ice, 4.7 Oz",$13.86,206,7,0,0,0,1
504686470,Opalescence Whitening Toothpaste Cool Mint with flouride 4.7oz (2pack),$18.50,206,4,0,0,0,0
37168418,"Petrodex Enzymatic Toothpaste for Dogs Poultry Flavor, 6.2 Ounces",$12.99,51,20,1,0,2,0
26965334,"Tom's of Maine Botanically Bright Peppermint Whitening Toothpaste, 4.7 oz",$5.79 - $11.12,206,25,5,6,0,0
46022524,Crest Tartar Protection Whitening Cool Mint Flavor Toothpaste 8.2 Oz,$2.79,50,4,3,0,0,1
614152438,"Colgate Optic White Whitening Toothpaste, Sparkling Mint - 5 oz (3 Pack)",$14.18,31,8,1,0,0,2
45022353,Crest Toothpaste Gel Cool Mint 6.40 oz (Pack of 3),$12.15,818,1,0,0,0,1
46300785,Sunstar GUM Rincinol P.R.N. 4 Oz. Mouth Sore Rinse,UNKNOWN,206,26,7,0,1,4
610837151,"Crest 3D White Advanced Whitening Toothpaste 6oz (170g), 5-pack",$24.99,248,3,0,0,0,0
104089843,Activated Charcoal Tooth Powder,$11.97,206,83,27,6,2,1
644445681,"Colgate Max Fresh Toothpaste with Mini Breath Strips, Cool Mint - 7.6 Ounce (3 Pack)",$8.84,53,23,4,0,1,4
48083416,"ACT Advanced Care Plaque Guard Antigingivitis/Antiplaque Mouthwash, Clean Mint, 18 Oz",$5.52,206,231,115,43,0,0
104204495,"Crest Complete Whitening + Scope Toothpaste, 5 Ct, 5.8 Oz",$39.95,206,184,35,8,5,16
290993285,"Colgate MaxFresh Toothpaste, Cool Mint (7.6 oz., 5 pk.)",$9.99,53,11,1,0,0,0
589068531,"Hello Activated Charcoal + Hemp Fluoride Free Toothpaste, Vegan & SLS Free, 4oz",$5.99,206,70,32,3,1,1
781242647,"Tom's of Maine Whole Care Toothpaste, Peppermint, 4.0oz 3 Pack",$14.97,53,9,0,0,0,0
188380514,"6 Pack - Aquafresh Maximum Strength Sensitive + Gentle Whitening Toothpaste, Smooth Mint 5.6 oz",$27.17,172,5,0,0,0,0
816160901,"Crest 3D White, Charcoal Whitening Toothpaste, 4.1 oz, Pack of 3",$10.49,89,44,9,2,0,2
48088630,GUM Butlerweave Floss Mint Waxed 200 yd,$5.89 - $17.61,206,22,2,0,2,5
872796005,"Aquafresh Maximum Strength Sensitive + Gentle Whitening Toothpaste, Smooth Mint 5.6 oz",$8.59,196,5,0,0,0,1
410455879,"Tom's of Maine Rapid Relief Sensitive Natural Toothpaste, Fresh Mint, 2 Pack",$23.88,1,23,10,3,5,10
26965260,"JASON Sea Fresh Strengthening Fluoride-Free Toothpaste, 6 Ounce Tube",$10.98,206,43,6,0,0,2
366071108,"Opalescence Whitening Toothpaste, Cool Mint with Fluoride, 4.7 oz",$10.75,206,3,0,1,0,1
26965625,"Tom's of Maine Toothpaste Spearmint Natural Fluoride-Free Propolis & Myrrh, 5.5 OZ",$5.79 - $15.99,206,35,3,1,1,0
46238274,Close-Up Toothpaste Gel Cinnamon Red 8 oz (Pack of 3),$14.32,109,3,0,0,0,0
588183137,"Tom's of Maine Sea Salt Toothpaste, 4.7oz",$5.79,206,31,5,1,0,0
26968726,"The Natural Dentist All In One Fluoride Toothpaste with Aloe, Peppermint Twist, 5 Ounce Tube",$5.36,206,4,2,1,0,0
267328757,"Sensodyne Pronamel Mint Essence Fluoride Toothpaste to Strengthen and Protect Enamel, 4 ounces (Pack of 3)",$37.01,206,1,0,0,0,0
34013736,Fresh Breath by TropiClean Dog Clean Teeth Oral Care Gel,$7.99 - $21.49,238,4,1,1,1,0
26965369,"Tom's Of Maine Botanically Bright Toothpaste, Spearmint, 4.7 Ounce",$4.97,206,6,0,0,0,0
511547761,Stain Removal Whitening Toothpaste Fight Bleeding Gums Toothpaste,$9.88,206,1,1,1,0,1
35788888,"Kid's Spry Strawberry Banana Tooth Gel with Xylitol, 2 oz",$4.78,206,0,1,0,0,0
197940626,"Spry Xylitol And Aloe Anti-Plaque Toothpaste, Spearmint, 4 Oz",$4.84,6,4,3,0,1,1
921432139,"Tom's of Maine Toddler Toothpaste and Toothbrush, Mild Fruit",$7.20,54,1,0,0,0,0
413682059,"Tom's of Maine Luminous White Toothpaste, Clean Mint, 4.0oz 3 Pack",$34.26,471,15,3,1,0,1
415441519,"Tom's Toddler Training Fluoride-Free Gel, 1.75oz, 3 Pack",$8.44,1079,23,3,1,2,2
55335251,"Crest 3D White Luxe Diamond Strong Whitening Toothpaste, Brilliant Mint, 4.8 oz",$4.74,50,47,9,1,4,4
26965692,"Earth's Best Toothpaste, Strawberry & Banana, 1.6 oz. Tube",$10.23,206,3,0,0,0,0
773425675,"Kid's Crest Cavity Protection Bubblegum Flavor Toothpaste Gel Formula, 4.2 oz",$6.89,29,4,0,0,0,0
699064852,"Polident Dentu-Creme Denture Toothpaste, 3.9 Oz Each",$7.73,128,1,0,0,0,0
170339596,"Kid's Spry Original Tooth Gel with Xylitol, 2 oz",$10.60,206,8,0,0,0,0
349676711,Colgate Essentials Daily Toothbrush + Toothpaste with Charcoal,$7.69,45,1,0,0,0,0
727318200,(4 Pack) Arm & HammerÂ® Sensitive Whitening Toothpaste with Baking Soda & Tartar Control 4.5 oz. Box,$12.48,206,58,18,1,2,5
684021470,hello organic apple toddler training toothpaste,$3.88,5,140,17,1,2,1
422066326,"Luster Premium AM/PM Enamel-Safe & Effective Professional Teeth Whitening Dual Toothpaste, Mint, 4 oz",$9.73,206,3,0,0,0,0
142924183,"3 Pack - Polident Dentu-Creme Denture Toothpaste, 3.9 Oz Each",$15.28,128,8,1,0,0,1
46232883,Close-Up Toothpaste Gel Cinnamon Red 8 oz (Pack of 6),$22.96,109,1,1,0,0,0
656471123,2 Pack - Crest 3D White Luxe Diamond Strong Toothpaste 3.5 oz,$14.13,45,41,7,1,4,4
776082173,"Sensodyne Rapid Relief Sensitivity Toothpaste, Extra Fresh, 3.4 ounce (Pack of 3)",$34.98,206,11,5,0,0,1
42386905,"Crest Kids Cavity Protection Toothpaste featuring STAR WARS, Minty Breeze, 4.2 oz, Ages 6+",$5.98,206,293,36,16,0,1
54218106,"Colgate Kids Powered Toothbrush, Toothpaste Pack - Trolls",$6.05,206,5,0,0,0,0
48664018,Glide Pro-Health Advanced Floss Picks 30 Ea (Pack of 4),$15.79,818,1,0,0,0,0
46234298,Dr. Katz Perio Therapy Gum Care Gel Toothpaste 3.50 oz (Pack of 3),$12.33,25,34,4,0,0,1
189047264,"SmartMouth Premium Zinc Ion Toothpaste, Mild Mint 6 oz",$10.08,206,5,0,0,1,0
44722085,Pepsodent Complete Care Toothpaste Original Flavor 6 oz (Pack of 2),$9.25,206,1,0,0,0,0
260382849,"24HR Bad Breath Prevention, SmartMouth Original Activated Dual-Solution Fresh Breath Rinse and Premium Toothpaste",$25.30,206,2,0,0,0,0
273773652,"4 Pack - Close-Up Fluoride Toothpaste, Freshening Red Gel 4 oz",$11.35,109,1,0,0,0,0
190905837,"Crest Pro-Health Advanced Sensitive & Enamel Shield Toothpaste, 3.5 oz",$3.33,107,51,35,15,1,9
260065006,"Primal Life Organics Dirty Mouth Toothpowder, Peppermint, 1 oz",$10.99,3,3,1,0,0,0
397606690,"Colgate Sensitive Toothpaste, Lasting Fresh, 6 ounce",$4.98,60,13,2,0,1,0
46065792,"Colgate 2-in-1 Whitening Toothpaste Gel and Mouthwash, Icy Blast - 4.6 Ounce",$8.56,206,1,0,0,0,0
171660657,"Crest Pro-Health Sensitive & Enamel Shield Toothpaste, 4.6 oz",$2.97,206,44,17,9,5,12
639932088,Elgydium Whitening Toothpaste 75ml,$10.99,206,1,0,0,0,0
564604141,"4 Pack - Crest 3D White Vivid Fluoride Anticavity Toothpaste, Radiant Mint  0.85 oz",UNKNOWN,206,189,34,16,7,12
204711423,"Listerine Essential Care Toothpaste, Powerful Mint Gel, 4.2-Ounce Tubes (Pack of 4)",$24.51,220,72,12,1,2,1
528977428,"(2 pack) Sensodyne Sensitivity Toothpaste, Extra Whitening for Sensitive Teeth, 4 ounce",$10.98,206,94,34,4,2,2
17167870,Crest Complete Whitening + Deep Clean Effervescent Mint Toothpaste (Choose Count),$9.25,206,29,10,6,1,6
740173183,"Crest Kid's Cavity Protection Toothpaste Pump (children and toddlers 2+), Sparkle Fun Flavor, 4.2 ounces",$3.47,147,47,4,2,0,1
46120290,"Colgate Gel-Kam Fluoride Preventative Fruit & Berry Flavor Treatment Gel, 4.3 Oz.",$14.99,206,5,0,0,0,0
48664159,Pepsodent Complete Care Toothpaste Original Flavor 6 oz (Pack of 4),$11.07,1,1,1,0,0,0
26960944,"Desert Essence Natural Tee Tree Oil Fluoride-Free Toothpaste, Fennel, 7 Oz",$9.58,206,44,9,0,1,0
49657187,"Now XyliWhite Fluoride Free Toothpaste, Neem & Tea Tree, 6.4 Oz",$8.25,206,2,0,0,0,0
380497526,"2 Pack - Crest Whitening Plus Scope Toothpaste Liquid Gel, Minty Fresh 4.60 oz",$11.36,206,119,30,6,5,14
106017495,"Crest Pro-Health Advanced Gum Protection Toothpaste, .85 oz",$0.98,151,97,33,16,6,11
335358419,Natural Intensive Stain Remover Whitening Baking Soda Toothpaste Press Type Passion Fruit,$10.99,109,0,1,0,0,0
423818055,Colgate Enamel Health Multi-Protection 6 Oz. Cool Mint Gel Toothpaste,$0.25,206,40,6,0,0,0
707564104,"3 Pack - Rembrandt Whitening Toothpaste Intense Stain, Mint 3.52 oz",$28.01,15,70,12,1,3,5
531680891,"Polident Dentu Creme Denture Cleansing Toothpaste - 3.9 Oz, 2 Pack",$10.81,128,2,0,0,0,0
957670297,"Crest Kid's Toothpaste, Sparkle Fun (4.6 oz, 5 pk.)",$9.91,818,2,0,0,0,0
25524965,"JASON Powersmile Whitening Toothpaste, 6 Ounce Tube",$9.29 - $9.56,206,74,9,4,2,3
55335253,"Crest 3D White Diamond Strong Brilliant Mint Toothpaste, 3.5 Ounce",$4.76,1869,40,8,1,4,4
133120485,"2 Pack - Polident Dentu-Creme Denture Toothpaste, 3.9 Oz Each",$11.51,128,6,1,0,0,1
26969159,"Kiss My Face Kids Fluoride Free Toothpaste, Berry Smart, 4 Oz",$5.28,36,3,0,1,0,1
473563690,Sensodyne Fresh Mint Toothpaste 4 oz Each,$12.06,16,6,2,0,0,0
973981214,"Tom's Wicked Fresh! Spearmint Ice Toothpaste, 4.7oz, 2 Pack",$8.49,26,7,0,0,0,1
509125308,Crest Cavity Protection Toothpaste Gel Cool Mint 8.20 oz,$7.89,206,105,22,4,1,0
352143127,"Aquafresh Kids Toothpaste, Bubble Mint 4.60 oz",$5.23,109,2,0,0,0,0
249475125,uncle harry's natural & fluoride-free remineralizing toothpaste - freshens breath & strengthens enamel - spearmint (3 oz. jar),$10.00,206,2,0,0,1,0
994145616,"12-Pack Crest Tartar Protection Fresh Mint Gel, 6.4 oz. (Set of 12)",$35.03,89,1,0,0,0,0
11965127,"Colgate Max Fresh Toothpaste with Mini Breath Strips, Cool Mint - 6.0 Ounce (Twin Pack)",$3.99,33,57,11,1,1,4
469220953,Dental Herb Company Tooth & Gums Essentials Paste,$10.99,109,1,1,0,0,0
159123483,Organix South Theraneem Naturals Neem Tooth & Gum Powder - Gentle Mint 40 g Pwdr,$7.33,206,5,1,0,0,0
15580435,Crest Complete Whitening + Scope Outlast Mint Toothpaste (Choose Count),$4.82,206,69,8,3,0,2
331476505,"Hello Activated Charcoal + Acai Fluoride Free Toothpaste, Vegan & SLS Free, 4oz",$5.20,206,46,33,4,1,1
26965633,"JASON Healthy Mouth Tartar Control Fluoride-Free Toothpaste, 4.2 Ounce Tube",$9.09,206,12,5,0,1,0
886244429,(4 Pack) ARM & HAMMER PeroxiCare Toothpaste 6.0 oz,$12.48,206,61,7,3,2,2
46008081,"Archtek Maintenance Kit with full-sized Denture Brush, White 1 Each",$7.53,52,1,0,0,0,0
26965715,"Tom's of Maine Whole Care with Fluoride Natural Toothpaste, Cinnamon-Clove 4.7 oz",$5.23,206,46,3,0,1,3
119510633,"2 Pack - Baking Soda & Peroxide Toothpaste Whitening, Fresh Mint 8.20 oz",$13.38,89,115,28,5,3,3
26968789,"The Natural Dentist Fluoride-Free Toothpaste, Peppermint Sage, 5 Oz Tube",$8.21,206,5,1,0,1,0
457243848,Crest Complete Whitening + Scope Outlast Mint Toothpaste 7.3 oz 5-Pack,$31.19,206,59,7,3,0,2
367231255,"Sensodyne Repair and Protect Toothpaste, 5 pack. 3.4 oz Each .",$9.99,38,4,0,1,0,1
145787397,"2 Pack Fresh'n Brite Dual-Layer Denture Toothpaste, 3.8 Oz Each",$14.66,128,1,0,0,0,0
863563926,"4 Pack - Rembrandt Whitening Toothpaste Intense Stain, Mint 3.52 oz",$35.50,78,72,12,1,3,5
26960117,"Redmond Earthpaste Toothpaste, Peppermint, 4 Oz",$8.69,206,3,0,0,0,0
862757283,3 Pack - Crest Cavity Protection Toothpaste Gel Cool Mint 8.20 oz,$16.32,818,105,22,4,1,0
263300703,"3 Pack Colgate My First Baby and Toddler Toothpaste, Fluoride Free, 1.75 oz each",$19.73,206,1,0,0,0,0
171739292,Organix South Theraneem Organix Neem Toothpaste Neem Therape with Mint,$10.92,206,20,3,1,0,0
176636592,2 Pack - AIM Cavity Protection Gel Mint Toothpaste 6 oz Each,$8.15,1,1,0,0,0,0
42725649,"Kiss My Face Triple Action Flouride Free Toothpaste Cool Mint Gel, 4.5 OZ",$8.25,14,14,0,0,0,0
895188014,Crest Gum Detoxify Deep Clean Fluoride Toothpaste 4-4.1 oz. Boxes,$16.42,682,269,78,19,7,3
133576816,Xlear Spry Xylitol and Aloe Toothpaste - Peppermint 5 oz Paste,$8.51,206,42,7,4,3,0
363120666,"Plaque HD Toothpaste,1 tube",$43.56 - $58.00,206,2,0,0,0,0
378852752,"2 Pack - Nature's Gate Fluoride Free Toothpaste, Wintergreen Gel 5 oz",$14.75,2,6,3,0,4,0
983307365,"Crest Gum Detoxify Extra Fresh Toothpaste, 4.1 oz",$12.99,682,101,24,6,4,1
854865739,"ME Medichoice Toothpaste with Fluoride 0.6oz, 5/PK",$16.95,206,1,0,0,0,0
783794874,Essential Palace Neem 5 In 1 Fluoride Free Essential Toothpaste with Mint and Black Seed [Pack of 2 - White - 6.5 oz.],$17.00,206,3,0,0,0,0
10312104,Crest Complete Multi-Benefit Whitening + Scope Cool Peppermint Flavor Liquid Gel Toothpaste 4.6 Oz,$5.94,206,131,32,6,5,17
11965138,"Crest Complete Multi-Benefit Whitening + Herbal Mint Expressions, Herbal Mint, 6.0 oz",$3.99,1,48,8,1,2,5
947482552,"4 Pack - Crest Whitening Expressions Toothpaste, Extreme Herbal Mint 6 oz",$21.76,163,40,7,1,1,4
37398585,Jack N' Jill - Natural Toothpaste Fluoride-Free with Certified Organic Strawberry - 1.76 oz.,$11.58 - $14.81,206,4,0,0,0,0
980521313,"Crest Gum & Enamel Repair Toothpaste, Advanced Whitening, 4.1oz, Pack of 3",$14.97,89,1,0,0,0,0
107822749,"4 Pack - Crest Gum & Enamel Repair Toothpaste For Gum Care Intensive Clean, 4.1 oz",$35.96,89,89,23,4,4,1
48658188,Waterpik Cordless Dental Water Jet WP-360W 1 Each (Pack of 4),$149.37,565,1347,628,214,108,139
44605063,Plus White Xtra Whitening Toothpaste Gel Cool Mint 3.50 oz (Pack of 3),$15.76,206,1,0,0,0,0
455584375,Toms of Maine Luminous White Clean Mint Toothpaste,UNKNOWN,471,1,0,1,0,1
45022159,Oral-B SATINtape Fresh Mint 27 Yards (Pack of 6),$18.11,60,2,0,0,0,0
226341593,3 Pack - Plus White Smokers' Whitening Toothpaste 3.50 oz,$17.78,471,2,1,0,0,0
35764258,"Colgate Optic White Whitening Toothpaste, Sparkling White - 5 ounce",$5.81,163,65,15,4,3,7
16627501,"Tom's of Maine Whole Care Toothpaste, Spearmint, 4.0oz",$13.61,206,37,6,1,1,2
44620481,Listerine Essential Care Toothpaste Gel 4.20 oz (Pack of 2),$13.09,53,72,13,1,2,1
515036875,"Sensodyne Sensitivity Toothpaste, Extra Whitening for Sensitive Teeth, 4 ounce (Pack of 3)",$32.49,17,8,2,0,0,1
44722781,"Sensodyne Fluoride Toothpaste, Fresh Impact 4 oz (Pack of 2)",$17.38,9,12,0,0,0,0
144614975,"2 Pack Sensodyne Pronamel Toothpaste Fresh Breath Protects from Acids, 4 oz Each",$17.63,232,72,32,13,4,3
602233025,Dental Expert Activated Charcoal Teeth Whitening Toothpaste DESTROYS BAD BREATH - Best Natural Black Tooth Paste Kit - Herbal Decay Treatment - 105g (Mint Flavor),$9.99,29,2,0,0,0,0
449338277,4 Pack Sensodyne Rapid Relief for Sensitive Teeth & Cavity Prevention 0.8 oz ea,$9.47,206,0,0,1,0,0
389389729,"6 Pack - Crest Sensitivity Complete Protection Toothpaste, Smooth Mint, 3.5 oz",$31.47,107,40,12,6,5,2
155336944,"Sensodyne True White Toothpaste, Extra Fresh 3 oz (Pack of 2)",$16.18,206,1,0,0,0,0
438594319,"Crest 3D White Whitening Therapy Charcoal Deep Clean Fluoride Toothpaste, Invigorating Mint, 4.1 ounce, Pack of 3",$40.15,206,1,0,0,0,1
578489874,Natural Intensive Stain Remover Whitening Baking Soda Toothpaste Blue Berry,$10.99,109,0,0,0,0,1
104639243,"Supersmile Professional Whitening Toothpaste Icy Mint, 4.2 Oz",$25.82,1,1,0,0,0,0
37684787,"Redmond Earth Paste Natural Toothpaste, Unsweetend Spearmint, 4 Oz",$24.76,206,6,1,0,1,1
45019996,Crest Cavity Protection Toothpaste Regular 8.20 oz (Pack of 6),$23.33,262,62,17,4,1,0
48088496,"Crest 3D White Brilliance Advanced Whitening Technology Plus Advanced Stain Protection Toothpaste, Vibrant Peppermint, 0.85 oz",$17.42,206,1,1,0,0,4
104641425,Sensodyne® Maximum Strength Extra Whitening Toothpaste 4-6.5 oz. Boxes,$41.50,206,13,3,0,0,1
489277597,"6 Pack - Biotene Fluoride Toothpaste, Gentle Mint 4.3 oz",$45.71,179,1,0,0,0,0
143178237,2 Pack Sensodyne True White Toothpaste MINT 3 Oz / 85g Each,$16.61,206,29,11,2,0,0
46108726,"Ultra brite Baking Soda & Peroxide Whitening Toothpaste, Cool Mint 6 oz (Pack of 6)",$14.17,158,1,1,0,0,0
127642847,"My Magic Mud Activated Charcoal Fluoride Free Whitening Toothpaste, Cinnamon Clove, 4 Oz",$11.93,206,603,271,93,32,9
44917976,Biotene Dry Mouth Mouthwash 33.80 oz (Pack of 2),$27.75,65,23,9,0,2,0
605967928,"COALGREAT Activated Charcoal Toothpaste Combo, All Natural Bamboo Charcoal Teeth Whitening Powder + Charcoal Toothpaste, Fights Gingivitis and Cavities",$9.95,206,2,0,0,0,0
48082697,GUM Butlerweave Floss Mint Waxed 200 yd (Pack of 3),$9.52,1079,2,0,0,0,0
400858833,"Schmidt's Jasmine Spearmint Toothpaste, 4.7 oz",$4.99,206,3,0,0,0,1
507916588,"Product Of Sensodyne, Extra Whitening Tooth Paste, Count 1 - Tooth Paste / Grab Varieties & Flavors",$9.75,38,0,0,0,0,1
46237842,Oral-B Stages Toothpaste Bubble Gum 4.20 oz (Pack of 3),$14.32,13,0,0,0,0,1
44935233,Crest Whitening Plus Scope Toothpaste Liquid Gel Cool Peppermint 4.60 oz (Pack of 2),$10.38,203,1,0,0,0,0
882591113,"6 Pack - Close-Up Fluoride Toothpaste, Freshening Red Gel 4 oz",$13.32,24,2,0,0,0,0
946622937,NUK Infant/Biy Tooth and Gum Cleanser with 1.4 Ounce Toothpaste,$7.25,13,1,0,0,0,0
312348759,"Tom's of Maine Enamel Strength Fluoride Toothpaste, Peppermint 4 oz",$7.80,20,1,0,0,0,0
