,number,active_from_ingredients,inactive_from_ingredients,active_raw,inactive_raw,name,price
10,563607624,[' Sodium Fluoride (0.243%) (0.15% w/v Fluoride Ion). Purpose: Anticavity Toothpaste. '],"[' Water', 'Sorbitol', 'Hydrated Silica', 'Disodium Pyrophosphate', 'Sodium Lauryl Sulfate', 'Flavor', 'Sodium Hydroxide', 'Cellulose Gum', 'Sodium Saccharin', 'Carbomer', 'Polysorbate 80', 'Mica', 'Titanium Dioxide', 'Blue 1.']",Active Ingredient: Sodium Fluoride 0.243% (0.15% w/v Fluoride Ion),"Inactive Ingredients: Water, Sorbitol, Hydrated Silica, Disodium Pyrophosphate, Sodium Lauryl Sulfate, Flavor, Sodium Hydroxide, Cellulose Gum, Sodium Saccharin, Carbomer, Polysorbate 80, Mica, Titanium Dioxide, Blue 1",Sensodyne Fresh Mint Sensitive Toothpaste - 4 Ounces (Pack of 2),$9.97 
11,556738487,[' sodium fluoride (0.24%). '],"[' sodium bicarbonate (baking soda)', 'PEG-8/PPG 116/66 copolymer', 'sodium carbonate peroxide', 'tetrasodium pyrophosphate', 'silica', 'sodium saccharin', 'flavor', 'water', 'sodium lauryl sulfate', 'sodium lauroyl sacrosinate']",Sodium Fluoride,"Inactive IngredientsSodium Bicarbonate (Baking Soda), PEG-8, PEG/PPG-116/66 Copolymer, Sodium Carbonate Peroxide, Tetrasodium Pyrophosphate, Silica, Sodium Saccharin, Flavor, Water, Sodium Lauryl Sulfate, Sodium Lauroyl Sarcosinate.","ARM & HAMMER Peroxicare Toothpaste, TWIN PACK (Contains Two 6oz Tubes) – Clean Mint- Fluoride Toothpaste",$5.44 
12,571836050,"[' Stannous Fluoride (0.14% w/v Fluoride Ion) (0.454 %). Purpose: Anticavity', 'Antigngivitis', 'Antisensitivity Toothpaste. ']","[' Water', 'Sorbitol', 'Hydrated Silica', 'Sodium Lauryl Sulfate', 'Carrageenan', 'Sodium Gluconate', 'Flavor', 'Xanthan Gum', 'Zinc Citrate', 'Stannous Chloride', 'Sodium Hydroxide', 'Sodium Saccharin', 'Sucralose', 'Mica', 'Titanium Dioxide', 'Blue 1.']",Active Ingredient: Stannous Fluoride 0.454% (0.14% W/V Fluoride Ion),"Inactive Ingredients: Water, Sorbitol, Hydrated Silica, Sodium Lauryl Sulfate, Carrageenan, Sodium Gluconate, Flavor, Xanthan Gum, Zinc Citrate, Stannous Chloride, Sodium Hydroxide, Sodium Saccharin, Sucralose, Mica, Titanium Dioxide, Blue 1&nbsp","Crest Pro Health Whitening Power Toothpaste, 4.6 oz, 3 Pack",$6.97 
13,568294816,"[' Stannous Fluoride (0.454%) (0.16% W/V Fluoride Ion). Purposes: Anticavity', 'Antigingivitis', 'Antisensitivity Toothpaste. ']","[' Glycerin', 'Hydrated Silica', 'Sodium Hexametaphosphate', 'Propylene Glycol', 'Peg-6', 'Water', 'Zinc Lactate', 'Trisodium Phosphate', 'Flavor', 'Sodium Lauryl Sulfate', 'Sodium Gluconate', 'Carrageenan', 'Sodium Saccharin', 'Xanthan Gum', 'Blue 1.']",Active Ingredient: Stannous Fluoride 0.454% (0.16% W/V Fluoride Ion),"Inactive Ingredients: Glycerin, Hydrated Silica, Sodium Hexametaphosphate, Propylene Glycol, PEG-6, Water, Zinc Lactate, Trisodium Phosphate, Flavor, Sodium Lauryl Sulfate, Sodium Gluconate, Carrageenan, Sodium Saccharin, Xanthan Gum, Blue 1&nbsp","Crest Pro Health Advanced Deep Clean Toothpaste, Mint, 5.1 oz, 3 Pack",$9.75 
14,791482107,"['Inactive Ingredients: Cocamidopropyl Betaine', 'Flavor', 'Glycerin', 'Hydrated Silica', 'PEG-8', 'Sodium Hydroxide', 'Sodium Methyl Cocoyl Taurate', 'Sodium Saccharin', 'Sodium Tripolyphosphate', 'Sorbitol', 'Titanium Dioxide', 'Water', 'Xanthan Gum']",[],,,"(2 pack) Equate Maximum Strength Sensitive Extra Whitening Toothpaste with Fluoride, 4 oz",$6.79 
15,572752835,"[' Stannous Fluoride 0', '454% (0.15% W/V Fluoride Ion)', 'Purposes: Anticavity', 'Antigingivitis', 'Antisensitivity', '']","[' Water', 'Sorbitol', 'Hydrated Silica', 'Glycerin', 'Peg-12', 'Tetrasodium Pyrophosphate', 'Sodium Lauryl Sulfate', 'Flavor', 'Microcrystalline Cellulose', 'Sodium Citrate', 'Zinc Phosphate', 'Cellulose Gum', 'Sodium Saccharin', 'Cocamidopropyl Betaine', 'Propylene Glycol', 'Xanthan Gum', 'Citric Acid', 'Sucralose', 'Titanium Dioxide', 'Blue 1']",Stannous Fluoride,"Water, Sorbitol, Hydrated silica, Glycerin, PEG-12, Tetrasodium pyrophosphate, Sodium lauryl sulfate, Flavor, Microcrystalline cellulose, Sodium citrate, Zinc phosphate, Cellulose gum, Sodium Saccharin, Cocamidopropyl Betaine, Propylene Glycol, Xanthan gum, Citric acid, Sucralose, Titanium dioxide","Colgate Total Whitening Toothpaste with Fluoride, Multi Benefit Toothpaste with Sensitivity Relief, 4.8 Oz, 3 Ct",$1.80 
16,552604316,"[' Potassium nitrate 5% - Antihypersensitivity', 'Sodium fluoride 0.15% w/v fluoride ion - Anticavity, ']","[' Water', 'sorbitol', 'hydrated silica', 'glycerin', 'PEG-8', 'cocamidopropyl betaine', 'flavor', 'xanthan gum', 'sodium saccharin', 'titanium dioxide', 'sodium hydroxide.']",,water sorbitol hydrated silica glycerin PEG-8 cocamidopropyl betaine flavor xanthan gum sodium saccharin titanium dioxide sodium hydroxide,"Sensodyne Pronamel Fresh Breath Enamel Toothpaste for Sensitive Teeth, Fresh Wave - 4 Ounces (Pack of 2)",$10.24 
17,578555767,[' Stannous Fluoride 0.454% (0.14% W/V Fluoride Ion) '],"[' Water', 'Sorbitol', 'Hydrated Silica', 'Sodium Lauryl Sulfate', 'Carrageenan', 'Sodium Gluconate', 'Flavor', 'Xanthan Gum', 'Zinc Citrate', 'Stannous Chloride', 'Sodium Hydroxide', 'Sodium Saccharin', 'Sucralose', 'Titanium Dioxide', 'Blue 1']",Stannous Fluoride,"Water, Sorbitol, Hydrated Silica, Sodium Lauryl Sulfate, Carrageenan, Sodium Gluconate, Flavor, Xanthan Gum, Zinc Citrate, Stannous Chloride, Sodium Hydroxide, Sodium Saccharin, Sucralose, Titanium Dioxide, Blue 1","Crest Pro Health Sensitive, Enamel Shield Toothpaste, 4.6 oz, 2 Pack",$5.84 
18,287893,"[' Potassium Nitrate 5%- Antihypersensitivity. Sodium Fluoride 0.25% (0.15% W/V Fluoride Ion) - Anticavity., ']","[' Water', 'Sorbitol', 'Hydrated Silica', 'Glycerin', 'Peg-8', 'Cocamidopropyl Betaine', 'Flavor', 'Xanthan Gum', 'Sodium Saccharin', 'Titanium Dioxide', 'Sodium Hydroxide.']",NA,water sorbitol hydrated silica glycerin PEG-8 cocamidopropyl betaine flavor xanthan gum sodium saccharin titanium dioxide sodium hydroxide,"Sensodyne Pronamel Daily Protection Enamel Toothpaste for Sensitive Teeth, Mint Essence - 4 Ounces",$12.11 
19,287893,"[' Potassium Nitrate 5%- Antihypersensitivity. Sodium Fluoride 0.25% (0.15% W/V Fluoride Ion) - Anticavity., ']","[' Water', 'Sorbitol', 'Hydrated Silica', 'Glycerin', 'Peg-8', 'Cocamidopropyl Betaine', 'Flavor', 'Xanthan Gum', 'Sodium Saccharin', 'Titanium Dioxide', 'Sodium Hydroxide.']",NA,water sorbitol hydrated silica glycerin PEG-8 cocamidopropyl betaine flavor xanthan gum sodium saccharin titanium dioxide sodium hydroxide,"Sensodyne Pronamel Daily Protection Enamel Toothpaste for Sensitive Teeth, Mint Essence - 4 Ounces",$12.11 
20,577475058,"[' Stannous Fluoride 0.454% (0.15% W/V Fluoride Ion)……….. Anticavity', 'Antigingivitis', 'Antihypersensitivity, ']","[' Glycerin', 'Peg-8', 'Hydrated Silica', 'Pentasodium Triphosphate', 'Flavor', 'Sodium Lauryl Sulfate', 'Titanium Dioxide', 'Polyacrylic Acid', 'Cocamidopropyl Betaine', 'Sodium Saccharin']",,,"Sensodyne Sensitivity & Gum Mint Toothpaste, , Gingivitis, Cavity Prevention and Sensitive Teeth Treatment 3.4 Ounces",$5.92 
21,578430662,"[' Sodium Monofluorophosphate (1.14%) (0.18% W/V Fluoride Ion)', 'Purpose: Anticavity', '']","[' Propylene Glycol', 'Calcium Pyrophosphate', 'Pvp', 'Peg/Ppg-116/66 Copolymer', 'Hydrogen Peroxide', 'Flavor', 'Sodium Lauryl Sulfate', 'Tetrasodium Pyrophosphate', 'Sodium Saccharin', 'Disodium Pyrophosphate', 'Silica', 'Sucralose', 'Bht']",,,"Colgate Optic White Renewal Whitening Toothpaste, Enamel Strength, 3 oz",$6.96 
22,564454554,"['Calcium Carbonate', 'Glycerin', 'Water', 'Xylitol', 'Hydrated Silica', 'Natural Flavor (Peppermint Oil)', 'Sodium Lauryl Sulfate', 'Zinc Citrate', 'Carrageenan', 'Sodium Bicarbonate.']",[],,,"Tom's Antiplaque & Whitening Fluoride-Free Peppermint Toothpaste, 5.5oz, 2 Pack",$7.96 
23,556379693,"[' Stannous Fluoride 0.454% (0.15% W/V Fluoride Ion) - Anticavity', 'Antigingivitis, ']","[' Glycerin', 'Peg-8', 'Hydrated Silica', 'Pentasodium Triphosphate', 'Flavor', 'Sodium Lauryl Sulfate', 'Titanium Dioxide', 'Polyacrylic Acid', 'Sodium Saccharin', 'Cocamidopropyl Betaine.']",Stannous fluoride 0.454% (0.15% w/v fluoride,"Inactive IngredientsGlycerin, PEG-8, Hydrated Silica, Pentasodium Triphosphate, Flavor, Sodium Lauryl Sulfate, Titanium Dioxide, Polyacrylic Acid, Cocamidopropyl Betaine, Sodium Saccharin",Parodontax Teeth Whitening Toothpaste for Bleeding Gums - 3.4 Ounces,$5.92 
24,578192212,[' Sodium Monofluorophosphate (0.76%) (0.12% W/V Fluoride Ion). Purpose: Anticavity. '],"[' Propylene Glycol', 'Calcium Pyrophosphate', 'Pvp', 'Peg/Ppg-116/66 Copolymer', 'Peg-12', 'Glycerin', 'Flavor', 'Hydrogen Peroxide', 'Sodium Lauryl Sulfate', 'Silica', 'Tetrasodium Pyrophosphate', 'Sodium Saccharin', 'Disodium Pyrophosphate', 'Sucralose', 'Bht.']",,,"Colgate Optic White Advanced Teeth Whitening Toothpaste, Icy Fresh, 3.2 Oz, 2 Ct",$8.58 
25,572752796,"[' Stannous Fluoride (0.454%) (0.15% W/V Fluoride Ion). Purposes: Anticavity', 'Antigingivitis', 'Antisensitivity. ']","[' Water', 'Sorbitol', 'Hydrated Silica', 'Glycerin', 'Peg-12', 'Tetrasodium Pyrophosphate', 'Sodium Lauryl Sulfate', 'Microcrystalline Cellulose', 'Sodium Citrate', 'Zinc Phosphate', 'Flavor', 'Cellulose Gum', 'Sodium Saccharin', 'Cocamidopropyl Betaine', 'Xanthan Gum', 'Citric Acid', 'Sucralose', 'Mica', 'Titanium Dioxide', 'Blue 1', 'Yellow 10.']",Stannous Fluoride,"Water, Sorbitol, Hydrated silica, Glycerin, PEG-12, Tetrasodium pyrophosphate, Sodium lauryl sulfate, Flavor, Microcrystalline cellulose, Sodium citrate, Zinc phosphate, Cellulose gum, Sodium Saccharin, Cocamidopropyl Betaine, Propylene Glycol, Xanthan gum, Citric acid, Sucralose, Titanium dioxide","Colgate Total Toothpaste for Fresh Breath with Fluoride, Multi Benefit Toothpaste, Fresh Mint Stripe Gel, 4.8 Oz, 2 Ct",$6.43 
26,587776538,"[' Stannou8S Fluoride (0.454%) (0.14% W/V Fluoride Ion). Purposes: Anticavity', 'Antigingivitis', 'Antisensitivity Toothpaste. ']","[' Water', 'Sorbitol', 'Hydrated Silica', 'Sodium Lauryl Sulfate', 'Carrageenan', 'Sodium Gluconate', 'Flavor', 'Xanthan Gum', 'Zinc Citrate', 'Stannous Chloride', 'Sodium Saccharin', 'Sodium Hydroxide', 'Sucralose', 'Titanium Dioxide.']",Active Ingredient: Stannous Fluoride 0.454% (0.14% W/V Fluoride Ion),"Inactive Ingredients: Water, Sorbitol, Hydrated Silica, Sodium Lauryl Sulfate, Carrageenan, Sodium Gluconate, Flavor, Xanthan Gum, Zinc Citrate, Stannous Chloride, Sodium Saccharin, Sodium Hydroxide, Sucralose, Titanium Dioxide&nbsp","Crest Pro Health Gum Detoxify Toothpaste, Deep Clean, 4.1 oz",$6.97 
27,554961506,"['Sodium fluoride', 'sorbitol', 'water', 'hydrated silica', 'PEG-8', 'sodium lauryl sulfate', 'SD alcohol 38-B', 'flavor', 'cellulose gum', 'sodium saccharin', 'titanium dioxide.']",[],,"Sorbitol, Water, Hydrated Silica, PEG-8, Sodium Lauryl Sulfate, SD Alcohol 38-B, Flavor, Cellulose Gum, Sodium Saccharin, Titanium Dioxide",Pepsodent Complete Care Original Toothpaste 5.5oz,$0.88 
28,554891194,"['Active Ingredient - Purpose.Sodium Monofluorophosphate 0.76% (0.14% W/V Fluoride Ion) - Anticavity.Inactive Ingredients: Glycerin', 'Hydrated Silica', 'Water', 'Sodium Bicarbonate', 'Peg-12', 'Sodium Lauryl Sulfate', 'Flavor', 'Sodium Hydroxide', 'Cellulose Gum', 'Carrageenan', 'Sodium Saccharin', 'Calcium Peroxide', 'Titanium Dioxide', 'Fd&C Blue No. 1', 'D&C Yellow No. 10.']",[],,"Glycerin, Hydrated Silica, Water, Sodium Bicarbonate, PEG-12, Sodium Lauryl Sulfate, Flavor, Sodium Hydroxide, Cellulose Gum, Carrageenan, Sodium Saccharin, Calcium Peroxide, Titanium Dioxide, FD&C Blue No. 1, D&C Yellow No. 10","Colgate Baking Soda and Peroxide Whitening Toothpaste, Frosty Mint Stripe - 6 Ounce",$1.67 
29,578555718,"[' Stannous Fluoride 0.454% (0.15% W/V Fluoride Ion) - Anticavity', 'Antigingivitis, ']","[' Glycerin', 'Peg-8', 'Hydrated Silica', 'Pentasodium Triphosphate', 'Flavor', 'Sodium Lauryl Sulfate', 'Titanium Dioxide', 'Polyacrylic Acid', 'Sodium Saccharin', 'Cocamidopropyl Betaine.']",Stannous fluoride 0.454% (0.15% w/v fluoride,"Inactive IngredientsGlycerin, PEG-8, Hydrated Silica, Pentasodium Triphosphate, Flavor, Sodium Lauryl Sulfate, Titanium Dioxide, Polyacrylic Acid, Cocamidopropyl Betaine, Sodium Saccharin.","Parodontax Gingivitis Toothpaste for Bleeding Gums, Extra Fresh - 3.4 Ounces",$5.92 
30,290714,"[' Potassium nitrate 5% - Antihypersensitivity', 'Sodium fluoride 0.15% w/v fluoride ion - Anticavity, ']","[' Water', 'sorbitol', 'hydrated silica', 'glycerin', 'PEG-8', 'cocamidopropyl betaine', 'flavor', 'titanium dioxide', 'xanthan gum', 'sodium saccharin', 'sodium hydroxide.']",NA,water sorbitol hydrated silica glycerin PEG-8 cocamidopropyl betaine flavor titanium dioxide xanthan gum sodium saccharin sodium hydroxide,"Sensodyne Pronamel Gentle Whitening Enamel Toothpaste for Sensitive Teeth, Alpine Breeze - 4 Ounces",$5.72 
31,579486213,[' Sodium Fluoride 0.243% (0.15% w/v Fluoride Ion) '],"[' Sorbitol', 'Water', 'Hydrated Silica', 'Sodium Lauryl Sulfate', 'Trisodium Phosphate', 'Flavor', 'Cellulose Gum', 'Sodium Phosphate', 'Carbomer', 'Sodium Saccharin', 'Titanium Dioxide', 'Blue 1']",Active Ingredient: Sodium Fluoride 0.243% (0.15% w/v Fluoride Ion),"Inactive Ingredients: Sorbitol, Water, Hydrated Silica, Sodium Lauryl Sulfate, Trisodium Phosphate, Flavor, Cellulose Gum, Sodium Phosphate, Carbomer, Sodium Saccharin, Titanium Dioxide, Blue 1&nbsp","Crest Cavity Protection Toothpaste, Regular Paste, 5.7 oz, Pack of 4",$13.99 
32,578430703,"[' Sodium Monofluorophosphate (0.76%) (0.12% W/V Fluoride Ion)', 'Purpose: Anticavity', '']","[' Propylene Glycol', 'Calcium Pyrophosphate', 'Glycerin', 'Peg/Ppg-116/66 Copolymer', 'Peg-12', 'Pvp', 'Silica', 'Flavor', 'Sodium Lauryl Sulfate', 'Tetrasodium Pyrophosphate', 'Hydrogen Peroxide', 'Disodium Pyrophosphate', 'Sodium Saccharin', 'Sucralose', 'Bht']",Hydrogen Peroxide,,"Colgate Optic White Renewal Whitening Toothpaste, Lasting Fresh, 3 oz",$6.96 
33,587782407,"[' Stannous Fluoride (0.454%) (0.14% W/V Fluoride Ion). Purpose: Anticavity', 'Antigingivitis Toothpaste. ']","[' Water', 'Sorbitol', 'Hydrated Silica', 'Sodium Lauryl Sulfate', 'Sodium Gluconate', 'Carrageenan', 'Flavor', 'Xanthan Gum', 'Zinc Citrate', 'Stannous Chloride', 'Sodium Saccharin', 'Sodium Hydroxide', 'Sucralose', 'Titanium Dioxide.']",Active Ingredient: Stannous Fluoride 0.454% (0.14% W/V Fluoride Ion),"Inactive Ingredients: Water, Sorbitol, Hydrated Silica, Sodium Lauryl Sulfate, Sodium Gluconate, Carrageenan, Flavor, Xanthan Gum, Zinc Citrate, Stannous Chloride, Sodium Saccharin, Sodium Hydroxide, Sucralose, Titanium Dioxide&nbsp","Crest Gum and Enamel Repair Toothpaste, Intensive Clean, 4.1 oz",$6.97 
34,564239972,"[' Potassium Nitrate (5%)', 'Sodium Fluoride (0.24% (0.14% W/V Fluoride Ion)). Purpose: Antisensitivity', 'Anticavity. ']","[' Water', 'Hydrated Silica', 'Glycerin', 'Sorbitol', 'Peg-12', 'Pvm/Ma Copolymer', 'Sodium Lauryl Sulfate', 'Flavor', 'Poloxamer 407', 'Trisodium Phosphate', 'Sodium Hydroxide', 'Cellulose Gum', 'Sodium Saccharin', 'Xanthan Gum', 'Titanium Dioxide', 'Fd&C Blue No. 1']","Active Ingredients: Potassium Nitrate (5%), Sodium Fluoride (0.24% (0.14% w/v Fluoride Ion)). Purpose: Antisensitivity, Anticavity.","Inactive Ingredients: Water, Hydrated Silica, Glycerin, Sorbitol, PEG-12, PVM/MA Copolymer, Sodium Lauryl Sulfate, Flavor, Poloxamer 407, Trisodium Phosphate, Sodium Hydroxide, Cellulose Gum, Sodium Saccharin, Xanthan Gum, Titanium Dioxide, FD&C Blue No. 1","Colgate Sensitive Toothpaste, Whitening - Fresh Mint Gel Formula (6 ounce, Pack of 2)",$8.96 
35,577475053,"[' Stannous Fluoride 0.454% (0.15% W/V Fluoride Ion) - Anticavity', 'Antigingivitis., ']","[' Glycerin', 'Peg-8', 'Hydrated Silica', 'Pentasodium Triphosphate', 'Flavor', 'Sodium Lauryl Sulfate', 'Titanium Dioxide', 'Polyacrylic Acid', 'Cocamidopropyl Betaine', 'Sodium Saccharin.']",,,Parodontax Complete Protection Teeth Whitening Toothpaste for Bleeding Gums,$5.92 
36,566070127,"['Sorbitol', 'Hydrated Silica (Polishes And Cleans Teeth)', 'Vegetable Glycerin (Soothes And Moisturizes)', 'Xylitol (Sweetener)', 'Purified Water', 'Charcoal Powder', 'Flavor (Freshens Breath)', 'Xanthan Gum (Thickener)', 'Titanium Dioxide (Mineral)', 'Cocamidopropyl Betaine (Cleanser)', 'Sodium Cocoyl Glutamate (Cleanser)', 'Coconut Oil (Soothes And Moisturizes)', 'Potassium Sorbate', 'Stevia Rebaudiana Leaf Extract']",[],NA,,"Hello Activated Charcoal Epic Whitening Fluoride Free Toothpaste, Fresh Mint + Coconut Oil, Vegan & SLS Free",$4.82 
37,572579525,"[' Stannous fluoride 0.454% (0.15% w/v fluoride ion) - Anticavity', 'Antigingivitis, ']","[' Glycerin', 'PEG-8', 'hydrated silica', 'pentasodium triphosphate', 'flavor', 'sodium lauryl sulfate', 'titanium dioxide', 'polyacrylic acid', 'sodium saccharin', 'cocamidopropyl betaine.']",,"Glycerin, PEG-8, Hydrated Silica, Pentasodium Triphosphate, Flavor, Sodium Lauryl Sulfate, Titanium Dioxide, Polyacrylic Acid, Sodium Saccharin, Cocamidopropyl Betaine","Parodontax Complete Protection Gingivitis Toothpaste for Bleeding Gums, Pure Fresh Mint - 3.4 Ounces",$5.92 
38,571836073,[''],[],Active Ingredient: Stannous Fluoride 0.454% (0.14% W/V Fluoride Ion),"Inactive Ingredients: Water, Sorbitol, Hydrated Silica, Sodium Lauryl Sulfate, Carrageenan, Sodium Gluconate, Flavor, Xanthan Gum, Zinc Citrate, Stannous Chloride, Sodium Saccharin, Sodium Hydroxide, Sucralose, Titanium Dioxide&nbsp","Crest Gum Detoxify Deep Clean Toothpaste, 4.1 oz, 2 Pack",$11.44 
39,274675,"[' Sodium Monofluorophosphate 0.84% (0.15% W/V Fluoride Ion) - Anticavity., ']","[' Water', 'Sorbitol', 'Calcium Carbonate', 'Hydrated Silica', 'Glycerin', 'Peg-8', 'Flavor', 'Titanium Dioxide', 'Sodium Lauryl Sulfate', 'Cellulose Gum', 'Sodium Bicarbonate', 'Sodium Saccharin', 'Calcium Carrageenan', 'Red 30', 'Blue 1.']",,"Inactive IngredientsWater, Sorbitol, Calcium Carbonate, Hydrated Silica, Glycerin, PEG-8, Flavor, Titanium Dioxide, Sodium Lauryl Sulfate, Cellulose Gum, Sodium Bicarbonate, Sodium Saccharin, Calcium Carrageenan, Red 30, Blue 1","Aquafresh Kids Pump Cavity Protection Bubble Mint Fluoride Toothpaste for Cavity Protection, 4.6 Ounce",$1.97 
40,578359056,[' Sodium Monofluorophosphate (0.76%) (0.12% W/V Fluoride Ion). Purpose: Anticavity. '],"[' Propylene Glycol', 'Calcium Pyrophosphate', 'Pvp', 'Peg/Ppg-116/66 Copolymer', 'Peg-12', 'Glycerin', 'Flavor', 'Hydrogen Peroxide', 'Sodium Lauryl Sulfate', 'Silica', 'Tetrasodium Pyrophosphate', 'Sodium Saccharin', 'Disodium Pyrophosphate', 'Sucralose', 'Bht.']",,,"Colgate Optic White Advanced Teeth Whitening Toothpaste, Icy Fresh, 3.2 Oz, 3 Ct",$10.58 
41,566115653,"[' Stannous Fluoride (0.454%) (0.16% W/V Fluoride Ion)/ Purposes: Anticavity', 'Antigingivitis', 'Antisensitivity Toothpaste. ']","[' Glycerin', 'Hydrated Silica', 'Sodium Hexametaphosphate', 'Propylene Glycol', 'Peg-6', 'Water', 'Zinc Lactate', 'Flavor', 'Trisodium Phosphate', 'Sodium Gluconate', 'Sodium Lauryl Sulfate', 'Carrageenan', 'Sodium Saccharin', 'Stannous Chloride', 'Xanthan Gum', 'Titanium Dioxide', 'Mica', 'Blue 1.']",Active ingredient: Stannous fluoride 0.454% (0.16% w/v fluoride ion),"Inactive ingredients: Glycerin, Hydrated Silica, Sodium Hexametaphosphate, Propylene Glycol, PEG-6, Water, Zinc Lactate, Flavor, Trisodium Phosphate, Sodium Gluconate, Sodium Lauryl Sulfate, Carrageenan, Sodium Saccharin, Stannous Chloride, Xanthan Gum, Titanium Dioxide, Mica, Blue 1&nbsp","Crest Pro Health Advanced Gum Protection Toothpaste, 5.1 oz, 2 Pack",$6.97 
42,297465,"['Calcium Carbonate', 'Glycerin', 'Water', 'Xylitol', 'Hydrated Silica', 'Natural Flavor*', 'Sodium Lauryl Sulfate', 'Zinc Citrate', 'Carrageenan', 'Sodium Bicarbonate.*Peppermint Oil.']",[],NA,,"Tom's of Maine Natural Antiplaque & Whitening Fluoride-Free Peppermint Toothpaste, 5.5oz",$4.74 
43,578422109,[' Sodium Monofluorophosphate (0.76%) (0.12% W/V Fluoride Ion). Purpose: Anticavity. '],"[' Propylene Glycol', 'Calcium Pyrophosphate', 'Pvp', 'Peg/Ppg-116/66 Copolymer', 'Hydrogen Peroxide', 'Flavor', 'Sodium Lauryl Sulfate', 'Silica', 'Tetrasodium Pyrophosphate', 'Sodium Saccharin', 'Disodium Pyrophosphate', 'Silica', 'Sucralose', 'Bht.']",,,"Colgate Optic White Renewal Whitening Toothpaste, High Impact White, 3 oz, 2 Pack",$11.96 
44,581518027,"[' Potassium nitrate 5%', 'Antihypersensitivity', 'Sodium fluoride 0.25% (0.15% w/v fluoride ion)', 'Anticavity, ']","[' Water', 'sorbitol', 'hydrated silica', 'glycerin', 'PEG-8', 'sodium lactate', 'flavor', 'cocamidopropyl betaine', 'titanium dioxide', 'xanthan gum', 'sodium saccharin', 'PVM/MA copolymer', 'sodium hydroxide.']",,"Water, Sorbitol, Hydrated Silica, Glycerin, PEG-8, Sodium Lactate, Flavor, Cocamidopropyl Betaine, Titanium Dioxide, Xanthan Gum, Sodium Saccharin, PVM/MA Copolymer, Sodium Hydroxide","Sensodyne Pronamel Intensive Enamel Repair Toothpaste for Sensitive Teeth, Clean Mint - 3.4 Ounces",$5.72 
45,575238461,[' Sodium Fluoride (0.243%) (0.15% w/v Fluoride Ion). Purpose: Anticavity Toothpaste. '],"[' Water', 'Sorbitol', 'Hydrated Silica', 'Disodium Pyrophosphate', 'Sodium Lauryl Sulfate', 'Flavor', 'Sodium Hydroxide', 'Cellulose Gum', 'Sodium Saccharin', 'Carbomer', 'Polysorbate 80', 'Mica', 'Titanium Dioxide', 'Blue 1.']",Active Ingredient: Sodium Fluoride 0.243% (0.15% w/v Fluoride Ion),"Inactive Ingredients: Water, Sorbitol, Hydrated Silica, Disodium Pyrophosphate, Sodium Lauryl Sulfate, Flavor, Sodium Hydroxide, Cellulose Gum, Sodium Saccharin, Carbomer, Polysorbate 80, Mica, Titanium Dioxide, Blue 1&nbsp","Crest 3D White Whitening Toothpaste, Radiant Mint, 4.1 oz, 3 Pack",$9.97 
46,575238461,[' Sodium Fluoride (0.243%) (0.15% w/v Fluoride Ion). Purpose: Anticavity Toothpaste. '],"[' Water', 'Sorbitol', 'Hydrated Silica', 'Disodium Pyrophosphate', 'Sodium Lauryl Sulfate', 'Flavor', 'Sodium Hydroxide', 'Cellulose Gum', 'Sodium Saccharin', 'Carbomer', 'Polysorbate 80', 'Mica', 'Titanium Dioxide', 'Blue 1.']",Active Ingredient: Sodium Fluoride 0.243% (0.15% w/v Fluoride Ion),"Inactive Ingredients: Water, Sorbitol, Hydrated Silica, Disodium Pyrophosphate, Sodium Lauryl Sulfate, Flavor, Sodium Hydroxide, Cellulose Gum, Sodium Saccharin, Carbomer, Polysorbate 80, Mica, Titanium Dioxide, Blue 1&nbsp","Crest 3D White Whitening Toothpaste, Radiant Mint, 4.1 oz, 3 Pack",$9.97 
47,555138528,"['Sodium bicarbonate', 'water', 'sorbitol', 'glycerin', 'tetrasodium pyrophosphate', 'hydrated silica', 'flavor', 'sodium lauroyl sarcosinate', 'sodium lauryl sulfate', 'cellulose gum', 'xanthan gum', 'titanium dioxide', 'sodium fluoride', 'potassium nitrate']",[],,"Sodium Bicarbonate (Baking Soda), Water, Sorbitol, Glycerin, Tetrasodium Pyrophosphate, Hydrated Silica, Flavor, Sodium Saccharin, Sodium Lauroyl Sarcosinate, Sodium Lauryl Sulfate, Cellulose Gum, Titanium Dioxide, Xanthan Gum","ARM & HAMMER Sensitive Teeth & Gums Toothpaste, Refreshing Mint- Fluoride Toothpaste",$3.48 
48,564544230,"[' Stannous Fluoride 0.454% (0.15% W/V Fluoride Ion) - Anticavity', 'Antihypersensitivity, ']","[' Glycerin', 'Peg-8', 'Hydrated Silica', 'Pentasodium Triphosphate', 'Sodium Lauryl Sulfate', 'Flavor', 'Titanium Dioxide', 'Polyacrylic Acid', 'Cocamidopropyl Betaine', 'Sodium Saccharin.']",,"Inactive IngredientsGlycerin, PEG-8, Hydrated Silica, Pentasodium Triphosphate, Flavor, Sodium Lauryl Sulfate, Titanium Dioxide, Polyacrylic Acid, Cocamidopropyl Betaine, Sodium Saccharin",Sensodyne Repair and Protect Teeth Whitening Sensitive Toothpaste - 3.4 Ounces (Pack of 2),$10.24 
