,number,active_from_ingredients,inactive_from_ingredients,active_raw,inactive_raw,name,price
49,239501,[' Sodium Fluoride (0.243%) (0.15% W/V Fluoride Ion). Purpose: Anticavity Toothpaste. '],"[' Sorbitol', 'Water', 'Hydrated Silica', 'Disodium Pyrophosphate', 'Sodium Lauryl Sulfate', 'Flavor', 'Sodium Saccharin', 'Sodium Hydroxide', 'Carbomer', 'Xanthan Gum', 'Copernicia Cerifera (Carnauba) Wax', 'Cellulose Gum', 'Titanium Dioxide', 'Red 40.']","Sodium fluoride 0.243%, purpose anticavity toothpaste","Sorbitol, water, hydrated silica, disodium pyrophosphate, sodium laurylsulfate, flavor, sodium saccharin, sodium hydroxide, carbomer, xanthangum, carnauba wax, cellulose gum, titanium dioxide, red 40","Crest Plus Complete Whitening Fluoride Toothpaste, Cinnamon, 6.0 oz",$8.40 
50,564544232,"[' Stannous Fluoride 0.454% (0.15% W/V Fluoride Ion) - Anticavity', 'Antigingivitis', 'Antihypersensitivity, ']","[' Glycerin', 'Peg-8', 'Hydrated Silica', 'Pentasodium Triphosphate', 'Flavor', 'Sodium Lauryl Sulfate', 'Titanium Dioxide', 'Polyacrylic Acid', 'Sodium Saccharin', 'Cocamidopropyl Betaine.']",,"Inactive IngredientsGlycerin, PEG-8, Hydrated Silica, Pentasodium Triphosphate, Sodium Lauryl Sulfate, Flavor, Titanium Dioxide, Polyacrylic Acid, Cocamidopropyl Betaine, Sodium Saccharin","Sensodyne Complete Protection Sensitive Toothpaste, Extra Fresh - 3.4 Ounces (Pack of 2)",$10.24 
51,287893,"[' Potassium Nitrate 5%- Antihypersensitivity. Sodium Fluoride 0.25% (0.15% W/V Fluoride Ion) - Anticavity., ']","[' Water', 'Sorbitol', 'Hydrated Silica', 'Glycerin', 'Peg-8', 'Cocamidopropyl Betaine', 'Flavor', 'Xanthan Gum', 'Sodium Saccharin', 'Titanium Dioxide', 'Sodium Hydroxide.']",NA,water sorbitol hydrated silica glycerin PEG-8 cocamidopropyl betaine flavor xanthan gum sodium saccharin titanium dioxide sodium hydroxide,"Sensodyne Pronamel Daily Protection Enamel Toothpaste for Sensitive Teeth, Mint Essence - 4 Ounces",$12.11 
52,287893,"[' Potassium Nitrate 5%- Antihypersensitivity. Sodium Fluoride 0.25% (0.15% W/V Fluoride Ion) - Anticavity., ']","[' Water', 'Sorbitol', 'Hydrated Silica', 'Glycerin', 'Peg-8', 'Cocamidopropyl Betaine', 'Flavor', 'Xanthan Gum', 'Sodium Saccharin', 'Titanium Dioxide', 'Sodium Hydroxide.']",NA,water sorbitol hydrated silica glycerin PEG-8 cocamidopropyl betaine flavor xanthan gum sodium saccharin titanium dioxide sodium hydroxide,"Sensodyne Pronamel Daily Protection Enamel Toothpaste for Sensitive Teeth, Mint Essence - 4 Ounces",$12.11 
53,277972,"[' Sodium fluoride 0.25% (0.15% w/v fluoride ion) - Anticavity., ']","[' Water', 'hydrated silica', 'sorbitol', 'glycerin', 'PEG-8', 'flavor', 'sodium lauryl sulfate', 'xanthan gum', 'titanium dioxide', 'cocamidopropyl betaine', 'sodium saccharin', 'iron oxides', 'red 30.']",,"Inactive IngredientsWater, Hydrated Silica, Sorbitol, Glycerin, PEG-8, Flavor, Sodium Lauryl Sulfate, Xanthan Gum, Titanium Dioxide, Cocamidopropyl Betaine, Sodium Saccharin, Iron Oxide, Red 30.","Aquafresh Extreme Clean Whitening Action Fluoride Toothpaste for Cavity Protection, Mint Blast, 5.6 Ounce",$2.38 
54,551964593,"[' Potassium Nitrate 5% - Antihypersensitivity', 'Sodium Fluoride 0.15% W/V Fluoride Ion - Anticavity, ']","[' Water', 'Sorbitol', 'Hydrated Silica', 'Glycerin', 'Flavor', 'Cocamidopropyl Betaine', 'Xanthan Gum', 'Sodium Saccharin', 'Mica', 'Titanium Dioxide', 'Sodium Hydroxide.']",NA,water sorbitol hydrated silica glycerin flavor cocamidopropyl betaine xanthan gum sodium saccharin mica titanium dioxide sodium hydroxide,"Sensodyne Pronamel Multi-Action Enamel Toothpaste for Sensitive Teeth, Cleansing Mint - 4 Ounces",$5.72 
55,554845890,"['Sorbitol (Humectant)', 'Hydrated Silica (Polishes and Cleans Teeth)', 'Purified Water', 'Vegetable Glycerin (Soothes and Moisturizes)', 'Aloe Vera Gel (Soothes and Moisturizes)', 'Xylitol (Sweetener)', 'Erythritol (Sweetener)', 'Natural Flavor (Yum)', 'Xanthan Gum (Thickener)', 'Lauryl Glucoside (Coconut/Palm and Corn Derived Cleanser)', 'Calcium Glycerophosphate (Mineral)', 'Titanium Dioxide (Mineral)', 'Potassium Sorbate (Maintains Stability) and Steavia Rebaudiana Leaf Extract (Sweetener).']",[],,,"Hello Kids Fluoride Free Natural Watermelon Flavor Toothpaste, Vegan & SLS Free",$3.96 
56,554783082,"['Arginine Bicarbonate', 'Benzyl Alcohol', 'Calcium Carbonate', 'Hydrated Silica', 'Natural Flavor (Peppermint Oil And Other Natural Flavor)', 'Sodium Bicarbonate', 'Sodium Lauryl Sulfate', 'Sorbitol', 'Titanium Dioxide', 'Water', 'Xanthan Gum', 'Xylitol.']",[],,"INGREDIENTS: arginine bicarbonate, benzyl alcohol, calcium carbonate, hydrated silica, natural flavor**, sodium bicarbonate, sodium lauryl sulfate, sorbitol, titanium dioxide, water, xanthan gum, xylitol. **peppermint oil and other natural flavor","Tom's of Maine Rapid Relief Sensitive Fluoride-Free Natural Toothpaste, Fresh Mint, 4.0 oz",$4.93 
57,578454652,"[' Sodium Monofluorophosphate (0.76%) (0.12% W/V Fluoride Ion)', 'Purpose: Anticavity', '']","[' Propylene Glycol', 'Calcium Pyrophosphate', 'Pvp', 'Peg/Ppg-116/66 Copolymer', 'Peg-12', 'Glycerin', 'Flavor', 'Hydrogen Peroxide', 'Sodium Lauryl Sulfate', 'Silica', 'Tetrasodium Pyrophosphate', 'Sodium Saccharin', 'Disodium Pyrophosphate', 'Sucralose', 'Phosphoric Acid', 'Bht', 'Water']",,,"Colgate Optic White Advanced Teeth Whitening Toothpaste, Sparkling White, 3.2 Oz, 2 Ct",$8.58 
58,557503009,"[' Sodium Fluoride', '']","[' Sorbitol', 'Water', 'Hydrated Silica', 'Peg-12', 'Sodium Lauryl Sulfate', 'Flavor', 'Cellulose Gum', 'Tetrasodium Pyrophosphate', 'Cocamidopropyl Betaine', 'Sodium Saccharin', 'Methylcellulose', 'Fd&C Blue #1']",Active Ingredient: Sodium Fluoride (0.24% (0.15% w/v Fluoride Ion)). Purpose: Anticavity.,"Inactive Ingredients: Sorbitol, Water, Hydrated Silica, PEG-12, Sodium Lauryl Sulfate, Flavor, Cellulose Gum, Tetrasodium Pyrophosphate, Cocamidopropyl Betaine, Sodium Saccharin, Methylcellulose, Titanium Dioxide, FD&C Blue No.1.","Colgate Max Fresh Travel Size Toothpaste with Mini Breath Strips, Cool Mint - 1.0 Ounce",$0.97 
59,575186550,"[' Stannous fluoride 0.454% (0.15% w/v fluoride ion) - Anticavity', 'Antigingivitis, ']","[' Glycerin', 'PEG-8', 'hydrated silica', 'pentasodium triphosphate', 'flavor', 'sodium lauryl sulfate', 'titanium dioxide', 'polyacrylic acid', 'sodium saccharin', 'cocamidopropyl betaine.']",,,"Parodontax Gingivitis Toothpaste for Bleeding Gums, Clean Mint - 3.4 Ounces (Pack of 3)",$14.50 
60,556379697,"[' Potassium Nitrate 5%** - Antihypersensitivity', 'Sodium Fluoride 0.25% (0.16% W/V Fluoride Ion) - Anticavity, ']","[' Water', 'Hydrated Silica', 'Sorbitol', 'Glycerin', 'Pentasodium Triphosphate', 'Peg-8', 'Sodium Lauryl Sulfate', 'Flavor', 'Xanthan Gum', 'Sodium Hydroxide', 'Cocamidopropyl Betaine', 'Sodium Saccharin', 'Blue 1.']",NA,"Inactive IngredientsWater, Hydrated Silica, Sorbitol, Glycerin, Pentasodium Triphosphate, PEG-8, Sodium Lauryl Sulfate, Flavor, Xanthan Gum, Sodium Hydroxide, Cocamidopropyl Betaine, Sodium Saccharine, Blue 1",Sensodyne Deep Clean Sensitive Toothpaste - 4 Ounces,$5.72 
61,556379697,"[' Potassium Nitrate 5%** - Antihypersensitivity', 'Sodium Fluoride 0.25% (0.16% W/V Fluoride Ion) - Anticavity, ']","[' Water', 'Hydrated Silica', 'Sorbitol', 'Glycerin', 'Pentasodium Triphosphate', 'Peg-8', 'Sodium Lauryl Sulfate', 'Flavor', 'Xanthan Gum', 'Sodium Hydroxide', 'Cocamidopropyl Betaine', 'Sodium Saccharin', 'Blue 1.']",NA,"Inactive IngredientsWater, Hydrated Silica, Sorbitol, Glycerin, Pentasodium Triphosphate, PEG-8, Sodium Lauryl Sulfate, Flavor, Xanthan Gum, Sodium Hydroxide, Cocamidopropyl Betaine, Sodium Saccharine, Blue 1",Sensodyne Deep Clean Sensitive Toothpaste - 4 Ounces,$5.72 
62,554784921,"[' Potassium Nitrate 5%** - Antihypersensitivity', 'Sodium Fluoride 0.25% (0.16% W/V Fluoride Ion) - Anticavity, ']","[' Sorbitol', 'Water', 'Glycerin', 'Hydrated Silica', 'Pentasodium Triphosphate', 'Peg-8', 'Flavor', 'Titanium Dioxide', 'Sodium Methyl Cocoyl Taurate', 'Cocamidopropyl Betaine', 'Xanthan Gum', 'Sodium Hydroxide', 'Sodium Saccharin.']",NA,"Sorbitol, Water, Glycerin, Hydrated Silica, Pentasodium Triphosphate, PEG-8, Flavor, Titanium Dioxide, Sodium Methyl Cocoyl Taurate, Cocamidopropyl Betaine, Xanthan Gum, Sodium Hydroxide, Sodium Saccharin","Sensodyne True White Sensitive Teeth Whitening Toothpaste, Mint - 3 Ounces",$6.53 
63,575453678,[' Stannous Fluoride 0.454% (0.15% W/V Fluoride Ion) '],"[' Glycerin', 'Hydrated Silica', 'Water', 'Zinc Lactate', 'Sodium Lauryl Sulfate', 'Trisodium Phosphate', 'Flavor', 'Sodium Gluconate', 'Sodium Saccharin', 'Xanthan Gum', 'Cellulose Gum', 'Sodium Hydroxide', 'Mica', 'Titanium Dioxide Whitening Finisher: Water', 'Glycerin', 'Hydrogen Peroxide', 'Carbomer', 'Disodium Pyrophosphate', 'Flavor', 'Sucralose', 'Sodium Hydroxide']",Toothpaste: Stannous Fluoride,"Toothpaste: Inactive Ingredients: Glycerin, Hydrated Silica, Water, Zinc Lactate, Sodium Lauryl Sulfate, Trisodium Phosphate, Flavor, Sodium Gluconate, Sodium Saccharin, Xanthan Gum, Cellulose Gum, Sodium Hydroxide, Mica, Titanium Dioxide Whitening Finisher: Water, Glycerin, Hydrogen Peroxide, Carbomer, Disodium Pyrophosphate, Flavor, Sucralose, Sodium Hydroxide&nbsp","Crest 3D White Brilliance Two Step Toothpaste, 4.0 oz and 2.3 oz",$12.96 
64,208352,"[' Potassium nitrate 5%** - Antihypersensitivity', 'Sodium fluoride 0.15% w/v fluoride ion - Anticavity, ']","[' Water', 'hydrated silica', 'sorbitol', 'glycerin', 'pentasodium triphosphate', 'PEG-8', 'flavor', 'titanium dioxide', 'sodium methyl cocoyl taurate', 'cocamidopropyl betaine', 'xanthan gum', 'sodium hydroxide', 'sodium saccharin', 'sucralose.']",NA,"Water, Hydrated Silica, Sorbitol, Glycerin, Pentasodium Triphosphate, PEG-8, Flavor, Titanium Dioxide, Cocamidopropyl Betaine, Sodium Methyl Cocoyl Taurate, Xanthan Gum, Sodium Hydroxide, Sodium Saccharin, Sucralose",Sensodyne Extra Whitening Sensitive Teeth Whitening Toothpaste - 4 Ounces,$5.72 
65,570462562,"[' Stannous Fluoride 0.454% (0.15% W/V Fluoride Ion) - Anticavity', 'Antihypersensitivity, ']","[' Glycerin', 'Peg-8', 'Hydrated Silica', 'Pentasodium Triphosphate', 'Sodium Lauryl Sulfate', 'Flavor', 'Titanium Dioxide', 'Polyacrylic Acid', 'Cocamidopropyl Betaine', 'Sodium Saccharin.']",NA,"Glycerin, PEG-8, Hydrated Silica, Pentasodium Triphosphate, Flavor, Sodium Lauryl Sulfate, Titanium Dioxide, Polyacrylic Acid, Cocamidopropyl Betaine, Sodium Saccharin","Sensodyne Rapid Relief Sensitive Toothpaste, Mint - 3.4 Ounces",$5.72 
66,587776539,[' Sodium Flouride (0.15% W/V Flouride Ion) (0.243 %). Purpose: Anticavity Toothpaste. '],"[' Water', 'Sorbitol', 'Hydrated Silica', 'Disodium Pyrophosphate', 'Sodium Lauryl Sulfate', 'Flavor', 'Cellulose Gum', 'Sodium Hydroxide', 'Sodium Saccharin', 'Carbomer', 'Charcoal Powder', 'Sucralose', 'Polysorbate 80', 'Mica', 'Titanium Dioxide.']",Active Ingredient: Sodium Fluoride 0.243% (0.15% W/V Fluoride Ion),"Inactive Ingredients: Water, Sorbitol, Hydrated Silica, Disodium Pyrophosphate, Sodium Lauryl Sulfate, Flavor, Cellulose Gum, Sodium Hydroxide, Sodium Saccharin, Carbomer, Charcoal Powder, Sucralose, Polysorbate 80, Mica, Titanium Dioxide&nbsp","Crest 3D White Therapy Fluoride Toothpaste, Charcoal, Mint, 4.1 oz",$6.97 
67,552602235,"[' Stannous Fluoride 0.454% (0.15% W/V Fluoride Ion) - Anticavity', 'Antigingivitis', 'Antihypersensitivity., ']","[' Glycerin', 'Peg-8', 'Hydrated Silica', 'Pentasodium Triphosphate', 'Sodium Lauryl Sulfate', 'Flavor', 'Titanium Dioxide', 'Polyacrylic Acid', 'Cocamidopropyl Betaine', 'Sodium Saccharin.']",,,"Sensodyne Complete Protection Sensitive Toothpaste, Extra Fresh - 3.4 Ounces",$5.72 
68,554779195,"['Glycerin', 'Water', 'Calcium Carbonate', 'Hydrated Silica', 'Benzyl Alcohol', 'Sodium Lauryl Sulfate', 'Carrageenan', 'Natural Flavor', 'Citrus Limon (Lemon) Juice', 'Mangifera Indica (Mango) Juice', 'Citrus Aurantium Dulcis (Orange) Juice', 'Ananas Sativus (Pineapple) Fruit Juice', 'Fragaria Ananassa (Strawberry) Fruit Juice']",[],"Glycerin, water, calcium carbonate, hydrated silica, fragaria vesca (strawberry) juice and other natural flavors, chondrus crispus (carrageenan), sodium lauryl sulfate., Cruelty free. No animal testing or animal ingredients, No artificial colors, flavors, fragrance, or preservatives","Ingredients: glycerin, water, calcium carbonate, hydrated silica, natural flavor*, carrageenan, sodium lauryl sulfate. *strawberry juice and other natural flavor",Tom's of Maine Silly Strawberry Fluoride-Free Natural Toothpaste 4.2 oz Paste,$3.44 
69,297488,[' Sodium Fluoride (0.24%)(0.15% w/v Fluoride Ion). Purpose: Anticavity. '],"[' Hydrated Silica', 'Water', 'Sorbitol', 'Glycerin', 'Xylitol', 'Sodium Lauryl Sulfate', 'Natural Flavor (Peppermint Oil and Other Natural Flavor)', 'Xanthan Gum', 'Titanium Dioxide', 'Carrageenan', 'Sodium Hydroxide.']",Active ingredient: Sodium fluoride 0.24% (0.15% w/v fluoride ion). Purpose: Anticavity,"Inactive ingredients: hydrated silica, water, sorbitol, glycerin, xylitol, sodium lauryl sulfate, natural flavor*, xanthan gum, titanium dioxide, carrageenan, sodium hydroxide. *peppermint oil and other natural flavor","Tom's of Maine Simply White Natural Toothpaste, Clean Mint, 4.7 oz",$5.42 
70,566183860,"[' Potassium Nitrate 5%- Antihypersensitivity. Sodium Fluoride 0.25% (0.15% W/V Fluoride Ion) - Anticavity., ']","[' Water', 'Sorbitol', 'Hydrated Silica', 'Glycerin', 'Peg-8', 'Cocamidopropyl Betaine', 'Flavor', 'Xanthan Gum', 'Sodium Saccharin', 'Titanium Dioxide', 'Sodium Hydroxide.']",,water sorbitol hydrated silica glycerin PEG-8 cocamidopropyl betaine flavor xanthan gum sodium saccharin titanium dioxide sodium hydroxide,"Sensodyne Pronamel Daily Protection Enamel Toothpaste for Sensitive Teeth, Mint Essence - 4 Ounces (Pack of 2)",$10.24 
71,551964501,"['Sodium Fluoride (0.24%)', 'sorbitol', 'water', 'hydrated silica', 'PEG-8', 'flavor', 'cellulose gum', 'sodium saccharin', 'sodium laurel sulfate', 'blue 1']",[],,"Inactive: Sorbitol, Water, Hydrated Silica, PEG-8, Flavor, Cellulose Gum, Sodium Saccharin, Sodium Lauryl Sulfate, Blue 1.",Orajel PAW Patrol Anticavity Fluoride Toothpaste- Bubble Berry Flavor- Kids Toothpaste 4.2oz Tube,$2.47 
72,200915,"['sorbitol', 'water', 'hydrated silica', 'PEG-8', 'sodium lauryl sulfate', 'SD alcohol 38-B', 'flavor', 'cellulose gum', 'sodium saccharin', 'red 33', 'red 40.']",[],Sodium fluoride (0.24%) - anticavity toothpaste.,"Inactive: Sorbitol, Water, Hydrated Silica, PEG-8, Sodium Lauryl Sulfate, SD Alcohol 38-B, Flavor, Cellulose Gum, Sodium Saccharin, Red 33, Red 40.","Close-Up Anticavity Fluoride Freshening Gel Toothpaste with Mouthwash, 8.0 OZ",$1.97 
73,554897320,"['Inactive Ingredients: Cocamidopropyl Betaine', 'Flavor', 'Glycerin', 'Hydrated Silica', 'Peg-8', 'Sodium Hydroxide', 'Sodium Methyl Cocoyl Taurate', 'Sodium Saccharin', 'Sodium Tripolyphosphate', 'Sorbitol', 'Titanium Dioxide', 'Water', 'Xanthan Gum']",[],Potassium Nitrate 5% Sodium Fluoride 0.24% (0.15% w/v Fluoride Ion),"Inactive Ingredients: Cocamidopropyl Betaine, Flavor, Glycerin, Hydrated Silica, PEG-8, Sodium Hydroxide, Sodium Methyl Cocoyl Taurate, Sodium Saccharin, Sodium Tripolyphosphate, Sorbitol, Titanium Dioxide, Water, Xanthan Gum","Equate Maximum Strength Sensitive Extra Whitening Toothpaste with Fluoride, 4 oz",$2.84 
74,572026271,[' Sodium Monofluorophosphate 0.76% (0.15% W/V Fluoride Ion) '],"[' Sorbitol', 'Purified Water', 'Hydrated Silica', 'Glycerin', 'Xylitol', 'Calcium Carbonate', 'Xanthan Gum', 'Flavor', 'Titanium Dioxide', 'Coconut Oil', 'Cocamidopropyl Betaine', 'Sodium Cocoyl Glutamate', 'Stevia Rebaudiana Extract And Tea Tree Oil']",NA,,"Hello Naturally Healthy Whitening Fluoride Toothpaste, Tea Tree + Coconut Oil, Vegan & SLS Free",$3.97 
75,577118171,"['Calcium carbonate', 'Glycerin', 'Water', 'Xylitol', 'Hydrated Silica', 'Sodium Lauryl Sarcosinate', 'Zinc Citrate', 'Carrageenan', 'Sodium Bicarbonate', 'Mentha piperita Peppermint oil']",[],,,"Equate Beauty Antiplaque & Whitening Toothpaste, Peppermint, 5.5 Oz Tube",$2.88 
76,570462560,"[' Stannous Fluoride 0.454% (0.15% W/V Fluoride Ion) - Anticavity', 'Antihypersensitivity, ']","[' Glycerin', 'Peg-8', 'Hydrated Silica', 'Pentasodium Triphosphate', 'Sodium Lauryl Sulfate', 'Flavor', 'Titanium Dioxide', 'Polyacrylic Acid', 'Cocamidopropyl Betaine', 'Sodium Saccharin.']",NA,"Glycerin, PEG-8, Hydrated Silica, Pentasodium Triphosphate, Flavor, Sodium Lauryl Sulfate, Titanium Dioxide, Polyacrylic Acid, Cocamidopropyl Betaine, Sodium Saccharin","Sensodyne Rapid Relief Sensitive Toothpaste, Extra Fresh- 3.4 Ounces",$5.72 
77,277694,"[' Potassium nitrate 5%** - Antihypersensitivity', 'Sodium fluoride 0.15% w/v fluoride ion - Anticavity, ']","[' Water', 'hydrated silica', 'sorbitol', 'glycerin', 'pentasodium triphosphate', 'PEG-8', 'flavor', 'titanium dioxide', 'cocamidopropyl betaine', 'sodium methyl cocoyl taurate', 'xanthan gum', 'sodium hydroxide', 'sodium saccharin', 'sucralose.']",NA,"Inactive IngredientsWater, Hydrated Silica, Sorbitol, Glycerin, Pentasodium Triphosphate, PEG-8, Flavor, Titanium Dioxide, Cocamidopropyl Betaine, Sodium Methyl Cocoyl Taurate, Xanthan Gum, Sodium Hydroxide, Sodium Saccharin, Sucralose.",Sensodyne Full Protection Teeth Whitening Sensitive Toothpaste - 4 Ounces,$5.72 
78,583068544,"['Active: Potassium Nitrate 5% ? Antihypersensitivity Sodium Fluoride 0.25% (0.15% W/V Fluoride Ion) ? Anticavity, Inactive: Water', 'Sorbitol', 'Hydrated Silica', 'Glycerin', 'Peg-8', 'Sodium Lactate', 'Flavor', 'Cocamidopropyl Betaine', 'Titanium Dioxide', 'Xanthan Gum', 'Sodium Saccharin', 'Pvm/Ma Copolymer', 'Sodium Hydroxide']",[],,"Water, Sorbitol, Hydrated Silica, Glycerin, PEG-8, Sodium Lactate, Flavor, Cocamidopropyl Betaine, Titanium Dioxide, Xanthan Gum, Sodium Saccharin, PVM/MA Copolymer, Sodium Hydroxide",Sensodyne Pronamel Intensive Enamel Repair Whitening Arctic Breeze Toothpaste 3.4 Oz,$5.92 
79,578431127,[' Sodium Monofluorophosphate (1.14%) (0.18% W/V Fluoride Ion). Purpose: Anticavity. '],"[' Propylene Glycol', 'Calcium Pyrophosphate', 'Pvp', 'Peg/Ppg-116/66 Copolymer', 'Hydrogen Peroxide', 'Flavor', 'Sodium Lauryl Sulfate', 'Tetrasodium Pyrophosphate', 'Sodium Saccharin', 'Disodium Pyrophosphate', 'Silica', 'Sucralose', 'Bht.']",,,"Colgate Optic White Renewal Whitening Toothpaste, Enamel Strength, 3 oz, 2 Pack",$11.96 
80,587782408,[' Stannous Fluoride 0.454% (0.14% w/v Fluoride Ion) '],"[' Water', 'Sorbitol', 'Hydrated Silica', 'Sodium Lauryl Sulfate', 'Carrageenan', 'Sodium Gluconate', 'Flavor', 'Stannous Chloride', 'Xanthan Gum', 'Cocamidopropyl Betaine', 'Zinc Citrate', 'Sodium Hydroxide', 'Sodium Saccharin', 'Sucralose', 'Titanium Dioxide']",Stannous Fluoride,"Water, Sorbitol, Hydrated Silica, Sodium Lauryl Sulfate, Carrageenan, Sodium Gluconate, Flavor, Stannous Chloride, Xanthan Gum, Cocamidopropyl Betaine, Zinc Citrate, Sodium Hydroxide, Sodium Saccharin, Sucralose, Titanium Dioxide","Crest Pro Health Gum and Sensitivity Sensitive Toothpaste, 4.1 oz",$6.97 
81,566115661,"[' Stannous Fluoride (0.454%) (0.16% W/V Fluoride Ion). Purposes: Anticavity', 'Antigingivitis', 'Antisensitivity Toothpaste. ']","[' Glycerin', 'Hydrated Silica', 'Sodium Hexametaphosphate', 'Propylene Glycol', 'Peg-6', 'Water', 'Zinc Lactate', 'Trisodium Phosphate', 'Flavor', 'Sodium Lauryl Sulfate', 'Sodium Gluconate', 'Carrageenan', 'Sodium Saccharin', 'Xanthan Gum', 'Blue 1.']",Active Ingredient: Stannous Fluoride 0.454% (0.16% W/V Fluoride Ion),"Inactive Ingredients: Glycerin, Hydrated Silica, Sodium Hexametaphosphate, Propylene Glycol, PEG-6, Water, Zinc Lactate, Trisodium Phosphate, Flavor, Sodium Lauryl Sulfate, Sodium Gluconate, Carrageenan, Sodium Saccharin, Xanthan Gum, Blue 1&nbsp","Crest Pro Health Advanced Deep Clean Mint Toothpaste, 5.1 oz, 2 Pack",$6.97 
82,564424167,[' Sodium Monofluorophosphate (0.76%) (0.13% W/V Fluoride Ion). Purpose: Anticavity. '],"[' Glycerin', 'Water', 'Calcium Carbonate', 'Hydrated Silica', 'Natural Flavor (Strawberry Juice And Other Natural Flavor)', 'Carrageenan', 'Sodium Lauryl Sulfate.']",,"Glycerin, Water, Calcium Carbonate, Hydrated Silica, Natural Flavor (Strawberry Juice and Other Natural Flavor), Carrageenan, Sodium Lauryl Sulfate","Tom's of Maine Children's Silly Strawberry Anticavity Natural Toothpaste, 4.2oz",$3.44 
83,564424167,[' Sodium Monofluorophosphate (0.76%) (0.13% W/V Fluoride Ion). Purpose: Anticavity. '],"[' Glycerin', 'Water', 'Calcium Carbonate', 'Hydrated Silica', 'Natural Flavor (Strawberry Juice And Other Natural Flavor)', 'Carrageenan', 'Sodium Lauryl Sulfate.']",,"Glycerin, Water, Calcium Carbonate, Hydrated Silica, Natural Flavor (Strawberry Juice and Other Natural Flavor), Carrageenan, Sodium Lauryl Sulfate","Tom's of Maine Children's Silly Strawberry Anticavity Natural Toothpaste, 4.2oz",$3.44 
84,572752839,"[' Stannous Fluoride 0.454% (0.15% W/V Fluoride Ion). Purposes: Anticavity', 'Antigingivitis', 'Antisensitivity. ']","[' Water', 'Sorbitol', 'Hydrated Silica', 'Glycerin', 'Peg-12', 'Tetrasodium Pyrophosphate', 'Sodium Lauryl Sulfate', 'Flavor', 'Microcrystalline Cellulose', 'Sodium Citrate', 'Zinc Phosphate', 'Cellulose Gum', 'Sodium Saccharin', 'Cocamidopropyl Betaine', 'Propylene Glycol', 'Xanthan Gum', 'Citric Acid', 'Sucralose', 'Titanium Dioxide', 'Blue 1.']",Stannous Fluoride,"Water, Sorbitol, Hydrated silica, Glycerin, PEG-12, Tetrasodium pyrophosphate, Sodium lauryl sulfate, Flavor, Microcrystalline cellulose, Sodium citrate, Zinc phosphate, Cellulose gum, Sodium Saccharin, Cocamidopropyl Betaine, Propylene Glycol, Xanthan gum, Citric acid, Sucralose, Titanium dioxide","Colgate Total Whitening Toothpaste Gel with Fluoride, Multi Benefit Toothpaste with Sensitivity Relief, 4.8 Oz, 3 Ct",$7.01 
85,554895136,"['Active: sodium Fluoride Inactive: water', 'hydrated sillica', 'stabilized chlorine dioxide', 'sodium lauroyl sarcosinate', 'disodium hydrogen phosphate', 'cellulose gum', 'titanium dioxide', 'preppermint oil', 'sodium dilhydrogen phosphate', 'sucralose', 'menthol crystals']",[],Sodium Fluoride,,"CloSYS Fluoride Toothpaste, 3.4 Ounce, Gentle Mint, Whitening, Sulfate Free, Travel Size, TSA Compliant (1C-34-24F)",$6.83 
86,585365423,[' Stannous Fluoride 0.454% (0.14% w/v Fluoride Ion) '],"[' Water', 'Sorbitol', 'Hydrated Silica', 'Sodium Lauryl Sulfate', 'Sodium Gluconate', 'Carrageenan', 'Flavor', 'Sodium Citrate', 'Xanthan Gum', 'Zinc Citrate', 'Stannous Chloride', 'Sodium Saccharin', 'Sodium Hydroxide', 'Charcoal Powder', 'Sucralose']",Stannous Fluoride,"Water, Sorbitol, Hydrated Silica, Sodium Lauryl Sulfate, Sodium Gluconate, Carrageenan, Flavor, Sodium Citrate, Xanthan Gum, Zinc Citrate, Stannous Chloride, Sodium Saccharin, Sodium Hydroxide, Charcoal Powder, Sucralose","Crest Pro Health Gum Detoxify Charcoal Toothpaste, Soft Mint, 4.1 oz",$6.97 
87,575569338,[' Sodium Fluoride 0.243% (0.16% w/v Fluoride Ion) '],"[' Glycerin', 'Hydrated Silica', 'Water', 'Propylene Glycol', 'Sodium Bicarbonate', 'Tetrasodium Pyrophosphate', 'Sorbitol', 'PEG-12', 'Flavor', 'Sodium Hydroxide', 'Sodium Lauryl Sulfate', 'Sodium Saccharin', 'Poloxamer 407', 'Xanthan Gum', 'Cellulose Gum', 'Calcium Peroxide', 'Titanium Dioxide', 'Blue 1']",Sodium Fluoride,"Glycerin, Hydrated Silica, Water, Propylene Glycol, Sodium Bicarbonate, Tetrasodium Pyrophosphate, Sorbitol, PEG-12, Flavor, Sodium Hydroxide, Sodium Lauryl Sulfate, Sodium Saccharin, Poloxamer 407, Xanthan Gum, Cellulose Gum, Calcium Peroxide, Titanium Dioxide, Blue 1","Crest Cavity Protection Toothpaste, Whitening Baking Soda, 5.7 oz",$1.96 
