,product_number,product name,product link
222,191716396,"Colgate Total Toothpaste, Daily Repair, 5.1 oz. - Paste",https://www.walmart.com/ip/Colgate-Total-Toothpaste-Daily-Repair-5-1-oz-Paste/191716396
223,612619186,"Schmidt's Wondermint Toothpaste, 4.7 Oz",https://www.walmart.com/ip/Schmidt-s-Wondermint-Toothpaste-4-7-Oz/612619186
224,903148236,"(2 pack) Crest Complete Multi-Benefit Whitening Minty Fresh Flavor Liquid Gel Toothpaste, 4.6 oz",https://www.walmart.com/ip/2-pack-Crest-Complete-Multi-Benefit-Whitening-Minty-Fresh-Flavor-Liquid-Gel-Toothpaste-4-6-oz/903148236
225,49913789,CloSYS Fluoride Toothpaste 3.4 Oz,https://www.walmart.com/ip/CloSYS-Fluoride-Toothpaste-3-4-Oz/49913789
226,454084630,"Colgate Essentials with Coconut Oil Toothpaste, 4.6 ounce",https://www.walmart.com/ip/Colgate-Essentials-with-Coconut-Oil-Toothpaste-4-6-ounce/454084630
227,950120140,"(2 pack) Crest Complete Multi-Benefit Whitening + Cinnamon Expressions Toothpaste, Cinnamon Rush, 6.0 ounce",https://www.walmart.com/ip/2-pack-Crest-Complete-Multi-Benefit-Whitening-Cinnamon-Expressions-Toothpaste-Cinnamon-Rush-6-0-ounce/950120140
228,428615658,Tom's Of Maine Silly Strawberry Fluoride Free Toothpaste 3 Pack,https://www.walmart.com/ip/Tom-s-Of-Maine-Silly-Strawberry-Fluoride-Free-Toothpaste-3-Pack/428615658
229,26965410,Tom's of Maine Children's Outrageous Orange Mango 4.2oz,https://www.walmart.com/ip/Tom-s-of-Maine-Children-s-Outrageous-Orange-Mango-4-2oz/26965410
230,49527313,"Hello Kids Fluoride Toothpaste, Blue Raspberry, Vegan & SLS Free, 4.2oz",https://www.walmart.com/ip/Hello-Kids-Fluoride-Toothpaste-Blue-Raspberry-Vegan-SLS-Free-4-2oz/49527313
231,257683159,"Crest 3D White Stain Eraser, Whitening Toothpaste Icy Clean Mint, 3.5 oz",https://www.walmart.com/ip/Crest-3D-White-Stain-Eraser-Whitening-Toothpaste-Icy-Clean-Mint-3-5-oz/257683159
232,520994821,(4 pack) ARM & HAMMER PeroxiCare Toothpaste,https://www.walmart.com/ip/4-pack-ARM-HAMMER-PeroxiCare-Toothpaste/520994821
233,553788780,"Rembrandt Deeply White + Peroxide Whitening Toothpaste, Fresh Mint Flavor, 3.5 oz",https://www.walmart.com/ip/Rembrandt-Deeply-White-Peroxide-Whitening-Toothpaste-Fresh-Mint-Flavor-3-5-oz/553788780
234,133774200,"Crest Complete Whitening + Scope Toothpaste, Minty Fresh, 6.2 oz Pack of 3",https://www.walmart.com/ip/Crest-Complete-Whitening-Scope-Toothpaste-Minty-Fresh-6-2-oz-Pack-of-3/133774200
235,590580992,"Colgate Max Clean with Whitening Foaming Toothpaste, Effervescent Mint - 6 Ounce (4 Count)",https://www.walmart.com/ip/Colgate-Max-Clean-with-Whitening-Foaming-Toothpaste-Effervescent-Mint-6-Ounce-4-Count/590580992
236,554769200,"Burt's Bees Toothpaste with Fluoride, Extra White, Zen Peppermint, 4.7 oz",https://www.walmart.com/ip/Burt-s-Bees-Toothpaste-with-Fluoride-Extra-White-Zen-Peppermint-4-7-oz/554769200
237,41737125,"Crest HD Sensitive + Whitening Two-Step Toothpaste, 4.0 oz and 2.3 oz Tubes",https://www.walmart.com/ip/Crest-HD-Sensitive-Whitening-Two-Step-Toothpaste-4-0-oz-and-2-3-oz-Tubes/41737125
238,34967580,"Crest Sensitivity Plus Scope Whitening Sensitive Toothpaste, 4.1 oz",https://www.walmart.com/ip/Crest-Sensitivity-Plus-Scope-Whitening-Sensitive-Toothpaste-4-1-oz/34967580
239,49932571,"Sunstar GUM Crayola Squeeze-A-Color Tropical Twist Anti-cavity Fluoride Toothpaste, 4.2 oz",https://www.walmart.com/ip/Sunstar-GUM-Crayola-Squeeze-A-Color-Tropical-Twist-Anti-cavity-Fluoride-Toothpaste-4-2-oz/49932571
240,301427834,Dental Expert Activated Charcoal Teeth Whitening Toothpaste [Coconut Oil] Kids & Adults - Destroys Bad Breath - Natural Vegan Black Tooth Paste Whitener [FREE Charcoal Toothbrush & Tongue Cleaner],https://www.walmart.com/ip/Tongue-Expert-Coconut-Black-Natural-Oil-Vegan-Activated-Breath-Dental-Toothbrush-Toothpaste-Whitening-Destroys-Bad-FREE-Paste-Teeth-Kids-Cleaner-Adul/301427834
241,50650935,"Crest + Scope Complete Whitening Toothpaste, Minty Fresh, .85 oz",https://www.walmart.com/ip/Crest-Scope-Complete-Whitening-Toothpaste-Minty-Fresh-85-oz/50650935
242,26965371,"Tom's Of Maine Cavity Protection Fluoride Toothpaste Spearmint, 5.5 OZ",https://www.walmart.com/ip/Tom-s-Of-Maine-Cavity-Protection-Fluoride-Toothpaste-Spearmint-5-5-OZ/26965371
243,639255122,"(2 pack) Colgate Kids 2-in-1 Toothpaste and Mouthwash, Strawberry - 4.6 oz",https://www.walmart.com/ip/2-pack-Colgate-Kids-2-in-1-Toothpaste-and-Mouthwash-Strawberry-4-6-oz/639255122
244,809999926,"Firefly Shopkins Kids Toothbrushes, Toothpaste and Mouthwash Oral Care Holiday Gift Set",https://www.walmart.com/ip/Firefly-Shopkins-Kids-Toothbrushes-Toothpaste-and-Mouthwash-Oral-Care-Holiday-Gift-Set/809999926
245,26965305,"Tom's of Maine Natural Fluoride-Free Antiplaque & Whitening Fennel Toothpaste, 5.5 oz",https://www.walmart.com/ip/Tom-s-of-Maine-Natural-Fluoride-Free-Antiplaque-Whitening-Fennel-Toothpaste-5-5-oz/26965305
246,420115636,"The Natural Dentist Charcoal Whitening Fluoride-Free Toothpaste, Cocomint, 5 Oz Tube",https://www.walmart.com/ip/The-Natural-Dentist-Charcoal-Whitening-Fluoride-Free-Toothpaste-Cocomint-5-Oz-Tube/420115636
247,49714959,"Colgate Tartar Protection Toothpaste with Whitening, Crisp Mint - 6.0 Ounce",https://www.walmart.com/ip/Colgate-Tartar-Protection-Toothpaste-with-Whitening-Crisp-Mint-6-0-Ounce/49714959
248,47932075,"Sensodyne Sensitive Teeth Whitening, True White Extra Fresh, Sensitivity Toothpaste, 3 ounce",https://www.walmart.com/col/Sensodyne-Sensitive-Teeth-Whitening-True-White-Extra-Fresh-Sensitivity-Toothpaste-3-ounce/47932075
249,43888290,"ARM & HAMMER Rejuvenating Truly Radiant Toothpaste, 4.3 oz.",https://www.walmart.com/ip/ARM-HAMMER-Rejuvenating-Truly-Radiant-Toothpaste-4-3-oz/43888290
250,16627499,Tom's of Maine Wicked Fresh Toothpaste Cool Peppermint - 4.7 oz,https://www.walmart.com/ip/Tom-s-of-Maine-Wicked-Fresh-Toothpaste-Cool-Peppermint-4-7-oz/16627499
251,26965593,"Tom's Of Maine Propolis & Myrrh Toothpaste Fluoride-Free Cinnamint, 5.5 OZ",https://www.walmart.com/ip/Tom-s-Of-Maine-Propolis-Myrrh-Toothpaste-Fluoride-Free-Cinnamint-5-5-OZ/26965593
252,733565366,"Schmidt's Coconut Lime Toothpaste, 4.7 oz",https://www.walmart.com/ip/Schmidt-s-Coconut-Lime-Toothpaste-4-7-oz/733565366
253,26965594,"Tom's of Maine Propolis & Myrrh Toothpaste with Fluoride Fennel, 5.5 OZ",https://www.walmart.com/ip/Tom-s-of-Maine-Propolis-Myrrh-Toothpaste-with-Fluoride-Fennel-5-5-OZ/26965594
254,43190597,"Philips Sonicare BreathRx Antibacterial Mouth Rinse, 16 Oz",https://www.walmart.com/ip/Philips-Sonicare-BreathRx-Antibacterial-Mouth-Rinse-16-Oz/43190597
255,149725206,Colgate Optic White High Impact White Whitening Toothpaste - 3 ounce (3 pack),https://www.walmart.com/ip/Colgate-Optic-White-High-Impact-White-Whitening-Toothpaste-3-ounce-3-pack/149725206
256,848546286,"Colgate Total Whitening Toothpaste, 4.8oz 4pk",https://www.walmart.com/ip/Colgate-Total-Whitening-Toothpaste-4-8oz-4pk/848546286
257,182203681,CloSYS Fluoride Free Toothpaste 3.4 Oz,https://www.walmart.com/ip/CloSYS-Fluoride-Free-Toothpaste-3-4-Oz/182203681
258,317420047,"Pepsodent Complete Care Anticavity Fluoride Toothpaste, Original, 5.5 oz each, 6 Count- pack of 6",https://www.walmart.com/ip/Pepsodent-Complete-Care-Anticavity-Fluoride-Toothpaste-Original-5-5-oz-each-6-Count-pack-of-6/317420047
259,336602611,"Tom's of Maine Charcoal Fluoride Free Toothpaste, 4.7oz",https://www.walmart.com/ip/Tom-s-of-Maine-Charcoal-Fluoride-Free-Toothpaste-4-7oz/336602611
260,26965654,"Tom's of Maine Fluoride Toothpaste Natural Simply White Sweet Mint Gel, 4.7 OZ",https://www.walmart.com/ip/Tom-s-of-Maine-Fluoride-Toothpaste-Natural-Simply-White-Sweet-Mint-Gel-4-7-OZ/26965654
261,16627498,NEW Simply White-Clean Mint Tom's Of Maine 4.7 oz Gel,https://www.walmart.com/ip/NEW-Simply-White-Clean-Mint-Tom-s-Of-Maine-4-7-oz-Gel/16627498
262,43771085,"Tom's of Maine Enamel Strength Toothpaste, Peppermint, 4oz",https://www.walmart.com/ip/Tom-s-of-Maine-Enamel-Strength-Toothpaste-Peppermint-4oz/43771085
263,14284564,"Crest Complete Multi-Benefit Whitening + Scope Outlast, Mint Toothpaste, 5.8 Oz",https://www.walmart.com/ip/Crest-Complete-Multi-Benefit-Whitening-Scope-Outlast-Mint-Toothpaste-5-8-Oz/14284564
264,606348637,"(2 pack) Sensodyne Fresh Mint Sensitivity Toothpaste for Sensitive Teeth and Fresh Breath, 4 Ounce",https://www.walmart.com/ip/2-pack-Sensodyne-Fresh-Mint-Sensitivity-Toothpaste-for-Sensitive-Teeth-and-Fresh-Breath-4-Ounce/606348637
265,192732266,"Dr. Bronner's Cinnamon Toothpaste, 5 oz",https://www.walmart.com/ip/Dr-Bronner-s-Cinnamon-Toothpaste-5-oz/192732266
266,43711290,"Sensodyne Pronamel Gentle Whitening Fluoride Toothpaste to Strengthen and Protect Enamel, 2.7 ounces",https://www.walmart.com/ip/Sensodyne-Pronamel-Gentle-Whitening-Fluoride-Toothpaste-to-Strengthen-and-Protect-Enamel-2-7-ounces/43711290
267,848109636,"Colgate Optic White Platinum Stain-Less White Toothpaste - 3.0 ounce, Pack of 2",https://www.walmart.com/ip/Colgate-Optic-White-Platinum-Stain-Less-White-Toothpaste-3-0-ounce-Pack-of-2/848109636
268,748785969,"Parodontax Whitening Toothpaste for Bleeding Gums, 3.4 Ounce (Pack of 3)",https://www.walmart.com/ip/Parodontax-Whitening-Toothpaste-for-Bleeding-Gums-3-4-Ounce-Pack-of-3/748785969
269,236454511,(2 Pack) Tom's of Maine Simply White Toothpaste Clean Mint - 4.7 oz,https://www.walmart.com/ip/2-Pack-Tom-s-of-Maine-Simply-White-Toothpaste-Clean-Mint-4-7-oz/236454511
270,34880939,"Luster Power White Pro Deep Stain Eraser Anticavity Fluoride, Enamel-Safe & Effective Professional Teeth Whitening Toothpaste, Mint, 4 oz",https://www.walmart.com/ip/Luster-Power-White-Pro-Deep-Stain-Eraser-Anticavity-Fluoride-Enamel-Safe-Effective-Professional-Teeth-Whitening-Toothpaste-Mint-4-oz/34880939
271,681964758,(2 pack) Tom's of Maine Children's Natural Fluoride Toothpaste Silly Strawberry - 4.2 oz,https://www.walmart.com/ip/2-pack-Tom-s-of-Maine-Children-s-Natural-Fluoride-Toothpaste-Silly-Strawberry-4-2-oz/681964758
272,920752897,Colgate Total Advanced Whitening Toothpaste 8oz 226g 4-pack,https://www.walmart.com/ip/Colgate-Total-Advanced-Whitening-Toothpaste-8oz-226g-4-pack/920752897
273,381696151,"Crest Kid's Cavity Protection Toothpaste Pump featuring Disney's Frozen, Blue Bubblegum, 4.2 oz, Ages 3+",https://www.walmart.com/ip/Crest-Kid-s-Cavity-Protection-Toothpaste-Pump-featuring-Disney-s-Frozen-Blue-Bubblegum-4-2-oz-Ages-3/381696151
274,138381804,"Hello Sensitivity Relief SLS Free Toothpaste with Fluoride, Soothing Mint with Coconut Oil, Vegan & SLS Free, 4oz",https://www.walmart.com/ip/Hello-Sensitivity-Relief-SLS-Free-Toothpaste-with-Fluoride-Soothing-Mint-with-Coconut-Oil-Vegan-SLS-Free-4oz/138381804
275,669953247,"Colgate Sensitive Toothpaste, Prevent & Repair - Gentle Mint Paste Formula (6 ounce, Pack of 3)",https://www.walmart.com/ip/Colgate-Sensitive-Toothpaste-Prevent-Repair-Gentle-Mint-Paste-Formula-6-ounce-Pack-of-3/669953247
276,778890116,"Tom's of Maine Charcoal Anticavity Toothpaste, 4.7oz",https://www.walmart.com/ip/Tom-s-of-Maine-Charcoal-Anticavity-Toothpaste-4-7oz/778890116
277,115643999,"(4 Pack) Colgate Kids Bubble Fruit Cavity Protection Toothpaste, 4.6 oz",https://www.walmart.com/ip/4-Pack-Colgate-Kids-Bubble-Fruit-Cavity-Protection-Toothpaste-4-6-oz/115643999
278,10794704,Baby Orajel Gel & Finger Toothbrush Mixed Fruit Tooth & Gum Cleanser .7 Oz Peg,https://www.walmart.com/ip/Baby-Orajel-Gel-Finger-Toothbrush-Mixed-Fruit-Tooth-Gum-Cleanser-7-Oz-Peg/10794704
279,600165635,"Colgate Kids Tooothpaste with Anticavity Fluoride, Minions, 4.6 ounces (4 Pack)",https://www.walmart.com/ip/Colgate-Kids-Tooothpaste-with-Anticavity-Fluoride-Minions-4-6-ounces-4-Pack/600165635
280,26965278,"Tom's of Maine Wicked Fresh! Fluoride Toothpaste, Spearmint Ice, 4.7 Oz",https://www.walmart.com/ip/Tom-s-of-Maine-Wicked-Fresh-Fluoride-Toothpaste-Spearmint-Ice-4-7-Oz/26965278
281,504686470,Opalescence Whitening Toothpaste Cool Mint with flouride 4.7oz (2pack),https://www.walmart.com/ip/Opalescence-Whitening-Toothpaste-Cool-Mint-with-flouride-4-7oz-2pack/504686470
282,37168418,"Petrodex Enzymatic Toothpaste for Dogs Poultry Flavor, 6.2 Ounces",https://www.walmart.com/ip/Petrodex-Enzymatic-Toothpaste-for-Dogs-Poultry-Flavor-6-2-Ounces/37168418
283,26965334,"Tom's of Maine Botanically Bright Peppermint Whitening Toothpaste, 4.7 oz",https://www.walmart.com/ip/Tom-s-of-Maine-Botanically-Bright-Peppermint-Whitening-Toothpaste-4-7-oz/26965334
284,46022524,Crest Tartar Protection Whitening Cool Mint Flavor Toothpaste 8.2 Oz,https://www.walmart.com/ip/Crest-Tartar-Protection-Whitening-Cool-Mint-Flavor-Toothpaste-8-2-Oz/46022524
285,614152438,"Colgate Optic White Whitening Toothpaste, Sparkling Mint - 5 oz (3 Pack)",https://www.walmart.com/ip/Colgate-Optic-White-Whitening-Toothpaste-Sparkling-Mint-5-oz-3-Pack/614152438
286,45022353,Crest Toothpaste Gel Cool Mint 6.40 oz (Pack of 3),https://www.walmart.com/ip/Crest-Toothpaste-Gel-Cool-Mint-6-40-oz-Pack-of-3/45022353
287,46068491,Plus White Xtra Whitening Toothpaste Gel Cool Mint 3.50 oz,https://www.walmart.com/ip/Plus-White-Xtra-Whitening-Toothpaste-Gel-Cool-Mint-3-50-oz/46068491
288,46300785,Sunstar GUM Rincinol P.R.N. 4 Oz. Mouth Sore Rinse,https://www.walmart.com/ip/Sunstar-GUM-Rincinol-P-R-N-4-Oz-Mouth-Sore-Rinse/46300785
289,610837151,"Crest 3D White Advanced Whitening Toothpaste 6oz (170g), 5-pack",https://www.walmart.com/ip/Crest-3D-White-Advanced-Whitening-Toothpaste-6oz-170g-5-pack/610837151
290,104089843,Activated Charcoal Tooth Powder,https://www.walmart.com/ip/Activated-Charcoal-Tooth-Powder/104089843
291,644445681,"Colgate Max Fresh Toothpaste with Mini Breath Strips, Cool Mint - 7.6 Ounce (3 Pack)",https://www.walmart.com/ip/Colgate-Max-Fresh-Toothpaste-with-Mini-Breath-Strips-Cool-Mint-7-6-Ounce-3-Pack/644445681
292,48083416,"ACT Advanced Care Plaque Guard Antigingivitis/Antiplaque Mouthwash, Clean Mint, 18 Oz",https://www.walmart.com/ip/ACT-Advanced-Care-Plaque-Guard-Antigingivitis-Antiplaque-Mouthwash-Clean-Mint-18-Oz/48083416
293,104204495,"Crest Complete Whitening + Scope Toothpaste, 5 Ct, 5.8 Oz",https://www.walmart.com/ip/Crest-Complete-Whitening-Scope-Toothpaste-5-Ct-5-8-Oz/104204495
294,290993285,"Colgate MaxFresh Toothpaste, Cool Mint (7.6 oz., 5 pk.)",https://www.walmart.com/ip/Colgate-MaxFresh-Toothpaste-Cool-Mint-7-6-oz-5-pk/290993285
295,589068531,"Hello Activated Charcoal + Hemp Fluoride Free Toothpaste, Vegan & SLS Free, 4oz",https://www.walmart.com/ip/Hello-Activated-Charcoal-Hemp-Fluoride-Free-Toothpaste-Vegan-SLS-Free-4oz/589068531
296,781242647,"Tom's of Maine Whole Care Toothpaste, Peppermint, 4.0oz 3 Pack",https://www.walmart.com/ip/Tom-s-of-Maine-Whole-Care-Toothpaste-Peppermint-4-0oz-3-Pack/781242647
297,188380514,"6 Pack - Aquafresh Maximum Strength Sensitive + Gentle Whitening Toothpaste, Smooth Mint 5.6 oz",https://www.walmart.com/ip/6-Pack-Aquafresh-Maximum-Strength-Sensitive-Gentle-Whitening-Toothpaste-Smooth-Mint-5-6-oz/188380514
298,816160901,"Crest 3D White, Charcoal Whitening Toothpaste, 4.1 oz, Pack of 3",https://www.walmart.com/ip/Crest-3D-White-Charcoal-Whitening-Toothpaste-4-1-oz-Pack-of-3/816160901
299,48088630,GUM Butlerweave Floss Mint Waxed 200 yd,https://www.walmart.com/ip/GUM-Butlerweave-Floss-Mint-Waxed-200-yd/48088630
300,872796005,"Aquafresh Maximum Strength Sensitive + Gentle Whitening Toothpaste, Smooth Mint 5.6 oz",https://www.walmart.com/ip/Aquafresh-Maximum-Strength-Sensitive-Gentle-Whitening-Toothpaste-Smooth-Mint-5-6-oz/872796005
301,372388297,"Crest 3D White Whitening Therapy Sensitivity Care Toothpaste, 4.1 oz",https://www.walmart.com/ip/Crest-3D-White-Whitening-Therapy-Sensitivity-Care-Toothpaste-4-1-oz/372388297
302,410455879,"Tom's of Maine Rapid Relief Sensitive Natural Toothpaste, Fresh Mint, 2 Pack",https://www.walmart.com/ip/Tom-s-of-Maine-Rapid-Relief-Sensitive-Natural-Toothpaste-Fresh-Mint-2-Pack/410455879
303,26965260,"JASON Sea Fresh Strengthening Fluoride-Free Toothpaste, 6 Ounce Tube",https://www.walmart.com/ip/JASON-Sea-Fresh-Strengthening-Fluoride-Free-Toothpaste-6-Ounce-Tube/26965260
304,366071108,"Opalescence Whitening Toothpaste, Cool Mint with Fluoride, 4.7 oz",https://www.walmart.com/ip/Opalescence-Whitening-Toothpaste-Cool-Mint-with-Fluoride-4-7-oz/366071108
305,816787161,7 Pack Crest Trial & Travel Size Toothpaste + Toothbrush Kit 0.85 Ounce Tube,https://www.walmart.com/ip/7-Pack-Crest-Trial-Travel-Size-Toothpaste-Toothbrush-Kit-0-85-Ounce-Tube/816787161
306,143223764,ACT Kids 4.6 Oz. Bubblegum Blowout Fluoride Toothpaste,https://www.walmart.com/ip/ACT-Kids-4-6-Oz-Bubblegum-Blowout-Fluoride-Toothpaste/143223764
307,26965625,"Tom's of Maine Toothpaste Spearmint Natural Fluoride-Free Propolis & Myrrh, 5.5 OZ",https://www.walmart.com/ip/Tom-s-of-Maine-Toothpaste-Spearmint-Natural-Fluoride-Free-Propolis-Myrrh-5-5-OZ/26965625
308,46238274,Close-Up Toothpaste Gel Cinnamon Red 8 oz (Pack of 3),https://www.walmart.com/ip/Close-Up-Toothpaste-Gel-Cinnamon-Red-8-oz-Pack-of-3/46238274
309,588183137,"Tom's of Maine Sea Salt Toothpaste, 4.7oz",https://www.walmart.com/ip/Tom-s-of-Maine-Sea-Salt-Toothpaste-4-7oz/588183137
310,278467929,"5 Pack - Crest Tartar Protection Toothpaste, Fresh Mint Gel 6.4 oz Each",https://www.walmart.com/ip/5-Pack-Crest-Tartar-Protection-Toothpaste-Fresh-Mint-Gel-6-4-oz-Each/278467929
311,26968726,"The Natural Dentist All In One Fluoride Toothpaste with Aloe, Peppermint Twist, 5 Ounce Tube",https://www.walmart.com/ip/The-Natural-Dentist-All-In-One-Fluoride-Toothpaste-with-Aloe-Peppermint-Twist-5-Ounce-Tube/26968726
312,267328757,"Sensodyne Pronamel Mint Essence Fluoride Toothpaste to Strengthen and Protect Enamel, 4 ounces (Pack of 3)",https://www.walmart.com/ip/Sensodyne-Pronamel-Mint-Essence-Fluoride-Toothpaste-to-Strengthen-and-Protect-Enamel-4-ounces-Pack-of-3/267328757
313,34013736,Fresh Breath by TropiClean Dog Clean Teeth Oral Care Gel,https://www.walmart.com/ip/Fresh-Breath-by-TropiClean-Dog-Cat-Clean-Teeth-Oral-Care-Gel-4-oz/34013736
314,26965369,"Tom's Of Maine Botanically Bright Toothpaste, Spearmint, 4.7 Ounce",https://www.walmart.com/ip/Tom-s-Of-Maine-Botanically-Bright-Toothpaste-Spearmint-4-7-Ounce/26965369
315,556396428,"JASON Simply Coconut Soothing Coconut Chamomile Toothpaste, 4.2 oz. (Packaging May Vary)",https://www.walmart.com/ip/JASON-Simply-Coconut-Soothing-Coconut-Chamomile-Toothpaste-4-2-oz-Packaging-May-Vary/556396428
316,511547761,Stain Removal Whitening Toothpaste Fight Bleeding Gums Toothpaste,https://www.walmart.com/ip/Stain-Removal-Whitening-Toothpaste-Fight-Bleeding-Gums-Toothpaste/511547761
317,35788888,"Kid's Spry Strawberry Banana Tooth Gel with Xylitol, 2 oz",https://www.walmart.com/ip/Kid-s-Spry-Strawberry-Banana-Tooth-Gel-with-Xylitol-2-oz/35788888
318,610104042,"Close-Up Fluoride Toothpaste, Freshening Red Gel 4 oz",https://www.walmart.com/ip/Close-Up-Fluoride-Toothpaste-Freshening-Red-Gel-4-oz/610104042
319,467822955,"Marvis Whitening Mint Toothpaste, 4.2 Oz",https://www.walmart.com/ip/Marvis-Whitening-Mint-Toothpaste-4-2-Oz/467822955
320,197940626,"Spry Xylitol And Aloe Anti-Plaque Toothpaste, Spearmint, 4 Oz",https://www.walmart.com/ip/Spry-Xylitol-And-Aloe-Anti-Plaque-Toothpaste-Spearmint-4-Oz/197940626
321,965311703,"2 Pack - Colgate MaxFresh Fluoride Toothpaste with Mini Breath Strips, Whitening, Cool Mint 4.6 oz",https://www.walmart.com/ip/2-Pack-Colgate-MaxFresh-Fluoride-Toothpaste-with-Mini-Breath-Strips-Whitening-Cool-Mint-4-6-oz/965311703
322,921432139,"Tom's of Maine Toddler Toothpaste and Toothbrush, Mild Fruit",https://www.walmart.com/ip/Tom-s-of-Maine-Toddler-Toothpaste-and-Toothbrush-Mild-Fruit/921432139
323,46008086,"Plus White Smokers' Whitening Toothpaste, Cool Wintergreen, 3.5 Oz",https://www.walmart.com/ip/Plus-White-Smokers-Whitening-Toothpaste-Cool-Wintergreen-3-5-Oz/46008086
324,413682059,"Tom's of Maine Luminous White Toothpaste, Clean Mint, 4.0oz 3 Pack",https://www.walmart.com/ip/Tom-s-of-Maine-Luminous-White-Toothpaste-Clean-Mint-4-0oz-3-Pack/413682059
325,415441519,"Tom's Toddler Training Fluoride-Free Gel, 1.75oz, 3 Pack",https://www.walmart.com/ip/Tom-s-Toddler-Training-Fluoride-Free-Gel-1-75oz-3-Pack/415441519
326,252673031,"2 Pack - ACT Kids Fluoride Toothpaste, Bubblegum Blowout 4.6 oz",https://www.walmart.com/ip/2-Pack-ACT-Kids-Fluoride-Toothpaste-Bubblegum-Blowout-4-6-oz/252673031
327,55335251,"Crest 3D White Luxe Diamond Strong Whitening Toothpaste, Brilliant Mint, 4.8 oz",https://www.walmart.com/ip/Crest-3D-White-Luxe-Diamond-Strong-Whitening-Toothpaste-Brilliant-Mint-4-8-oz/55335251
328,26965692,"Earth's Best Toothpaste, Strawberry & Banana, 1.6 oz. Tube",https://www.walmart.com/ip/Earth-s-Best-Toothpaste-Strawberry-Banana-1-6-oz-Tube/26965692
329,773425675,"Kid's Crest Cavity Protection Bubblegum Flavor Toothpaste Gel Formula, 4.2 oz",https://www.walmart.com/ip/Kid-s-Crest-Cavity-Protection-Bubblegum-Flavor-Toothpaste-Gel-Formula-4-2-oz/773425675
330,985905494,"2 Pack - Close-Up Fluoride Toothpaste, Freshening Red Gel 4 oz",https://www.walmart.com/ip/2-Pack-Close-Up-Fluoride-Toothpaste-Freshening-Red-Gel-4-oz/985905494
331,699064852,"Polident Dentu-Creme Denture Toothpaste, 3.9 Oz Each",https://www.walmart.com/ip/Polident-Dentu-Creme-Denture-Toothpaste-3-9-Oz-Each/699064852
332,170339596,"Kid's Spry Original Tooth Gel with Xylitol, 2 oz",https://www.walmart.com/ip/Kid-s-Spry-Original-Tooth-Gel-with-Xylitol-2-oz/170339596
333,349676711,Colgate Essentials Daily Toothbrush + Toothpaste with Charcoal,https://www.walmart.com/ip/Colgate-Essentials-Daily-Toothbrush-Toothpaste-with-Charcoal/349676711
334,727318200,(4 Pack) Arm & HammerÂ® Sensitive Whitening Toothpaste with Baking Soda & Tartar Control 4.5 oz. Box,https://www.walmart.com/ip/4-Pack-Arm-Hammer-Sensitive-Whitening-Toothpaste-with-Baking-Soda-Tartar-Control-4-5-oz-Box/727318200
335,684021470,hello organic apple toddler training toothpaste,https://www.walmart.com/ip/hello-organic-apple-toddler-training-toothpaste/684021470
336,422066326,"Luster Premium AM/PM Enamel-Safe & Effective Professional Teeth Whitening Dual Toothpaste, Mint, 4 oz",https://www.walmart.com/ip/Luster-Premium-AM-PM-Enamel-Safe-Effective-Professional-Teeth-Whitening-Dual-Toothpaste-Mint-4-oz/422066326
337,142924183,"3 Pack - Polident Dentu-Creme Denture Toothpaste, 3.9 Oz Each",https://www.walmart.com/ip/3-Pack-Polident-Dentu-Creme-Denture-Toothpaste-3-9-Oz-Each/142924183
338,46232883,Close-Up Toothpaste Gel Cinnamon Red 8 oz (Pack of 6),https://www.walmart.com/ip/Close-Up-Toothpaste-Gel-Cinnamon-Red-8-oz-Pack-of-6/46232883
339,656471123,2 Pack - Crest 3D White Luxe Diamond Strong Toothpaste 3.5 oz,https://www.walmart.com/ip/2-Pack-Crest-3D-White-Luxe-Diamond-Strong-Toothpaste-3-5-oz/656471123
340,776082173,"Sensodyne Rapid Relief Sensitivity Toothpaste, Extra Fresh, 3.4 ounce (Pack of 3)",https://www.walmart.com/ip/Sensodyne-Rapid-Relief-Sensitivity-Toothpaste-Extra-Fresh-3-4-ounce-Pack-of-3/776082173
341,42386905,"Crest Kids Cavity Protection Toothpaste featuring STAR WARS, Minty Breeze, 4.2 oz, Ages 6+",https://www.walmart.com/ip/Crest-Kids-Cavity-Protection-Toothpaste-featuring-STAR-WARS-Minty-Breeze-4-2-oz-Ages-6/42386905
342,827952422,"Sensodyne ProNamel Gentle Whitening Toothpaste 6.5oz (184.3g), 4-pack",https://www.walmart.com/ip/Sensodyne-ProNamel-Gentle-Whitening-Toothpaste-6-5oz-184-3g-4-pack/827952422
343,127469517,"Sensodyne Rapid Relief Toothpaste for Sensitive Teeth in Travel Size, Mint, 0.8 Ounce",https://www.walmart.com/ip/Sensodyne-Rapid-Relief-Toothpaste-for-Sensitive-Teeth-in-Travel-Size-Mint-0-8-Ounce/127469517
344,54218106,"Colgate Kids Powered Toothbrush, Toothpaste Pack - Trolls",https://www.walmart.com/ip/Colgate-Kids-Powered-Toothbrush-Toothpaste-Pack-Trolls/54218106
345,26965421,"JASON Powersmile Anti-Cavity & Whitening Gel, 6 Ounce Tube",https://www.walmart.com/ip/JASON-Powersmile-Anti-Cavity-Whitening-Gel-6-Ounce-Tube/26965421
