,Unnamed: 0,active_ingredients,inactive_ingredients,name,price,active_smiles,inactive_smiles,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,RingCount,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_Ar_COO,fr_Ar_N,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_aldehyde,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_azo,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_halogen,fr_hdrzone,fr_phos_acid,fr_pyridine,fr_sulfonamd,fr_unbrch_alkane,fr_NH1,fr_Ndealkylation1,fr_quatN,fr_alkyl_halide,NumAliphaticCarbocycles,fr_Ar_NH,fr_Nhpyrrole,fr_epoxide,NumSaturatedCarbocycles,fr_Ar_OH,fr_ketone,fr_ketone_Topliss,fr_nitrile,fr_phenol,fr_phenol_noOrthoHbond,fr_urea,fr_Ndealkylation2,fr_methoxy,fr_lactone,fr_sulfide,fr_NH2,fr_para_hydroxylation,fr_Imine,fr_guanido,fr_phos_ester,fr_ArN,fr_furan,fr_hdrzine,fr_nitro,fr_priamide,fr_imidazole,fr_N_O,fr_imide,fr_sulfone,fr_SH,fr_thiocyan,fr_nitroso
52,52,['sodium fluoride'],"['water','sorbitol','hydrated silica','disodium pytophosphate','sodium lauryl sulfate','flavor','sodium hydroxide','cellulose gum','sodium saccharin','carbomer','polysorbate 80','mica','titanium dioxide','fd&c blue no.1']","Crest 3D White, Whitening Toothpaste Radiant Mint, 4.1 oz, Pack of 3",$9.97 ,['[F-].[Na+]'],"['O','C(C(C(C(C(CO)O)O)O)O)O','O.[O-2].[O-2].[Si+4]','OP(=O)([O-])OP(=O)(O)[O-].[Na+].[Na+]','CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]','flavor','[OH-].[Na+]','CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O.[Na]','C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.[Na+]','C=CC(=O)O','CCCCCCCCC=CCCCCCCCC(=O)OCCOCC(C1C(CC(O1)OCCO)OCCO)OCCO','[O-2].O=[Al]O[Al]=O.O=[Si]=O.[K+].[K+]','O=[Ti]=O','fd&c blue no.1']",141,23,54,2,2,1,0,1,44,18,73,1,57,1,1,781,3,2,14,14,0,0,2,2,5,3,1,1,2,1,0,0,0,1,1,1,6,1,0,2,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,53,['sodium fluoride'],"['water','hydrated silica','sorbitol','glycerin','peg-8','flavor','sodium lauryl sulfate','gum xanthan','titanium dioxide','cocamidopropyl betaine','sodium saccharin','iron oxide','red 30']","waterfresh Extreme Clean Mint Blast Fluoride Toothpaste Twin Pack, 5.6 oz, 2 pack",$4.87 - $8.99,['[F-].[Na+]'],"['O','O.[O-2].[O-2].[Si+4]','C(C(C(C(C(CO)O)O)O)O)O','C(C(CO)O)O','peg-8','flavor','CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]','CC(=O)OCC1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)CO)OP)O)O)CO)CP)O)OC4C(C(C(C(O4)C(=O)O)OC5C(C(C6C(O5)COC(O6)(C)C(=O)O)O)O)O)O)O)O','O=[Ti]=O','CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-]','C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.[Na+]','iron oxide','CC1=CC(=CC2=C1C(=O)C(=C3C(=O)C4=C(S3)C=C(C=C4C)Cl)S2)Cl']",174,27,59,9,9,3,0,3,52,23,73,0,51,6,6,982,12,3,20,20,0,0,3,3,8,6,2,0,2,2,0,2,0,3,4,1,12,3,0,0,0,1,17,1,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,54,['sodium fluoride'],"['water','hydrated silica','sorbitol','glycerin','sodium lauryl sulfate','flavor','gum xanthan','titanium dioxide','peg-8','sodium saccharin','carrageenan','red 30','fd&c blue no.1']","waterfresh Extra Fresh Plus Whitening Fluoride Toothpaste for Cavity Protection, 5.6 ounce (3 pack)",$2.50 ,['[F-].[Na+]'],"['O','O.[O-2].[O-2].[Si+4]','C(C(C(C(C(CO)O)O)O)O)O','C(C(CO)O)O','CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]','flavor','CC(=O)OCC1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)CO)OP)O)O)CO)CP)O)OC4C(C(C(C(O4)C(=O)O)OC5C(C(C6C(O5)COC(O6)(C)C(=O)O)O)O)O)O)O)O','O=[Ti]=O','peg-8','C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.[Na+]','CCC(=O)C1=C(C(=C(C=C1)F)C2CC2NC(=O)NC3=NC=C(C=C3)C#N)O.CC(=O)[O-].CC(=O)[O-].[Zn+2]','CC1=CC(=CC2=C1C(=O)C(=C3C(=O)C4=C(S3)C=C(C=C4C)Cl)S2)Cl','fd&c blue no.1']",186,29,65,9,10,4,1,5,58,25,81,0,40,6,7,1026,15,4,20,20,0,1,4,4,10,8,3,0,2,3,1,2,0,4,4,1,12,4,0,0,1,1,9,2,0,0,0,1,0,0,0,1,1,3,3,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,55,"['sodium monofluorophosphate','water','sorbitol','hydrated silica','glycerin','peg-32','sodium lauryl sulfate','cellulose gum','sodium saccharin','eucalyptol','methyl salicylate','thymol','phosphoric acid','menthol','sodium phosphate','gum xanthan','benzoic acid','mentha viridis leaf oil','disodium phosphate','fd&c blue no.1','yellow 10']",[],"Listerine Essential Care Original Gel Fluoride Toothpaste, 4.2 oz",$7.57 ,"['[O-]P(=O)([O-])F.[Na+].[Na+]','O','C(C(C(C(C(CO)O)O)O)O)O','O.[O-2].[O-2].[Si+4]','C(C(CO)O)O','peg-32','CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]','CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O.[Na]','C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.[Na+]','CC1(C2CCC(O1)(CC2)C)C','COC(=O)C1=CC=CC=C1O','CC1=CC(=C(C=C1)C(C)C)O','OP(=O)(O)O','CC1CCC(C(C1)O)C(C)C','[O-]P(=O)([O-])[O-].[Na+].[Na+].[Na+]','CC(=O)OCC1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)CO)OP)O)O)CO)CP)O)OC4C(C(C(C(O4)C(=O)O)OC5C(C(C6C(O5)COC(O6)(C)C(=O)O)O)O)O)O)O)O','C1=CC=C(C=C1)C(=O)O','mentha viridis leaf oil','OP(=O)([O-])[O-].[Na+].[Na+]','fd&c blue no.1','yellow 10']",[],218,40,81,9,11,4,0,4,68,36,101,1,44,8,10,1215,15,3,26,26,1,0,4,4,8,4,1,1,0,1,0,1,0,4,5,2,14,1,0,3,0,1,9,0,0,0,0,2,0,0,0,2,2,0,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,56,['stannous fluoride'],"['glycerin','peg-8','hydrated silica','pentasodium triphosphate','sodium lauryl sulfate','flavor','titanium dioxide','polyacrylic acid','cocamidopropyl betaine','sodium saccharin']","Sensodyne Rapid Relief Toothpaste for Sensitive Teeth, Mint, 3.4 Ounce",$5.72 - $10.98,['F[Sn]F'],"['C(C(CO)O)O','peg-8','O.[O-2].[O-2].[Si+4]','[O-]P(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+].[Na+]','CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]','flavor','O=[Ti]=O','C=CC(=O)O','CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-]','C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.[Na+]']",94,7,33,1,1,1,0,1,26,5,50,2,35,0,0,512,2,2,3,3,0,0,2,2,4,3,2,0,0,2,0,0,0,1,1,0,0,2,0,3,0,1,17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,57,"['potassium nitrate','sodium fluoride']","['water','hydrated silica','sorbitol','glycerin','pentasodium triphosphate','peg-8','sodium lauryl sulfate','flavor','gum xanthan','sodium hydroxide','cocamidopropyl betaine','sodium saccharin','fd&c blue no.1']","Sensodyne Sensitivity Toothpaste for Sensitive Teeth, Deep Clean, 4 ounce",$5.72 ,"['[N+](=O)([O-])[O-].[K+]','[F-].[Na+]']","['O','O.[O-2].[O-2].[Si+4]','C(C(C(C(C(CO)O)O)O)O)O','C(C(CO)O)O','[O-]P(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+].[Na+]','peg-8','CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]','flavor','CC(=O)OCC1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)CO)OP)O)O)CO)CP)O)OC4C(C(C(C(O4)C(=O)O)OC5C(C(C6C(O5)COC(O6)(C)C(=O)O)O)O)O)O)O)O','[OH-].[Na+]','CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-]','C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.[Na+]','fd&c blue no.1']",172,28,70,7,7,1,0,1,60,23,89,0,55,6,6,958,8,3,20,20,0,0,3,3,6,4,3,0,0,2,0,0,0,1,2,1,12,1,0,3,0,1,17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,58,"['arginine bicarbonate','benzyl alcohol','calcium carbonate','hydrated silica','sodium bicarbonate','sodium lauryl sulfate','sorbitol','titanium dioxide','water','gum xanthan','xylitol']",[],"Tom's of Maine Rapid Relief Sensitive Fluoride-Free Toothpaste, Fresh Mint, 4.0 oz",$4.83 ,"['C(CC(C(=O)O)N)CN=C(N)N.C(=O)(O)O','C1=CC=C(C=C1)CO','C(=O)([O-])[O-].[Ca+2]','O.[O-2].[O-2].[Si+4]','C(=O)(O)[O-].[Na+]','CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]','C(C(C(C(C(CO)O)O)O)O)O','O=[Ti]=O','O','CC(=O)OCC1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)CO)OP)O)O)CO)CP)O)OC4C(C(C(C(O4)C(=O)O)OC5C(C(C6C(O5)COC(O6)(C)C(=O)O)O)O)O)O)O)O','C(C(C(C(CO)O)O)O)O']",[],149,39,66,6,6,1,0,1,54,32,74,0,43,6,6,858,7,3,23,23,0,0,3,9,7,2,1,0,0,0,0,0,0,1,1,1,12,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59,59,"['potassium nitrate','sodium fluoride']","['water','sorbitol','hydrated silica','glycerin','peg-8','sodium lactate','flavor','cocamidopropyl betaine','titanium dioxide','gum xanthan','sodium saccharin','pvm/ma copolymer','sodium hydroxide']","Sensodyne Pronamel Intensive Enamel Repair Clean Mint Toothpaste for Enamel Strengthening, 3.4 ounces",$5.72 ,"['[N+](=O)([O-])[O-].[K+]','[F-].[Na+]']","['O','C(C(C(C(C(CO)O)O)O)O)O','O.[O-2].[O-2].[Si+4]','C(C(CO)O)O','peg-8','CC(C(=O)[O-])O.[Na+]','flavor','CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-]','O=[Ti]=O','CC(=O)OCC1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)CO)OP)O)O)CO)CP)O)OC4C(C(C(C(O4)C(=O)O)OC5C(C(C6C(O5)COC(O6)(C)C(=O)O)O)O)O)O)O)O','C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.[Na+]','COC=C.C1=CC(=O)OC1=O','[OH-].[Na+]']",157,29,65,8,8,1,0,1,55,24,76,0,41,6,6,886,9,4,21,21,0,0,4,4,9,7,3,0,0,2,0,0,0,1,2,3,14,1,0,0,0,1,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,60,['stannous fluoride'],"['glycerin','peg-8','hydrated silica','pentasodium triphosphate','flavor','sodium lauryl sulfate','titanium dioxide','polyacrylic acid','sodium saccharin','cocamidopropyl betaine']","Sensodyne Rapid Relief Toothpaste for Sensitive Teeth, Extra Fresh, 3.4 Ounce",$5.92 - $10.98,['F[Sn]F'],"['C(C(CO)O)O','peg-8','O.[O-2].[O-2].[Si+4]','[O-]P(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+].[Na+]','flavor','CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]','O=[Ti]=O','C=CC(=O)O','C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.[Na+]','CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-]']",94,7,33,1,1,1,0,1,26,5,50,2,35,0,0,512,2,2,3,3,0,0,2,2,4,3,2,0,0,2,0,0,0,1,1,0,0,2,0,3,0,1,17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,61,['sodium fluoride'],"['sorbitol','water','hydrated silica','tetrasodium pyrophosphate','peg-6','glycerin','sodium lauryl sulfate','disodium pytophosphate','flavor','sodium saccharin','cellulose gum','carnauba wax','carbomer','titanium dioxide','red 40']","(2 pack) Crest Complete Whitening + Cinnamon Expressions Liquid Gel Toothpaste, Cinnamon Rush, 4.6 ounce",$2.47 - $7.41,['[F-].[Na+]'],"['C(C(C(C(C(CO)O)O)O)O)O','O','O.[O-2].[O-2].[Si+4]','[O-]P(=O)([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+]','C(COCCOCCOCCOCCOCCO)O','C(C(CO)O)O','CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]','OP(=O)([O-])OP(=O)(O)[O-].[Na+].[Na+]','flavor','C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.[Na+]','CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O.[Na]','carnauba wax','C=CC(=O)O','O=[Ti]=O','CC1=CC(=C(C=C1S(=O)(=O)[O-])OC)N=NC2=C(C=CC3=C2C=CC(=C3)S(=O)(=O)[O-])O.[Na+].[Na+]']",156,25,64,1,1,4,0,4,55,21,87,1,50,0,0,845,5,2,16,16,0,0,2,2,4,2,3,1,0,1,0,1,1,4,2,0,6,1,0,4,0,1,23,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,62,['sodium fluoride'],"['sodium bicarbonate (baking soda)','peg-8/ppg 116/66 copolymer','sodium carbonate peroxide','tetrasodium pyrophosphate','silica','sodium saccharin','flavor','water','sodium lauryl sulfate','sodium lauroyl sacrosinate']","ARM & HAMMER PeroxiCare Toothpaste, Twin Pack (two 6.0 oz. tubes)",$5.44 ,['[F-].[Na+]'],"['sodium bicarbonate (baking soda)','peg-8/ppg 116/66 copolymer','C(=O)([O-])[O-].C(=O)([O-])[O-].OO.OO.OO.[Na+].[Na+].[Na+].[Na+]','[O-]P(=O)([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+]','O=[Si]=O','C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.[Na+]','flavor','O','CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]','sodium lauroyl sacrosinate']",68,8,30,1,1,1,0,1,28,6,47,0,14,0,0,344,2,0,0,0,0,0,0,4,3,3,1,0,0,1,0,0,0,1,1,0,0,1,0,2,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,63,"['sodium bicarbonate','water','sorbitol','glycerin','tetrasodium pyrophosphate','hydrated silica','sodium lauroyl sarcosinate','sodium lauryl sulfate','cellulose gum','gum xanthan','titanium dioxide','sodium fluoride','potassium nitrate']",[],"Arm & Hammer Sensitive Teeth & Gums Toothpaste, 4.5 oz",$3.12 ,"['C(=O)(O)[O-].[Na+]','O','C(C(C(C(C(CO)O)O)O)O)O','C(C(CO)O)O','[O-]P(=O)([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+]','O.[O-2].[O-2].[Si+4]','CCCCCCCCCCCC(=O)N(C)CC(=O)[O-].[Na+]','CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]','CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O.[Na]','CC(=O)OCC1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)CO)OP)O)O)CO)CP)O)OC4C(C(C(C(O4)C(=O)O)OC5C(C(C6C(O5)COC(O6)(C)C(=O)O)O)O)O)O)O)O','O=[Ti]=O','[F-].[Na+]','[N+](=O)([O-])[O-].[K+]']",[],173,33,74,6,6,0,0,0,64,29,92,1,54,6,6,971,6,4,25,25,0,0,4,6,8,4,2,1,0,1,0,0,0,0,1,1,12,1,0,2,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,64,"['potassium nitrate','sodium fluoride']","['water','sorbitol','hydrated silica','glycerin','flavor','cocamidopropyl betaine','gum xanthan','sodium saccharin','mica','titanium dioxide','sodium hydroxide']","Sensodyne Pronamel Multi-Action Toothpaste Cleansing Mint, 4 Ounce",$5.92 ,"['[N+](=O)([O-])[O-].[K+]','[F-].[Na+]']","['O','C(C(C(C(C(CO)O)O)O)O)O','O.[O-2].[O-2].[Si+4]','C(C(CO)O)O','flavor','CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-]','CC(=O)OCC1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)CO)OP)O)O)CO)CP)O)OC4C(C(C(C(O4)C(=O)O)OC5C(C(C6C(O5)COC(O6)(C)C(=O)O)O)O)O)O)O)O','C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.[Na+]','[O-2].O=[Al]O[Al]=O.O=[Si]=O.[K+].[K+]','O=[Ti]=O','[OH-].[Na+]']",150,28,64,7,7,1,0,1,53,23,79,0,41,6,6,838,8,3,20,20,0,0,3,3,6,4,3,0,0,2,0,0,0,1,2,1,12,1,0,0,0,1,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,65,"['potassium nitrate','sodium fluoride']","['water','hydrated silica','glycerin','sorbitol','peg-12','pvm/ma copolymer','sodium lauryl sulfate','flavor','poloxamer 407','trisodium phosphate','sodium hydroxide','cellulose gum','sodium saccharin','gum xanthan','titanium dioxide','fd&c blue no.1']","Colgate Sensitive Toothpaste, Whitening - Fresh Mint Gel Formula (6 ounce, Pack of 2)",$8.96 ,"['[N+](=O)([O-])[O-].[K+]','[F-].[Na+]']","['O','O.[O-2].[O-2].[Si+4]','C(C(CO)O)O','C(C(C(C(C(CO)O)O)O)O)O','peg-12','COC=C.C1=CC(=O)OC1=O','CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]','flavor','CC1CO1.C1CO1','[O-]P(=O)([O-])[O-].[Na+].[Na+].[Na+]','[OH-].[Na+]','CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O.[Na]','C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.[Na+]','CC(=O)OCC1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)CO)OP)O)O)CO)CP)O)OC4C(C(C(C(O4)C(=O)O)OC5C(C(C6C(O5)COC(O6)(C)C(=O)O)O)O)O)O)O)O','O=[Ti]=O','CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3)C5=CC=CC=C5S(=O)(=O)[O-].[Na+].[Na+]']",229,33,86,10,11,5,0,5,76,28,108,1,53,8,8,1249,16,3,25,25,0,0,3,3,8,5,4,1,5,1,1,0,0,5,2,3,16,1,0,1,0,1,9,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,66,"['sodium fluoride','sorbitol','water','glycerin','hydrated silica','peg-12','sodium lauryl sulfate','tetrasodium pyrophosphate','cocamidopropyl betaine','sodium saccharin','gum xanthan','fd&c blue no.1','fd&c yellow no']",[],"Colgate 2-in-1 Kids Toothpaste & Anticavity Mouthwash, Watermelon Burst, 4.6 ounces",$3.66 - $7.03,"['[F-].[Na+]','C(C(C(C(C(CO)O)O)O)O)O','O','C(C(CO)O)O','O.[O-2].[O-2].[Si+4]','peg-12','CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]','[O-]P(=O)([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+]','CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-]','C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.[Na+]','CC(=O)OCC1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)CO)OP)O)O)CO)CP)O)OC4C(C(C(C(O4)C(=O)O)OC5C(C(C6C(O5)COC(O6)(C)C(=O)O)O)O)O)O)O)O','fd&c blue no.1','fd&c yellow no']",[],160,27,62,7,7,1,0,1,53,23,77,0,53,6,6,902,8,3,20,20,0,0,3,3,6,4,2,0,0,2,0,0,0,1,2,1,12,1,0,2,0,1,17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,67,['sodium fluoride'],"['sorbitol','water','hydrated silica','disodium pytophosphate','flavor','sodium lauryl sulfate','sodium hydroxide','alcohol (0.7%)','gum xanthan','sodium saccharin','glycerin','carbomer','poloxamer 407','polysorbate 80','sodium benzoate','cetylpyridinium chloride','benzoic acid','mica','titanium dioxide','fd&c blue no.1','yellow 5']","Crest + Scope Outlast Complete Whitening Toothpaste, Mint, 5.4 oz",$2.58 ,['[F-].[Na+]'],"['C(C(C(C(C(CO)O)O)O)O)O','O','O.[O-2].[O-2].[Si+4]','OP(=O)([O-])OP(=O)(O)[O-].[Na+].[Na+]','flavor','CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]','[OH-].[Na+]','alcohol (0.7%)','CC(=O)OCC1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)CO)OP)O)O)CO)CP)O)OC4C(C(C(C(O4)C(=O)O)OC5C(C(C6C(O5)COC(O6)(C)C(=O)O)O)O)O)O)O)O','C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.[Na+]','C(C(CO)O)O','C=CC(=O)O','CC1CO1.C1CO1','CCCCCCCCC=CCCCCCCCC(=O)OCCOCC(C1C(CC(O1)OCCO)OCCO)OCCO','C1=CC=C(C=C1)C(=O)[O-].[Na+]','CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Cl-]','C1=CC=C(C=C1)C(=O)O','[O-2].O=[Al]O[Al]=O.O=[Si]=O.[K+].[K+]','O=[Ti]=O','fd&c blue no.1','C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+]']",280,34,98,11,11,5,1,6,84,29,125,0,93,9,9,1538,17,4,23,23,2,1,6,6,10,6,6,0,2,2,1,1,1,5,2,2,20,2,1,2,1,1,33,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,68,['stannous fluoride'],"['water','sorbitol','hydrated silica','sodium lauryl sulfate','carrageenan','sodium gluconate','flavor','gum xanthan','zinc citrate','stannous chloride','sodium hydroxide','sodium saccharin','sucralose','titanium dioxide','fd&c blue no.1']","Crest Pro-Health Smooth Formula Toothpaste, Clean Mint Paste, 4.6 oz",$2.97 ,['F[Sn]F'],"['O','C(C(C(C(C(CO)O)O)O)O)O','O.[O-2].[O-2].[Si+4]','CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]','CCC(=O)C1=C(C(=C(C=C1)F)C2CC2NC(=O)NC3=NC=C(C=C3)C#N)O.CC(=O)[O-].CC(=O)[O-].[Zn+2]','C(C(C(C(C(C(=O)[O-])O)O)O)O)O.[Na+]','flavor','CC(=O)OCC1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)CO)OP)O)O)CO)CP)O)OC4C(C(C(C(O4)C(=O)O)OC5C(C(C6C(O5)COC(O6)(C)C(=O)O)O)O)O)O)O)O','C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Zn+2].[Zn+2].[Zn+2]','Cl[Sn]Cl','[OH-].[Na+]','C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.[Na+]','C(C1C(C(C(C(O1)OC2(C(C(C(O2)CCl)O)O)CCl)O)O)Cl)O','O=[Ti]=O','fd&c blue no.1']",228,39,90,9,10,2,1,3,81,34,114,4,58,8,9,1266,13,11,29,27,0,1,11,11,15,13,3,0,0,3,1,0,0,2,2,1,15,8,0,0,1,1,9,2,0,0,3,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
